Année;Niveau;Type;Ancien Code Officiel;Code Courant Officiel
2025;COM;commune;33051;33051
2025;COM;commune;38054;38054
2025;COM;commune;54028;54028
2025;COM;commune;28014;28014
2025;COM;commune;85026;85026
2025;COM;commune;21493;21493
2025;COM;commune;2B124;2B124
2025;COM;commune;21648;21648
2025;COM;commune;28372;28372
2025;COM;commune;49334;49334
2025;COM;commune;10361;10361
2025;COM;commune;68298;68298
2025;COM;commune;59146;59146
2025;COM;commune;60148;60148
2025;COM;commune;93078;93078
2025;COM;commune;31190;31190
2025;COM;commune;14720;14720
2025;COM;commune;73175;73175
2025;COM;commune;79278;79278
2025;COM;commune;02641;02641
2025;COM;commune;62832;62832
2025;COM;commune;24581;24581
2025;COM;commune;97407;97407
2025;COM;commune;80121;80121
2025;COM;commune;71068;71068
2025;COM;commune;39265;39265
2025;COM;commune;65454;65454
2025;COM;commune;54166;54166
2025;COM;commune;39255;39255
2025;COM;commune;55039;55039
2025;ARM;arrondissement municipal;13215;13215
2025;COM;commune;31092;31092
2025;COM;commune;03321;03321
2025;COM;commune;55349;55349
2025;COM;commune;47165;47165
2025;COM;commune;16410;16110
2025;COM;commune;29268;29268
2025;COM;commune;11263;11263
2025;COM;commune;02222;02222
2025;COM;commune;39080;39080
2025;COM;commune;09336;09336
2025;COM;commune;91508;91508
2025;COM;commune;18125;18125
2025;COM;commune;61021;61021
2025;COM;commune;01209;01209
2025;COM;commune;16101;16101
2025;COM;commune;45279;45279
2025;COM;commune;54433;54433
2025;COM;commune;60627;60627
2025;COM;commune;33414;33414
2025;COM;commune;28025;28319
2025;COM;commune;11250;11250
2025;COM;commune;54484;54484
2025;COM;commune;25018;25018
2025;COM;commune;12222;12222
2025;COM;commune;62228;62228
2025;COM;commune;57197;57197
2025;COM;commune;59017;59017
2025;COM;commune;28107;28107
2025;COM;commune;79140;79140
2025;COM;commune;16396;16396
2025;COM;commune;36226;36226
2025;COM;commune;46031;46031
2025;COM;commune;54554;54554
2025;COM;commune;59002;59002
2025;COM;commune;80717;80717
2025;COM;commune;97223;97223
2025;COM;commune;03152;03152
2025;COM;commune;80627;80627
2025;COM;commune;33512;33512
2025;COM;commune;38158;38158
2025;COM;commune;89188;89188
2025;COM;commune;46004;46004
2025;COM;commune;32075;32075
2025;COM;commune;81256;81256
2025;COM;commune;40277;40277
2025;COM;commune;13012;13012
2025;COM;commune;31444;31444
2025;COM;commune;61003;61167
2025;COM;commune;07179;07179
2025;COM;commune;60671;60671
2025;COM;commune;90091;90091
2025;COM;commune;27359;27359
2025;COM;commune;64136;64136
2025;COM;commune;65215;65215
2025;COM;commune;70155;70155
2025;COM;commune;08164;08164
2025;COM;commune;46288;46288
2025;COM;commune;72361;72361
2025;COM;commune;14457;14457
2025;COM;commune;71573;71573
2025;DEP;département;82;82
2025;COM;commune;59479;59479
2025;COM;commune;11150;11150
2025;COM;commune;61386;61386
2025;COM;commune;12218;12218
2025;COM;commune;10291;10291
2025;COM;commune;05120;05001
2025;COM;commune;52275;52275
2025;COM;commune;62515;62515
2025;COM;commune;61037;61037
2025;COM;commune;39522;39522
2025;COM;commune;17043;17043
2025;COM;commune;85076;85076
2025;COM;commune;09201;09201
2025;COM;commune;60358;60358
2025;COM;commune;38279;38279
2025;COM;commune;82136;82136
2025;COM;commune;36142;36142
2025;COM;commune;14014;14014
2025;COM;commune;36189;36189
2025;COM;commune;55036;55036
2025;COM;commune;16115;16046
2025;COM;commune;52145;52145
2025;COM;commune;12206;12206
2025;COM;commune;86022;86022
2025;COM;commune;50212;50400
2025;COM;commune;38135;38135
2025;COM;commune;30343;30343
2025;COM;commune;40074;40074
2025;COM;commune;14061;14061
2025;COM;commune;2A158;2A158
2025;COM;commune;09153;09153
2025;COM;commune;30174;30174
2025;COM;commune;25244;25244
2025;COM;commune;64315;64315
2025;COM;commune;02273;02273
2025;COM;commune;40221;40221
2025;COM;commune;61008;61008
2025;COM;commune;54521;54521
2025;COM;commune;86148;86148
2025;COM;commune;35029;35029
2025;COM;commune;60387;60387
2025;COM;commune;22221;22221
2025;COM;commune;36182;36182
2025;COM;commune;79156;79156
2025;COM;commune;78296;78296
2025;COM;commune;71514;71514
2025;COM;commune;73142;73142
2025;COM;commune;38036;38036
2025;COM;commune;63383;63383
2025;COM;commune;14373;14475
2025;COM;commune;33323;33323
2025;COM;commune;56216;56216
2025;COM;commune;91182;91228
2025;COM;commune;15025;15025
2025;COM;commune;59498;59498
2025;COM;commune;11212;11212
2025;COM;commune;73020;73020
2025;COM;commune;11205;11205
2025;COM;commune;39468;39468
2025;COM;commune;64181;64181
2025;COM;commune;14205;14205
2025;COM;commune;29002;29002
2025;COM;commune;21122;21122
2025;COM;commune;58301;58301
2025;COM;commune;26218;26218
2025;COM;commune;47282;47282
2025;COM;commune;21355;21355
2025;COM;commune;60347;60347
2025;COM;commune;01026;01026
2025;COM;commune;63209;63209
2025;COM;commune;50222;50222
2025;COM;commune;50467;50467
2025;COM;commune;09110;09110
2025;COM;commune;61220;61230
2025;COM;commune;16365;16365
2025;COM;commune;77530;77530
2025;COM;commune;58187;58187
2025;COM;commune;67508;67508
2025;COM;commune;58243;58243
2025;COM;commune;63042;63042
2025;COM;commune;14288;14288
2025;COM;commune;73032;73032
2025;COM;commune;40062;40062
2025;COM;commune;26154;26154
2025;COM;commune;14279;14658
2025;COM;commune;24022;24022
2025;COM;commune;17254;17254
2025;COM;commune;02589;02589
2025;COM;commune;38272;38272
2025;COM;commune;55543;55543
2025;COM;commune;03267;03267
2025;COM;commune;43082;43082
2025;COM;commune;46238;46238
2025;COM;commune;24485;24485
2025;COM;commune;80172;80172
2025;COM;commune;21590;21590
2025;COM;commune;63016;63016
2025;COM;commune;74013;74013
2025;COM;commune;27284;27284
2025;COM;commune;41273;41273
2025;COM;commune;31232;31232
2025;COM;commune;47214;47214
2025;COM;commune;56250;56250
2025;COM;commune;67306;67306
2025;COM;commune;51163;51163
2025;COM;commune;69244;69244
2025;COM;commune;66046;66046
2025;COM;commune;14471;14371
2025;COM;commune;28027;28027
2025;COM;commune;80440;80440
2025;COM;commune;59504;59504
2025;COM;commune;80794;80794
2025;COM;commune;02342;02342
2025;COM;commune;65203;65203
2025;COM;commune;91332;91332
2025;COM;commune;50318;50260
2025;COM;commune;54238;54238
2025;COM;commune;55068;55068
2025;COM;commune;27512;27512
2025;COM;commune;63267;63267
2025;COM;commune;2B207;2B207
2025;COM;commune;57656;57656
2025;COM;commune;38526;38526
2025;COM;commune;10405;10405
2025;COM;commune;17245;17245
2025;COM;commune;21110;21110
2025;COM;commune;32106;32106
2025;COM;commune;73330;73330
2025;COM;commune;70242;70242
2025;COM;commune;73122;73122
2025;COM;commune;2A262;2A262
2025;COM;commune;17269;17269
2025;COM;commune;56058;56058
2025;COM;commune;01236;01236
2025;COM;commune;86201;86201
2025;COM;commune;16273;16273
2025;COM;commune;10363;10363
2025;COM;commune;56225;56225
2025;COM;commune;27368;27368
2025;COM;commune;50300;50300
2025;COM;commune;56147;56147
2025;COM;commune;62138;62138
2025;COM;commune;47155;47155
2025;COM;commune;64409;64409
2025;COM;commune;2B202;2B202
2025;COM;commune;21027;21027
2025;COM;commune;65153;65153
2025;COM;commune;54329;54329
2025;COM;commune;11145;11145
2025;COM;commune;54263;54263
2025;COM;commune;69258;69258
2025;COM;commune;49103;49248
2025;COM;commune;78261;78261
2025;COM;commune;50487;50487
2025;COM;commune;46143;46143
2025;COM;commune;76149;76149
2025;COM;commune;48117;48117
2025;COM;commune;57337;57337
2025;COM;commune;51195;51195
2025;COM;commune;88521;88521
2025;COM;commune;90019;90019
2025;COM;commune;43217;43217
2025;COM;commune;25357;25357
2025;COM;commune;89466;89466
2025;COM;commune;34171;34171
2025;COM;commune;2B291;2B291
2025;COM;commune;67474;67474
2025;COM;commune;60525;60525
2025;COM;commune;62807;62757
2025;COM;commune;25255;25255
2025;COM;commune;21168;21168
2025;COM;commune;25269;25269
2025;COM;commune;80150;80150
2025;COM;commune;07062;07062
2025;COM;commune;17421;17421
2025;COM;commune;77138;77138
2025;COM;commune;16404;16404
2025;COM;commune;50147;50147
2025;COM;commune;21030;21030
2025;COM;commune;38022;38022
2025;COM;commune;14467;14467
2025;COM;commune;33474;33474
2025;COM;commune;46217;46172
2025;COM;commune;87076;87076
2025;COM;commune;14435;14435
2025;COM;commune;51573;51573
2025;COM;commune;59076;59076
2025;COM;commune;2B287;2B287
2025;COM;commune;07333;07333
2025;COM;commune;69129;69248
2025;COM;commune;12189;12189
2025;COM;commune;80496;80496
2025;COM;commune;02450;02450
2025;COM;commune;65122;65092
2025;COM;commune;74036;74036
2025;COM;commune;39147;39147
2025;COM;commune;83048;83048
2025;COM;commune;51505;51505
2025;COM;commune;32449;32449
2025;COM;commune;76575;76575
2025;COM;commune;62531;62531
2025;COM;commune;21259;21259
2025;COM;commune;24576;24576
2025;COM;commune;22059;22059
2025;COM;commune;27473;27473
2025;COM;commune;10285;10285
2025;COM;commune;16124;16124
2025;COM;commune;57301;57301
2025;COM;commune;04093;04093
2025;COM;commune;38118;38118
2025;COM;commune;67063;67063
2025;COM;commune;22214;22214
2025;COM;commune;70012;70012
2025;COM;commune;41009;41009
2025;COM;commune;38089;38089
2025;COM;commune;51402;51402
2025;COM;commune;01307;01307
2025;COM;commune;34311;34311
2025;COM;commune;59024;59024
2025;COM;commune;01274;01274
2025;COM;commune;57546;57546
2025;COM;commune;65087;65087
2025;COM;commune;78559;78559
2025;COM;commune;07233;07233
2025;COM;commune;65341;65341
2025;COM;commune;74169;74169
2025;COM;commune;64071;64071
2025;COM;commune;08472;08472
2025;COM;commune;63341;63341
2025;COM;commune;71259;71259
2025;COM;commune;77512;77512
2025;COM;commune;51060;51060
2025;COM;commune;32207;32207
2025;COM;commune;52258;52258
2025;COM;commune;59550;59550
2025;COM;commune;79020;79020
2025;COM;commune;57250;57250
2025;COM;commune;76666;76666
2025;COM;commune;77515;77515
2025;COM;commune;16142;16142
2025;COM;commune;13114;13114
2025;COM;commune;57697;57697
2025;COM;commune;40133;40133
2025;COM;commune;14554;14554
2025;COM;commune;26367;26367
2025;COM;commune;44036;44036
2025;COM;commune;33231;33231
2025;COM;commune;09147;09147
2025;COM;commune;69118;69118
2025;COM;commune;70231;70231
2025;COM;commune;88064;88064
2025;COM;commune;54504;54504
2025;COM;commune;57534;57534
2025;COM;commune;11017;11017
2025;COM;commune;59200;59200
2025;COM;commune;51499;51499
2025;COM;commune;31240;31240
2025;COM;commune;88135;88135
2025;COM;commune;44005;44005
2025;COM;commune;69045;69045
2025;COM;commune;26283;26283
2025;COM;commune;02272;02272
2025;COM;commune;40271;40271
2025;COM;commune;63050;63050
2025;COM;commune;50235;50235
2025;COM;commune;07186;07186
2025;COM;commune;51324;51324
2025;COM;commune;06003;06003
2025;COM;commune;23228;23228
2025;COM;commune;31262;31262
2025;COM;commune;59084;59084
2025;COM;commune;55384;55384
2025;COM;commune;60179;60179
2025;COM;commune;76676;76601
2025;COM;commune;31369;31369
2025;COM;commune;26061;26061
2025;COM;commune;60560;60560
2025;COM;commune;25257;25257
2025;COM;commune;68318;68318
2025;COM;commune;06009;06009
2025;COM;commune;14232;14232
2025;COM;commune;77331;77331
2025;COM;commune;34058;34058
2025;COM;commune;70058;70058
2025;COM;commune;46030;46030
2025;ARM;arrondissement municipal;75104;75104
2025;COM;commune;42100;42100
2025;COM;commune;77297;77297
2025;COM;commune;62631;62631
2025;COM;commune;67458;67458
2025;COM;commune;06114;06114
2025;COM;commune;52133;52133
2025;COM;commune;05111;05111
2025;COM;commune;65128;65128
2025;COM;commune;94069;94069
2025;COM;commune;62720;62720
2025;COM;commune;51299;51299
2025;COM;commune;54040;54040
2025;COM;commune;10120;10120
2025;COM;commune;54288;54288
2025;COM;commune;08488;08488
2025;COM;commune;64051;64051
2025;COM;commune;85030;85084
2025;COM;commune;85266;85266
2025;COM;commune;2B195;2B195
2025;COM;commune;55292;55292
2025;COM;commune;62354;62354
2025;COM;commune;2B050;2B050
2025;COM;commune;80037;80037
2025;COM;commune;62181;62181
2025;COM;commune;52118;52118
2025;COM;commune;21104;21104
2025;COM;commune;39010;39010
2025;COM;commune;49318;49050
2025;COM;commune;83099;83099
2025;COM;commune;10338;10338
2025;COM;commune;14045;14045
2025;COM;commune;55166;55166
2025;COM;commune;73086;73086
2025;COM;commune;95427;95427
2025;COM;commune;80317;80317
2025;COM;commune;53220;53220
2025;COM;commune;31288;31288
2025;COM;commune;33482;33482
2025;COM;commune;42283;42283
2025;COM;commune;49180;49180
2025;COM;commune;55470;55470
2025;COM;commune;14260;14260
2025;COM;commune;03316;03316
2025;COM;commune;60084;60084
2025;COM;commune;67199;67199
2025;COM;commune;62723;62723
2025;COM;commune;28417;28417
2025;COM;commune;54189;54189
2025;COM;commune;76397;76397
2025;COM;commune;25241;25241
2025;COM;commune;34317;34317
2025;COM;commune;16041;16041
2025;COM;commune;63172;63172
2025;COM;commune;70520;70520
2025;COM;commune;36091;36091
2025;COM;commune;34324;34324
2025;COM;commune;14307;14713
2025;COM;commune;31473;31473
2025;COM;commune;83002;83002
2025;COM;commune;65356;65356
2025;COM;commune;14281;14281
2025;COM;commune;07247;07247
2025;COM;commune;30337;30337
2025;COM;commune;61440;61440
2025;COM;commune;23197;23197
2025;COM;commune;46006;46006
2025;COM;commune;29271;29271
2025;COM;commune;63171;63171
2025;COM;commune;84091;84091
2025;COM;commune;60022;60022
2025;COM;commune;88028;88028
2025;COM;commune;40230;40230
2025;COM;commune;31587;31587
2025;COM;commune;14744;14744
2025;COM;commune;14734;14734
2025;COM;commune;33407;33407
2025;COM;commune;60372;60372
2025;COM;commune;41250;41250
2025;COM;commune;64249;64249
2025;COM;commune;45329;45329
2025;COM;commune;59488;59488
2025;COM;commune;27264;27213
2025;COM;commune;37054;37054
2025;COM;commune;18191;18191
2025;COM;commune;78621;78621
2025;COM;commune;59521;59521
2025;COM;commune;64427;64427
2025;COM;commune;65289;65289
2025;COM;commune;15100;15100
2025;COM;commune;61451;61451
2025;COM;commune;09157;09157
2025;COM;commune;80624;80624
2025;COM;commune;65323;65323
2025;COM;commune;01108;01108
2025;COM;commune;70307;70307
2025;COM;commune;57755;57755
2025;COM;commune;71413;71413
2025;COM;commune;27648;27412
2025;COM;commune;25445;25445
2025;COM;commune;33123;33123
2025;COM;commune;31109;31109
2025;COM;commune;29202;29202
2025;COM;commune;56160;56160
2025;COM;commune;62286;62286
2025;COM;commune;58245;58245
2025;COM;commune;27590;27590
2025;COM;commune;79180;79307
2025;COM;commune;80463;80463
2025;COM;commune;11218;11218
2025;COM;commune;62691;62691
2025;COM;commune;80240;80240
2025;COM;commune;70575;70575
2025;COM;commune;22218;22218
2025;COM;commune;60676;60676
2025;COM;commune;25028;25424
2025;COM;commune;61167;61167
2025;COM;commune;39118;39118
2025;COM;commune;91630;91630
2025;COM;commune;62730;62730
2025;COM;commune;55285;55285
2025;COM;commune;50523;50523
2025;COM;commune;86174;86174
2025;COM;commune;2B081;2B081
2025;COM;commune;88262;88262
2025;COM;commune;06039;06039
2025;COM;commune;30101;30101
2025;COM;commune;88070;88070
2025;COM;commune;85086;85086
2025;COM;commune;22247;22264
2025;COM;commune;60021;60021
2025;COM;commune;46208;46208
2025;COM;commune;46118;46118
2025;COM;commune;47194;47194
2025;COM;commune;72180;72180
2025;COM;commune;15104;15104
2025;COM;commune;70097;70097
2025;COM;commune;46001;46001
2025;COM;commune;18186;18186
2025;COM;commune;41242;41242
2025;COM;commune;24338;24338
2025;COM;commune;90088;90088
2025;COM;commune;2A142;2A142
2025;COM;commune;64244;64244
2025;COM;commune;58259;58259
2025;COM;commune;14189;14431
2025;COM;commune;67403;67403
2025;COM;commune;77168;77168
2025;COM;commune;26178;26178
2025;COM;commune;11438;11438
2025;COM;commune;65306;65306
2025;COM;commune;51058;51058
2025;COM;commune;21368;21368
2025;COM;commune;78003;78003
2025;COM;commune;02583;02583
2025;ARM;arrondissement municipal;75115;75115
2025;COM;commune;45261;45261
2025;COM;commune;59604;59604
2025;COM;commune;43143;43143
2025;COM;commune;45215;45215
2025;COM;commune;21441;21441
2025;COM;commune;67365;67365
2025;COM;commune;14355;14355
2025;COM;commune;01272;01272
2025;COM;commune;21583;21583
2025;COM;commune;17161;17161
2025;COM;commune;48172;48116
2025;COM;commune;62199;62199
2025;COM;commune;54153;54153
2025;COM;commune;09094;09094
2025;COM;commune;17053;17053
2025;COM;commune;14208;14431
2025;COM;commune;16069;16069
2025;COM;commune;33317;33317
2025;COM;commune;91294;91294
2025;COM;commune;02440;02440
2025;COM;commune;31522;31522
2025;COM;commune;32385;32385
2025;COM;commune;63416;63416
2025;COM;commune;06123;06123
2025;COM;commune;49025;49163
2025;COM;commune;73240;73240
2025;COM;commune;65400;65400
2025;COM;commune;40331;40331
2025;COM;commune;65276;65276
2025;COM;commune;89338;89338
2025;COM;commune;93030;93030
2025;COM;commune;65138;65138
2025;COM;commune;22085;22085
2025;COM;commune;26302;26302
2025;COM;commune;31454;31454
2025;COM;commune;45199;45199
2025;COM;commune;89282;89282
2025;COM;commune;50291;50291
2025;COM;commune;27358;27358
2025;COM;commune;04016;04016
2025;COM;commune;18184;18184
2025;COM;commune;88077;88077
2025;COM;commune;13109;13109
2025;COM;commune;78073;78073
2025;COM;commune;2B218;2B218
2025;COM;commune;03140;03140
2025;COM;commune;11067;11067
2025;COM;commune;25395;25395
2025;COM;commune;10184;10184
2025;COM;commune;83081;83081
2025;COM;commune;80408;80408
2025;COM;commune;24321;24321
2025;COM;commune;83016;83016
2025;COM;commune;82041;82041
2025;COM;commune;18034;18034
2025;COM;commune;04187;04187
2025;COM;commune;43056;43056
2025;COM;commune;25336;25336
2025;COM;commune;23216;23216
2025;COM;commune;02701;02701
2025;COM;commune;03189;03189
2025;COM;commune;03224;03224
2025;COM;commune;95042;95042
2025;COM;commune;25532;25532
2025;COM;commune;54234;54234
2025;COM;commune;59090;59090
2025;COM;commune;02595;02595
2025;COM;commune;32027;32027
2025;COM;commune;55324;55324
2025;COM;commune;57515;57515
2025;COM;commune;39359;39359
2025;COM;commune;82023;82023
2025;COM;commune;46285;46263
2025;COM;commune;21676;21676
2025;COM;commune;51043;51043
2025;COM;commune;57510;57510
2025;COM;commune;35187;35187
2025;COM;commune;21323;21323
2025;COM;commune;19212;19212
2025;COM;commune;57432;57148
2025;COM;commune;31200;31200
2025;COM;commune;54339;54339
2025;COM;commune;80303;80303
2025;COM;commune;67030;67030
2025;COM;commune;23013;23013
2025;COM;commune;59407;59407
2025;COM;commune;59500;59500
2025;COM;commune;16107;16107
2025;COM;commune;87006;87006
2025;COM;commune;23122;23122
2025;COM;commune;11082;11082
2025;COM;commune;43157;43157
2025;COM;commune;63109;63109
2025;COM;commune;53118;53118
2025;COM;commune;22377;22377
2025;COM;commune;14614;14614
2025;COM;commune;58040;58040
2025;COM;commune;70163;70163
2025;COM;commune;89199;89199
2025;COM;commune;35303;35004
2025;COM;commune;23137;23137
2025;COM;commune;17044;17044
2025;COM;commune;80243;80243
2025;COM;commune;55528;55528
2025;COM;commune;59308;59308
2025;COM;commune;70578;70578
2025;COM;commune;36001;36001
2025;COM;commune;63096;63096
2025;COM;commune;54010;54010
2025;COM;commune;70290;70290
2025;COM;commune;21222;21222
2025;COM;commune;62171;62171
2025;COM;commune;53102;53102
2025;COM;commune;32242;32242
2025;COM;commune;10425;10425
2025;COM;commune;23080;23080
2025;COM;commune;82194;82194
2025;COM;commune;16328;16230
2025;COM;commune;39116;39116
2025;COM;commune;52538;52538
2025;COM;commune;11365;11365
2025;COM;commune;37244;37244
2025;COM;commune;62520;62520
2025;COM;commune;42325;42325
2025;COM;commune;24100;24100
2025;COM;commune;66008;66008
2025;COM;commune;37216;37216
2025;COM;commune;56104;56104
2025;COM;commune;24495;24495
2025;COM;commune;35015;35015
2025;COM;commune;51428;51428
2025;COM;commune;09234;09234
2025;COM;commune;77243;77243
2025;COM;commune;97124;97124
2025;COM;commune;80427;80427
2025;COM;commune;72355;72355
2025;DEP;département;53;53
2025;COM;commune;58031;58031
2025;COM;commune;41144;41144
2025;COM;commune;51005;51005
2025;COM;commune;70381;70381
2025;COM;commune;33471;33471
2025;COM;commune;69255;69255
2025;COM;commune;59630;59630
2025;COM;commune;01127;01127
2025;COM;commune;22019;22019
2025;COM;commune;72334;72334
2025;COM;commune;57545;57545
2025;COM;commune;74064;74064
2025;COM;commune;71383;71383
2025;COM;commune;51081;51081
2025;COM;commune;74080;74080
2025;COM;commune;59534;59534
2025;COM;commune;86113;86113
2025;COM;commune;68254;68254
2025;COM;commune;51549;51549
2025;COM;commune;39204;39204
2025;COM;commune;51132;51132
2025;COM;commune;62197;62197
2025;COM;commune;65315;65315
2025;COM;commune;73025;73025
2025;COM;commune;60241;60241
2025;COM;commune;59545;59545
2025;COM;commune;28143;28143
2025;COM;commune;80450;80450
2025;COM;commune;62325;62325
2025;COM;commune;73285;73285
2025;COM;commune;50285;50285
2025;COM;commune;51239;51239
2025;COM;commune;25404;25404
2025;COM;commune;25091;25091
2025;COM;commune;32042;32042
2025;COM;commune;60310;60310
2025;COM;commune;76681;76681
2025;COM;commune;76341;76341
2025;COM;commune;60161;60161
2025;COM;commune;29187;29187
2025;COM;commune;18027;18027
2025;COM;commune;26379;26379
2025;COM;commune;02533;02533
2025;COM;commune;50055;50055
2025;COM;commune;70140;70140
2025;COM;commune;62245;62245
2025;COM;commune;25475;25475
2025;COM;commune;42224;42224
2025;COM;commune;63380;63380
2025;COM;commune;78072;78072
2025;COM;commune;52115;52115
2025;COM;commune;10052;10052
2025;COM;commune;80824;80824
2025;COM;commune;76574;76574
2025;COM;commune;28236;28236
2025;COM;commune;84083;84083
2025;COM;commune;18030;18030
2025;COM;commune;31515;31515
2025;COM;commune;80425;80425
2025;COM;commune;35145;35145
2025;COM;commune;71300;71300
2025;COM;commune;60538;60538
2025;COM;commune;62388;62388
2025;COM;commune;19130;19130
2025;COM;commune;21340;21340
2025;COM;commune;41145;41145
2025;COM;commune;31218;31218
2025;COM;commune;02378;02378
2025;COM;commune;68347;68347
2025;COM;commune;55522;55522
2025;COM;commune;13032;13032
2025;COM;commune;31184;31184
2025;COM;commune;74171;74171
2025;COM;commune;56234;56234
2025;COM;commune;52137;52137
2025;COM;commune;77274;77274
2025;COM;commune;48047;48009
2025;COM;commune;72075;72075
2025;COM;commune;14043;14043
2025;COM;commune;21543;21543
2025;COM;commune;15212;15212
2025;COM;commune;95026;95026
2025;COM;commune;02005;02005
2025;COM;commune;21565;21565
2025;COM;commune;16081;16081
2025;COM;commune;12150;12150
2025;COM;commune;89069;89069
2025;COM;commune;64527;64527
2025;COM;commune;07291;07291
2025;COM;commune;18018;18018
2025;COM;commune;33011;33011
2025;COM;commune;24418;24418
2025;COM;commune;68033;68033
2025;COM;commune;12279;12223
2025;COM;commune;73111;73215
2025;COM;commune;72337;72337
2025;COM;commune;24060;24060
2025;COM;commune;08407;08407
2025;COM;commune;72350;72350
2025;COM;commune;01183;01183
2025;COM;commune;71533;71533
2025;COM;commune;06067;06067
2025;COM;commune;21557;21557
2025;COM;commune;15246;15246
2025;COM;commune;21715;21715
2025;COM;commune;81063;81063
2025;COM;commune;16208;16208
2025;COM;commune;07240;07240
2025;COM;commune;39361;39361
2025;COM;commune;25055;25055
2025;COM;commune;23125;23125
2025;COM;commune;62747;62747
2025;COM;commune;70015;70015
2025;COM;commune;02577;02577
2025;COM;commune;47078;47078
2025;COM;commune;28278;28278
2025;COM;commune;80350;80350
2025;COM;commune;78227;78227
2025;COM;commune;49011;49011
2025;COM;commune;73302;73302
2025;COM;commune;69036;69036
2025;COM;commune;32272;32272
2025;COM;commune;37133;37133
2025;COM;commune;70070;70070
2025;COM;commune;05049;05049
2025;COM;commune;38307;38307
2025;COM;commune;79338;79338
2025;COM;commune;81081;81081
2025;COM;commune;70510;70510
2025;COM;commune;02528;02528
2025;COM;commune;59402;59402
2025;COM;commune;02664;02664
2025;COM;commune;88076;88076
2025;COM;commune;89419;89419
2025;COM;commune;21056;21056
2025;COM;commune;59617;59617
2025;COM;commune;78640;78640
2025;COM;commune;24006;24006
2025;COM;commune;82183;82183
2025;COM;commune;14254;14254
2025;COM;commune;80368;80368
2025;COM;commune;80357;80357
2025;COM;commune;28073;28073
2025;COM;commune;67058;67058
2025;COM;commune;79223;79223
2025;COM;commune;76706;76706
2025;COM;commune;61141;61141
2025;COM;commune;24056;24056
2025;COM;commune;18024;18024
2025;COM;commune;50292;50292
2025;COM;commune;01378;01378
2025;COM;commune;58105;58105
2025;COM;commune;29003;29003
2025;COM;commune;37072;37072
2025;COM;commune;65228;65228
2025;COM;commune;90056;90056
2025;COM;commune;10420;10420
2025;COM;commune;24146;24146
2025;COM;commune;25440;25440
2025;COM;commune;01064;01064
2025;COM;commune;21331;21331
2025;COM;commune;52359;52359
2025;COM;commune;67338;67338
2025;COM;commune;29077;29077
2025;COM;commune;27570;27570
2025;COM;commune;77290;77290
2025;COM;commune;17464;17464
2025;COM;commune;33396;33396
2025;COM;commune;11344;11344
2025;COM;commune;84046;84046
2025;COM;commune;81208;81208
2025;COM;commune;27177;27177
2025;COM;commune;71385;71385
2025;COM;commune;84079;84079
2025;COM;commune;25595;25595
2025;COM;commune;72235;72235
2025;COM;commune;84031;84031
2025;COM;commune;39517;39517
2025;COM;commune;80529;80529
2025;COM;commune;15083;15083
2025;COM;commune;74141;74141
2025;COM;commune;36116;36116
2025;COM;commune;72232;72232
2025;COM;commune;16281;16281
2025;COM;commune;68380;68380
2025;COM;commune;81036;81036
2025;COM;commune;77288;77288
2025;COM;commune;88133;88133
2025;COM;commune;22186;22186
2025;COM;commune;65214;65214
2025;COM;commune;78031;78031
2025;COM;commune;64056;64056
2025;COM;commune;28122;28122
2025;COM;commune;97408;97408
2025;COM;commune;60186;60186
2025;COM;commune;53018;53018
2025;COM;commune;49054;49054
2025;COM;commune;22106;22106
2025;COM;commune;72379;72379
2025;COM;commune;56187;56197
2025;COM;commune;57142;57142
2025;COM;commune;32012;32012
2025;COM;commune;59056;59056
2025;COM;commune;59547;59547
2025;COM;commune;02777;02777
2025;COM;commune;68121;68121
2025;COM;commune;67490;67490
2025;COM;commune;43172;43172
2025;COM;commune;27491;27198
2025;COM;commune;42135;42135
2025;COM;commune;81166;81166
2025;COM;commune;19076;19076
2025;COM;commune;19235;19235
2025;COM;commune;84022;84022
2025;COM;commune;80393;80393
2025;COM;commune;39462;39462
2025;COM;commune;38480;38480
2025;COM;commune;53086;53086
2025;COM;commune;54383;54383
2025;COM;commune;07313;07313
2025;COM;commune;67524;67524
2025;COM;commune;44219;44180
2025;COM;commune;46233;46233
2025;COM;commune;88379;88379
2025;COM;commune;47312;47312
2025;COM;commune;32057;32057
2025;COM;commune;12277;12277
2025;COM;commune;69033;69033
2025;COM;commune;63428;63428
2025;COM;commune;35281;35281
2025;COM;commune;13042;13042
2025;COM;commune;59066;59066
2025;COM;commune;17132;17132
2025;COM;commune;88315;88315
2025;COM;commune;52132;52132
2025;COM;commune;41033;41142
2025;COM;commune;89285;89285
2025;COM;commune;51663;51663
2025;COM;commune;2B235;2B235
2025;COM;commune;17433;17433
2025;COM;commune;32083;32083
2025;COM;commune;25629;25629
2025;COM;commune;38302;38073
2025;COM;commune;14611;14658
2025;COM;commune;77227;77227
2025;COM;commune;85042;85042
2025;COM;commune;11235;11235
2025;COM;commune;2B303;2B303
2025;COM;commune;61489;61007
2025;COM;commune;36077;36077
2025;COM;commune;32049;32049
2025;COM;commune;82007;82007
2025;COM;commune;77209;77209
2025;COM;commune;48077;48077
2025;COM;commune;64188;64188
2025;COM;commune;42127;42127
2025;COM;commune;24028;24028
2025;COM;commune;35186;35186
