;GeoPoint;Annee;Code_Officiel_Commune;latitude;longitude
261;45.45971176347271, 3.985240344087382;2025;42050;45.459713;3.9852405
262;46.17354890664567, 3.838171348864104;2025;42078;46.17355;3.8381712
263;45.789929912879664, 4.201700615188954;2025;42088;45.78993;4.2017007
264;45.37225236678952, 4.700655889595283;2025;42124;45.372253;4.700656
265;45.958373087694866, 4.167476558179127;2025;42153;45.958374;4.1674767
266;45.727484487411374, 4.151376897930594;2025;42174;45.727486;4.1513767
267;46.047618837502576, 3.9088476519506172;2025;42182;46.04762;3.9088476
268;45.39103289530769, 4.656919325358212;2025;42191;45.391033;4.6569195
269;45.477306026391815, 4.633925565562104;2025;42210;45.477306;4.6339254
270;45.34723191683693, 4.431554380271296;2025;42224;45.347233;4.4315543
271;45.88799961168198, 4.053935563056162;2025;42268;45.888;4.0539355
272;45.901530402964795, 3.771277362991755;2025;42339;45.90153;3.7712774
273;45.11081754111388, 3.8504240472389815;2025;43030;45.110817;3.850424
274;45.31638647914829, 3.479766154628825;2025;43055;45.316387;3.4797661
275;49.42915058084061, -1.2327484397473976;2025;50517;49.42915;-1.2327484
276;49.03937377241697, -1.1303614325949924;2025;50546;49.039375;-1.1303614
277;49.42966128057645, -1.7713400638005308;2025;50572;49.42966;-1.77134
278;49.59344733194896, -1.686616415344747;2025;50575;49.59345;-1.6866164
279;49.63268966715577, -1.3199440759279337;2025;50633;49.63269;-1.319944
280;49.245639006562314, 4.2390764112629435;2025;51046;49.24564;4.2390766
281;49.21988095964871, 3.990472296184376;2025;51058;49.21988;3.9904723
282;48.671034201788835, 4.585912756629147;2025;51066;48.671036;4.5859127
283;48.8469458398966, 3.641690180852066;2025;51070;48.846947;3.6416903
284;49.155992045943556, 3.826914738815126;2025;51120;49.15599;3.8269148
285;49.38119808610818, 3.8958476676791016;2025;51171;49.3812;3.8958476
286;48.89556364706736, 4.344499739421681;2025;51227;48.895565;4.3444996
287;49.1142695299588, 4.7439228232603465;2025;51283;49.11427;4.7439227
288;48.92211547283481, 3.6586023679964934;2025;51350;48.922115;3.6586025
289;48.92706239020823, 4.542789657110622;2025;51354;48.927063;4.5427895
290;48.79094684428066, 3.762859560840109;2025;51374;48.790947;3.7628596
291;49.24681878620258, 4.160110138314575;2025;51403;49.24682;4.16011
292;49.01994026125143, 4.419663290112344;2025;51476;49.01994;4.4196634
293;49.26509776068461, 4.381487122826084;2025;51487;49.2651;4.381487
294;48.7769783807805, 4.631182279972261;2025;51510;48.776978;4.631182
295;48.68201693758216, 3.6986640144018432;2025;51526;48.68202;3.698664
296;49.037328626533494, 4.334342890246404;2025;51617;49.037327;4.334343
297;49.0129303938462, 3.8995095261139285;2025;51643;49.01293;3.8995094
298;49.09581382007421, 3.638897612368194;2025;51644;49.095814;3.6388977
299;48.11558737326694, 5.5323697324183;2025;52025;48.11559;5.5323696
300;48.47173699086744, 5.149048796922609;2025;52029;48.471737;5.149049
301;47.8238407364236, 5.060983772480665;2025;52040;47.82384;5.0609837
302;47.85642796402603, 5.388726512072914;2025;52115;47.856426;5.3887267
303;47.948997388517036, 5.641378269778867;2025;52164;47.948997;5.6413784
304;48.023787076480865, 4.748734693758025;2025;52272;48.02379;4.7487345
305;48.02440298194295, 5.718575854807723;2025;52273;48.024403;5.718576
306;47.8634819442903, 5.431328916234199;2025;52280;47.863483;5.431329
307;47.8842489219351, 5.210729011975417;2025;52312;47.88425;5.210729
308;48.07207934197366, 5.438344176391281;2025;52352;48.07208;5.438344
309;48.43800224092976, 5.072345764263179;2025;52356;48.438004;5.0723457
310;48.22598988527116, 5.059069842368592;2025;52367;48.22599;5.0590696
311;47.88511872235571, 5.99423356287521;2025;70399;47.88512;5.9942336
312;47.4443822010431, 5.476407576344629;2025;70422;47.44438;5.4764075
313;47.81360135885008, 6.491595287078566;2025;70425;47.813602;6.4915953
314;47.53423693080637, 5.765370403589826;2025;70491;47.534237;5.7653704
315;47.606123850576935, 5.962639112125553;2025;70504;47.606125;5.9626393
316;47.623873447410375, 6.4868040012630885;2025;70515;47.623875;6.486804
317;47.835491140540505, 6.000170370809028;2025;70545;47.83549;6.00017
318;47.473782417597924, 6.168723536984361;2025;70565;47.47378;6.1687236
319;46.8520026329244, 4.690403807034141;2025;71005;46.852;4.690404
320;46.235885687048416, 4.370070415138682;2025;71008;46.235886;4.3700705
321;46.76935783029954, 5.34805997313073;2025;71044;46.76936;5.34806
322;46.73737849760573, 4.150725082938539;2025;71046;46.737377;4.150725
323;46.552649878021185, 4.736270136794837;2025;71087;46.55265;4.73627
324;46.78868933765144, 4.806223911606015;2025;71118;46.78869;4.806224
325;46.55562888246944, 4.0860339469542115;2025;71136;46.55563;4.086034
326;46.93362645948583, 5.203455714867046;2025;71262;46.933628;5.203456
327;46.6194949038211, 4.131261594918357;2025;71281;46.619495;4.131262
328;46.8703282729532, 4.253571597593951;2025;71297;46.870327;4.2535715
329;46.5830616170651, 4.166406407949076;2025;71334;46.58306;4.1664066
330;46.7240474583219, 4.950290931370942;2025;71336;46.72405;4.950291
331;46.442600190247866, 4.112508882545145;2025;71342;46.4426;4.112509
332;46.53920329483789, 4.955681952151289;2025;71359;46.539204;4.955682
333;46.6760786487402, 4.565615291933328;2025;71363;46.67608;4.565615
334;46.69767300346373, 5.372001091375145;2025;71380;46.697674;5.372001
335;46.715957114487445, 4.291303274450758;2025;71390;46.715958;4.291303
336;46.89469340430398, 4.4727925576742935;2025;71409;46.894695;4.4727926
337;46.46172109889843, 4.771375114808613;2025;71416;46.46172;4.771375
338;46.69642313211536, 4.772862578518897;2025;71422;46.696423;4.7728624
339;46.24618723216665, 4.142832299357822;2025;71434;46.24619;4.1428323
340;46.38055830224781, 4.854720604040587;2025;71448;46.380558;4.8547206
341;46.69971206814477, 4.57462344423645;2025;71471;46.69971;4.5746236
342;47.83390631573452, 0.06949065475389102;2025;72051;47.833908;0.069490656
343;47.94210403299031, -0.2181743640915182;2025;72083;47.942104;-0.21817437
344;48.37655942119028, 0.3628423998655347;2025;72188;48.37656;0.3628424
345;46.104616444802936, 1.0413385627463614;2025;87011;46.104618;1.0413386
346;45.695445209635295, 0.9132800896224735;2025;87034;45.695446;0.91328007
347;45.711076763285305, 1.7405444490612703;2025;87064;45.71108;1.7405444
348;46.005066283809576, 1.478987834119941;2025;87079;46.005066;1.4789878
349;45.874218682247175, 1.5558639427835435;2025;87099;45.874218;1.555864
350;45.705763672957794, 0.7711417871591425;2025;87168;45.705765;0.77114177
351;48.20504852618796, 5.7684965890822255;2025;88003;48.205048;5.7684965
352;48.35191783479558, 6.139615908494132;2025;88006;48.351917;6.139616
353;48.06158424898615, 6.025580320200089;2025;88016;48.061584;6.0255804
354;48.311399151645674, 6.524132189401231;2025;88027;48.311398;6.5241323
355;48.414414919075064, 6.675719228698151;2025;88042;48.414413;6.6757193
356;48.242480048233396, 6.730081516087333;2025;88076;48.24248;6.7300816
357;48.29919417428732, 6.596642576500617;2025;88080;48.299194;6.5966425
358;48.17333980305488, 6.332196787957931;2025;88098;48.17334;6.3321967
359;47.9755924079507, 6.331494394693398;2025;88108;47.975594;6.3314943
360;48.32639292223397, 5.623038230540947;2025;88189;48.326393;5.6230383
361;48.082177833814406, 6.456039795032156;2025;88225;48.082176;6.45604
362;48.46493847370543, 5.872013778557169;2025;88232;48.46494;5.8720136
363;48.052338950195676, 6.113322272520779;2025;88238;48.052338;6.1133223
364;48.25976156377291, 5.70198686652167;2025;88249;48.25976;5.701987
365;48.17904974376299, 6.66671217980149;2025;88266;48.17905;6.6667123
366;48.21792266515965, 6.524420246641761;2025;88273;48.217922;6.5244203
367;48.23960599208827, 6.115263873718832;2025;88279;48.239605;6.115264
368;48.246080024612816, 6.1631606371550625;2025;88288;48.24608;6.163161
369;48.24711998479128, 6.344354676471322;2025;88294;48.24712;6.3443546
370;46.78760305164742, -0.9310729563464905;2025;85031;46.7876;-0.93107295
371;46.88546540053747, -1.3314876361970225;2025;85038;46.885464;-1.3314877
372;46.64205085509573, -0.7400248976011988;2025;85059;46.64205;-0.7400249
373;46.966294249657196, -1.1291722900909387;2025;85119;46.966293;-1.1291723
374;46.738495452797764, -0.9320074809770996;2025;85145;46.738495;-0.9320075
375;46.59948895138082, -1.1781574982891587;2025;85175;46.599487;-1.1781574
376;46.5328818979809, -1.3008179127979262;2025;85193;46.532883;-1.300818
377;46.84073465812571, -1.1964173262604487;2025;85196;46.840736;-1.1964173
378;46.42875979723712, -0.7594220722631493;2025;85244;46.42876;-0.75942206
379;46.545655419422516, -0.9076630768365157;2025;85245;46.545654;-0.90766305
380;46.33727608610836, -1.248271557265726;2025;85255;46.337276;-1.2482716
381;46.60547118253077, -1.7493862680407861;2025;85298;46.605473;-1.7493863
382;46.18833083816867, 0.18994617509208095;2025;86051;46.18833;0.18994617
