;GeoPoint;Annee;Code_Officiel_Commune;latitude;longitude
2755;49.27463431119946, -0.3012669979267717;2025;14166;49.274635;-0.301267
2756;49.314339875197135, -0.5467197721631811;2025;14196;49.31434;-0.5467198
2757;49.354620638759435, -0.9695071072380964;2025;14224;49.35462;-0.9695071
2758;49.37956273918258, -0.9510878874805974;2025;14239;49.379562;-0.9510879
2759;49.28305341355326, -0.32351226214868645;2025;14325;49.283054;-0.32351226
2760;49.28506307262861, -1.0698421714887145;2025;14342;49.285065;-1.0698422
2761;48.97347466898448, -0.0742950618424703;2025;14345;48.973476;-0.07429506
2762;49.21435789824154, 0.3365697427460779;2025;14504;49.21436;0.33656976
2763;49.16282840166189, -0.8266159913806168;2025;14506;49.162827;-0.826616
2764;45.31539223282231, 2.4002582273560917;2025;15019;45.31539;2.4002583
2765;44.95690118000286, 2.3601334586449387;2025;15056;44.9569;2.3601334
2766;49.537042738647436, 4.503739995553539;2025;08165;49.537045;4.50374
2767;49.57233263961039, 5.240162659973391;2025;08168;49.572334;5.240163
2768;50.11508850760976, 4.864350839662918;2025;08183;50.11509;4.864351
2769;49.67320507115166, 4.828533848788247;2025;08209;49.673206;4.8285336
2770;49.49778966969804, 4.624083550618046;2025;08384;49.49779;4.6240835
2771;49.76828616369772, 4.574957859650916;2025;08389;49.768288;4.574958
2772;49.659764426577134, 4.800101760257212;2025;08400;49.659763;4.8001018
2773;49.61716571101654, 4.079834749373654;2025;08418;49.617165;4.079835
2774;49.765682020394095, 4.612109604060277;2025;08432;49.765682;4.6121097
2775;49.58409843432583, 4.555840415914984;2025;08467;49.5841;4.5558405
2776;49.627282184333865, 4.727657575563039;2025;08478;49.62728;4.727658
2777;43.050400412995806, 1.4714586164573278;2025;09001;43.0504;1.4714587
2778;43.06235937790876, 1.1348947987187197;2025;09037;43.06236;1.1348948
2779;42.79182844131771, 1.5760196651324705;2025;09077;42.79183;1.5760196
2780;42.95560669717688, 1.1565170041825534;2025;09119;42.95561;1.156517
2781;43.11983975109999, 1.4236129193182698;2025;09151;43.11984;1.423613
2782;43.231010557050624, 1.6787339216298984;2025;09185;43.23101;1.678734
2783;43.03673953912255, 1.8565209275689203;2025;09266;43.03674;1.8565209
2784;43.05505227117357, 1.6336928528401604;2025;09324;43.055054;1.6336929
2785;48.10929711486065, 4.279184382430024;2025;10181;48.1093;4.2791843
2786;44.58121124177664, 2.211604055500057;2025;12028;44.58121;2.211604
2787;44.72286813064594, 2.8118628805816037;2025;12058;44.72287;2.811863
2788;44.005972130732644, 3.096213607780394;2025;12122;44.005974;3.0962136
2789;44.596974015480164, 2.216531417189481;2025;12130;44.596973;2.2165315
2790;44.48167787138012, 2.6224483633818405;2025;12201;44.481678;2.6224484
2791;43.96051624456885, 3.138477533529535;2025;12220;43.960518;3.1384776
2792;48.201583852643395, 4.082723723415789;2025;10416;48.201584;4.0827236
2793;43.02776209590048, 2.4264083964567087;2025;11082;43.027763;2.4264083
2794;42.93065621494411, 2.1630137152963105;2025;11131;42.930656;2.1630137
2795;43.271358575772915, 2.5101089873626905;2025;11198;43.27136;2.510109
2796;43.39865503572459, 2.3577965911355787;2025;11222;43.398655;2.3577967
2797;43.230391755746155, 2.9569749096523723;2025;11258;43.230392;2.956975
2798;42.81338326585378, 2.298774482679454;2025;11302;42.813385;2.2987745
2799;43.09288502168281, 2.8490814177663246;2025;11332;43.092884;2.8490815
2800;43.22860961703152, 1.8063521014611832;2025;11365;43.22861;1.8063521
2801;43.14237158821865, 2.2026920072963483;2025;11417;43.142372;2.202692
2802;42.687964852523656, 2.055908648907056;2025;09230;42.687965;2.0559087
2803;43.06935740942371, 1.7994898444219192;2025;09314;43.06936;1.7994899
2804;42.74372248143895, 1.8211571924910106;2025;09325;42.74372;1.8211572
2805;48.239677837223894, 3.7245308393973278;2025;10003;48.239677;3.724531
2806;48.17910417172058, 4.066292935278586;2025;10013;48.179104;4.066293
2807;48.40003134070813, 4.3599566581625675;2025;10019;48.400032;4.3599567
2808;48.256046519268736, 3.810958738554653;2025;10142;48.256046;3.8109586
2809;48.06788486753018, 4.044096310207006;2025;10201;48.067886;4.0440965
2810;48.42593903901261, 4.285055897097139;2025;10206;48.425938;4.285056
2811;48.008246214210956, 4.163680267522338;2025;10218;48.008247;4.16368
2812;48.51528000535942, 3.5535398930682742;2025;10225;48.51528;3.55354
2813;48.26982716941935, 4.682833785685153;2025;10250;48.26983;4.6828337
2814;48.51723395108217, 4.5030432335844655;2025;10279;48.517235;4.503043
2815;48.21510571227646, 4.510673977226239;2025;10310;48.215107;4.510674
2816;48.23806819387618, 4.828171847987759;2025;10330;48.238068;4.8281717
2817;44.44729406520199, 2.442020798299355;2025;12288;44.447292;2.442021
2818;43.699234215028575, 4.945120091035144;2025;13006;43.699234;4.94512
2819;43.82310941503035, 4.784914038878397;2025;13052;43.82311;4.784914
2820;43.439752842224955, 5.6254525637642265;2025;13072;43.439754;5.6254525
2821;49.23013328146403, -0.7324625125880861;2025;14019;49.230133;-0.7324625
2822;49.014527528346505, -0.3450407288410264;2025;14039;49.014526;-0.34504074
2823;48.89895044237483, -0.0714449665756666;2025;14053;48.89895;-0.071444966
2824;43.80449539420148, 4.255730385383542;2025;30138;43.804497;4.25573
2825;44.263692234258606, 4.0390167875659175;2025;30203;44.26369;4.0390167
2826;44.06570801154073, 4.731039181490651;2025;30254;44.06571;4.731039
2827;44.07180281657872, 4.20194590051017;2025;30261;44.071804;4.201946
2828;43.341463569648994, 1.1616883912468405;2025;31071;43.341465;1.1616884
2829;43.19654972848438, 1.0934024072119806;2025;31153;43.19655;1.0934024
2830;43.311938436564674, 0.8927558730070667;2025;31178;43.31194;0.89275587
2831;43.53889112944108, 1.521507160533467;2025;31254;43.53889;1.5215071
2832;43.788773848698504, 1.0736909675389352;2025;31265;43.788773;1.073691
2833;43.56137288664036, 1.6681641234516793;2025;31271;43.561375;1.6681641
2834;42.99268807798507, 0.646380420731077;2025;31369;42.992687;0.6463804
2835;42.81450371210718, 0.5911828099889845;2025;31394;42.814503;0.5911828
2836;43.19458675219533, 1.0604639241090887;2025;31406;43.194588;1.0604639
2837;43.034136036872304, 0.7170999458162353;2025;31408;43.034138;0.71709996
2838;43.111945641462285, 0.5963594040656123;2025;31430;43.111946;0.59635943
2839;43.52898021439154, 1.4019546879619544;2025;31433;43.52898;1.4019547
2840;43.35257581443659, 1.0032090203656443;2025;31469;43.352577;1.003209
2841;43.12851472701405, 0.8293423216077934;2025;31504;43.128513;0.8293423
2842;42.83867506439915, 0.5558235828252807;2025;31508;42.838676;0.55582356
2843;43.10133079406631, 0.9631643310086427;2025;31523;43.10133;0.9631643
2844;43.21158589471689, 0.6622159942512106;2025;31532;43.211586;0.662216
2845;43.122243931151395, 0.8034654400153649;2025;31537;43.122246;0.8034654
2846;43.527983298408216, 1.4380204508806933;2025;31575;43.527985;1.4380205
2847;43.83197251756541, 1.4355398696438815;2025;31581;43.831974;1.4355398
2848;43.1341092335808, 0.48518654239782566;2025;31586;43.13411;0.48518655
2849;43.756144081043665, 0.06622830292906409;2025;32022;43.756145;0.0662283
2850;43.83684619364869, 0.3762404897395147;2025;32035;43.836845;0.3762405
2851;43.38783985373853, 0.6083128154165245;2025;32053;43.38784;0.6083128
2852;43.35131470809836, 0.5449053518146454;2025;32103;43.351315;0.54490536
2853;43.551787594273186, 0.22369637046044452;2025;32240;43.55179;0.22369637
2854;43.79584765261662, -0.1515685565493614;2025;32291;43.79585;-0.15156856
2855;43.4416104304831, 0.8119981136934685;2025;32353;43.441612;0.8119981
2856;43.803313100389246, 0.8867995745438203;2025;32436;43.803314;0.8867996
2857;43.862419699313286, 0.71207004799519;2025;32457;43.86242;0.71207005
2858;43.39481726588154, 0.4698174262845822;2025;32466;43.394817;0.46981743
2859;44.86025737406014, -0.4902112545550625;2025;33013;44.860256;-0.49021125
2860;44.442264748807204, -0.21283089330157084;2025;33036;44.442265;-0.21283089
2861;44.55887824118291, 0.00518487194045141;2025;33066;44.55888;0.005184872
2862;45.25479057534521, -0.6479240002876215;2025;33073;45.25479;-0.647924
2863;44.69649736993679, -0.010917081768996407;2025;33112;44.6965;-0.0109170815
2864;45.07303972889691, -0.41896429312365463;2025;33142;45.07304;-0.4189643
2865;44.60948002650974, -0.06541217875848447;2025;33158;44.60948;-0.06541218
2866;44.81937143286866, -0.44037641080137296;2025;33165;44.81937;-0.4403764
2867;45.09270557088583, -0.7158118826208819;2025;33220;45.092705;-0.7158119
2868;45.168819152675354, -0.6054654247281432;2025;33280;45.16882;-0.6054654
2869;44.50402042944855, -0.5097475719564044;2025;33310;44.50402;-0.50974756
2870;44.54782804967035, -0.06896675594520894;2025;33346;44.54783;-0.068966754
2871;45.04680040553266, 0.045593356098097525;2025;33373;45.0468;0.045593355
2872;45.1444588471889, -0.4960191890050676;2025;33382;45.14446;-0.49601918
2873;44.90193898909219, -0.4786293058038836;2025;33397;44.90194;-0.4786293
2874;45.033180631665, -0.23257875946718748;2025;33442;45.03318;-0.23257875
2875;45.02027257140198, -0.25955767478321085;2025;33445;45.02027;-0.25955766
2876;44.57876269808589, -0.1927024460658113;2025;33463;44.578762;-0.19270244
2877;45.07107297280691, -0.5712423604499078;2025;33500;45.07107;-0.57124233
2878;44.51460811716705, -0.10857447877007845;2025;33508;44.514606;-0.10857448
2879;45.47852608960233, -1.0583094590691546;2025;33521;45.478527;-1.0583094
2880;45.254280718005155, -0.8454036271377159;2025;33545;45.25428;-0.8454036
2881;43.435600290264894, 3.470731649487785;2025;34056;43.4356;3.4707317
2882;43.31545972701231, 3.144036940384443;2025;34081;43.31546;3.144037
2883;43.540288667632794, 3.7027238933550333;2025;34087;43.540287;3.702724
2884;43.65051273730557, 3.793949927304865;2025;34116;43.650513;3.7939498
2885;43.686117064646545, 3.0853920123155634;2025;34117;43.686115;3.085392
2886;43.674670375926674, 3.532739491770268;2025;34125;43.67467;3.5327394
2887;43.563533456917924, 3.902144136806819;2025;34129;43.563534;3.9021442
2888;43.48116737250271, 3.217234043870679;2025;34147;43.481167;3.2172341
2889;43.35131140143434, 3.1023203358011857;2025;34155;43.35131;3.1023204
2890;45.95344589161558, 1.3994716028005034;2025;87002;45.953445;1.3994716
2891;45.99740239348317, 1.2816446636918453;2025;87047;45.997402;1.2816447
2892;45.882740322500275, 1.220798954597821;2025;87050;45.88274;1.220799
2893;45.73240864893757, 1.2126337866715675;2025;87081;45.73241;1.2126337
2894;45.741234275157645, 0.8794239373354049;2025;87111;45.741234;0.8794239
2895;46.129000591983285, 1.1804088360498939;2025;87121;46.129;1.1804088
2896;45.68505152203541, 1.8647098514998803;2025;87123;45.68505;1.8647099
2897;45.90764060593516, 1.3324535674532545;2025;87125;45.907642;1.3324536
2898;45.90266682012412, 0.9637786013760908;2025;87140;45.902668;0.9637786
2899;45.90973481398256, 1.1393968798712555;2025;87143;45.909737;1.1393969
2900;45.629137991447976, 1.666765703639109;2025;87147;45.62914;1.6667657
2901;46.28812456130618, 1.2382829148524905;2025;87160;46.288124;1.2382829
2902;48.0325533032912, 6.044314904729267;2025;88105;48.032555;6.044315
2903;48.24534062493339, 7.023189580670877;2025;88111;48.245342;7.0231895
2904;48.082983286893935, 5.880870484181912;2025;88180;48.082985;5.8808703
2905;48.130859744912776, 6.920859907658336;2025;88198;48.13086;6.92086
2906;48.11185272679829, 5.918372344248689;2025;88199;48.111855;5.918372
2907;48.37989216592658, 6.562034014264247;2025;88230;48.37989;6.562034
2908;48.10381963793651, 5.905639459587486;2025;88287;48.10382;5.9056396
2909;46.369034852597345, -0.6138529915751919;2025;85020;46.369034;-0.613853
2910;46.629756215682626, -0.9333015823244124;2025;85040;46.629757;-0.93330157
2911;46.67876657426205, -0.7830368940040167;2025;85067;46.67877;-0.7830369
2912;46.767791945388566, -1.825192584587871;2025;85071;46.76779;-1.8251926
2913;46.967070534659754, -2.2311151373422207;2025;85106;46.96707;-2.231115
2914;46.661808802484764, -1.67702216622292;2025;85138;46.661808;-1.6770222
2915;47.008913799066875, -2.2625775736771008;2025;85163;47.008915;-2.2625775
2916;46.475874407050625, -1.6275115543356644;2025;85288;46.475876;-1.6275115
2917;46.65009368775503, -0.6901567091831571;2025;85289;46.650093;-0.6901567
2918;46.440058069391405, 0.4237048534501563;2025;86105;46.44006;0.42370486
2919;46.369112212154675, 0.6651750020796687;2025;86107;46.369114;0.665175
2920;46.22746301872449, 0.3801867335585207;2025;86242;46.227463;0.38018674
2921;46.58358306178407, 0.8401530741865704;2025;86246;46.583584;0.8401531
2922;46.52882417362161, 0.47797268160019385;2025;86256;46.528824;0.4779727
2923;46.51139750508269, 0.35729984314703045;2025;86263;46.5114;0.35729983
2924;4.389246016403776, -54.186330375841145;2025;97357;4.389246;-54.18633
2925;-12.782686809090736, 45.13457959312259;2025;97617;-12.782687;45.13458
2926;48.317439390565546, 6.252246317831034;2025;88374;48.31744;6.2522464
2927;48.111743076477, 6.015327628198618;2025;88381;48.111744;6.0153275
2928;48.215362234547264, 6.918165804387094;2025;88423;48.215363;6.9181657
2929;48.35567805839601, 5.442133334232247;2025;88477;48.35568;5.4421334
2930;48.21699441947777, 6.639041785888511;2025;88512;48.216995;6.639042
2931;48.090220045884976, 6.170984870979617;2025;88515;48.09022;6.1709847
2932;47.93209502930588, 4.230401654669127;2025;89019;47.932095;4.2304015
2933;47.872404818603016, 3.121924296996146;2025;89086;47.872406;3.1219244
2934;48.229167330512716, 3.457170458734507;2025;89111;48.229168;3.4571705
2935;48.256863907089205, 3.273188654526037;2025;89136;48.256863;3.2731886
2936;47.99738745095843, 3.4405065004446667;2025;89230;47.997387;3.4405065
2937;47.442943724622324, 3.830875535130209;2025;89248;47.442944;3.8308756
2938;47.8991503234255, 3.820169454753144;2025;89250;47.89915;3.8201694
2939;47.67648841889991, 3.876821595320864;2025;89277;47.676487;3.8768215
2940;47.94159795051363, 4.166772654416009;2025;89320;47.941597;4.166773
2941;47.901830506156855, 3.5939029698623743;2025;89382;47.90183;3.593903
2942;47.6191947061071, 3.6910176969911133;2025;89394;47.619194;3.6910176
2943;48.13063368460782, 3.5565333845437945;2025;89432;48.130634;3.5565333
2944;47.788322005688336, 3.486660062352499;2025;89453;47.788322;3.48666
2945;48.02809592895156, 3.3422768318658367;2025;89468;48.028095;3.3422768
2946;48.19789583422052, 3.403496999939032;2025;89471;48.197895;3.403497
2947;47.60498902259858, 6.823129263102787;2025;90004;47.60499;6.823129
2948;47.54130758539896, 7.105301777090556;2025;90064;47.54131;7.105302
2949;47.51589579825624, 7.11650929775232;2025;90081;47.515896;7.1165094
2950;47.76893320488606, 6.87868844893778;2025;90085;47.768932;6.8786883
2951;47.718813482629436, 6.965863320261239;2025;90086;47.718815;6.965863
2952;47.67878895808215, 6.910643511872716;2025;90087;47.678787;6.9106436
2953;48.50691125161687, 2.4483109030059014;2025;91135;48.506912;2.4483109
2954;48.492420394310784, 2.179876712309393;2025;91226;48.49242;2.1798768
2955;48.63334047646475, 2.3687203426169616;2025;91235;48.63334;2.3687203
2956;48.646350891179026, 2.206112302923727;2025;91363;48.64635;2.2061124
2957;48.316156405531174, 2.0837549183869846;2025;91390;48.31616;2.083755
2958;48.57619000778472, 2.5009837877411774;2025;91435;48.57619;2.5009837
2959;48.382394847599656, 2.458699352791346;2025;91463;48.382397;2.4586995
2960;48.60545793912751, 2.5174201050588136;2025;91573;48.605457;2.51742
2961;48.392223855644154, 2.3031679982699202;2025;91629;48.392223;2.303168
2962;48.716193567287384, 2.4930773821506307;2025;91691;48.716194;2.4930773
2963;48.915454341925894, 2.2681439090394453;2025;92009;48.915455;2.268144
2964;48.89854241105712, 2.4091058954844495;2025;93055;48.898544;2.4091058
2965;48.87491831315992, 2.485903196957337;2025;93064;48.87492;2.4859033
2966;49.14081696702729, 2.379559847719581;2025;95026;49.140816;2.3795598
2967;49.09144100448148, 1.8667775466671663;2025;95040;49.091442;1.8667775
2968;49.04992689319338, 2.4457516229191847;2025;95241;49.049927;2.4457517
2969;49.15800195200125, 2.1771077233438185;2025;95304;49.158;2.1771078
2970;49.019106679373344, 2.1603435283405914;2025;95488;49.019108;2.1603436
2971;49.052440370627345, 1.968477098866037;2025;95535;49.05244;1.9684771
2972;16.46534240246534, -61.462005869976224;2025;97102;16.465342;-61.462006
2973;16.293741158286934, -61.710629105643264;2025;97129;16.293741;-61.71063
2974;14.675218949522785, -60.94207140703062;2025;97222;14.675219;-60.94207
2975;48.89026270792729, 6.909356827177592;2025;57347;48.890263;6.9093566
2976;48.68727233247702, 6.71341312048849;2025;57375;48.68727;6.7134132
2977;49.43478168324406, 6.5006635938785;2025;57388;49.43478;6.5006638
2978;48.73671949327582, 6.654816474510523;2025;57397;48.73672;6.6548166
2979;49.38060914248047, 6.174290095547925;2025;57441;49.380608;6.17429
2980;48.85616354364095, 6.944311253228738;2025;57469;48.856163;6.944311
2981;48.98842015917092, 6.868498252572372;2025;57536;48.98842;6.8684983
2982;48.690259298274086, 7.147213003916736;2025;57544;48.690258;7.147213
2983;48.85493649362833, 7.0760300812426;2025;57551;48.854935;7.0760303
2984;49.01504265074443, 6.205225640469352;2025;57554;49.01504;6.2052255
2985;49.05380942274267, 6.919064086945776;2025;57556;49.05381;6.919064
2986;48.83386463431023, 7.006910271659769;2025;57592;48.833866;7.0069103
2987;49.13955197385887, 6.208568890250467;2025;57616;49.139553;6.208569
2988;49.17553151910291, 6.618839252262274;2025;57696;49.175533;6.6188393
2989;48.98806914440415, 6.646111034740682;2025;57717;48.988068;6.646111
2990;49.276354980198796, 6.095128179221022;2025;57724;49.276356;6.095128
2991;49.44628380189475, 6.06706705811885;2025;57731;49.446285;6.067067
2992;47.040464698364694, 4.015693134565511;2025;58010;47.040466;4.015693
2993;47.3689406195475, 3.7943040802519414;2025;58023;47.368942;3.7943041
2994;47.48422897891663, 3.4017764505161767;2025;58032;47.48423;3.4017766
2995;47.25187146507827, 3.6432718544062506;2025;58069;47.251873;3.643272
2996;47.153722553025666, 3.5260543829866493;2025;58092;47.15372;3.5260544
2997;47.289666459068435, 4.019599031970252;2025;58106;47.289665;4.019599
2998;47.21429395496813, 4.033131721656397;2025;58180;47.214294;4.0331316
2999;46.724836726574864, 3.816523169291951;2025;58268;46.72484;3.816523
3000;47.014754793129384, 3.8408443433371398;2025;58277;47.014755;3.8408444
3001;47.45217833428856, 3.3996625126351447;2025;58299;47.45218;3.3996625
3002;50.207887020341445, 3.8753951131327864;2025;59041;50.207886;3.875395
3003;50.08195788027951, 3.59547975769439;2025;59055;50.08196;3.5954797
3004;50.32214383334992, 3.740216570233393;2025;59077;50.322144;3.7402165
3005;50.092185819783104, 3.539085109488044;2025;59136;50.092186;3.5390851
3006;50.07293693718344, 3.2688364658261846;2025;59161;50.072937;3.2688365
3007;50.64039179809351, 2.932540844932314;2025;59196;50.640392;2.932541
3008;50.04798784375277, 4.019385747464414;2025;59229;50.04799;4.019386
3009;50.259513123702895, 3.3258079797235016;2025;59313;50.259514;3.325808
3010;50.861757594188546, 2.445265873715918;2025;59338;50.86176;2.4452658
3011;50.09339949236357, 3.2756514567997788;2025;59341;50.0934;3.2756515
3012;50.293712007499856, 3.575886458524094;2025;59381;50.293713;3.5758865
3013;50.494946570479435, 3.425037956022316;2025;59393;50.494946;3.4250379
3014;50.67673391147092, 2.5360683407117373;2025;59416;50.676735;2.5360684
3015;50.66543484572287, 2.6650202945132695;2025;59423;50.665436;2.6650202
3016;50.387409091058856, 3.2652047988782953;2025;59501;50.38741;3.265205
3017;50.41504563136806, 3.1038448764961313;2025;59509;50.415047;3.103845
3018;50.4921714335117, 3.3526560710744677;2025;59519;50.492172;3.3526561
3019;50.55937074069808, 2.897112754412215;2025;59524;50.559372;2.8971128
3020;50.14572232793848, 3.811908649178316;2025;59583;50.14572;3.8119087
3021;50.50400565334862, 3.0849445226756758;2025;59600;50.504005;3.0849445
3022;50.839892616276366, 2.29756671838849;2025;59628;50.839893;2.2975667
3023;50.69595610709719, 3.0470457624935983;2025;59636;50.695957;3.0470457
3024;50.307213070652885, 3.6581614022217295;2025;59639;50.307213;3.6581614
3025;49.41377138400893, 3.078920135534109;2025;60072;49.413773;3.0789201
3026;49.378321052725184, 2.456919600335438;2025;60106;49.378323;2.4569197
3027;46.66406153983372, 2.5444802185358957;2025;18002;46.664062;2.5444803
3028;47.43117715908859, 2.7507258465278217;2025;18014;47.43118;2.7507257
3029;46.775466186182406, 2.429162207754988;2025;18038;46.775467;2.4291623
3030;47.37186643440363, 2.4406128926637933;2025;18047;47.37187;2.4406128
3031;46.9621370807069, 2.8004832461844043;2025;18095;46.962135;2.8004832
3032;47.13465227106171, 2.0643256783593533;2025;18134;47.13465;2.0643256
3033;47.45317571519304, 2.512444657779652;2025;18170;47.453175;2.5124447
3034;46.75589156667153, 2.821613386246449;2025;18196;46.75589;2.8216133
3035;46.583147107015165, 2.388989151343326;2025;18203;46.58315;2.3889892
3036;47.023190940010515, 2.9026081343800803;2025;18215;47.02319;2.9026082
3037;45.310004041792254, 1.8036098465725885;2025;19009;45.310005;1.8036098
3038;45.648776495199506, 2.221822639592254;2025;19021;45.648777;2.2218227
3039;45.36853934866435, 1.41905741897301;2025;19024;45.368538;1.4190574
3040;45.42704207562696, 1.7092649607657777;2025;19037;45.427044;1.709265
3041;45.2454649564638, 1.801939333258491;2025;19101;45.245464;1.8019394
3042;45.05039938970458, 1.6839664218464523;2025;19138;45.0504;1.6839664
3043;45.374879026695716, 1.8050804442446582;2025;19155;45.374878;1.8050804
3044;45.53606852807705, 2.4983867860385858;2025;19167;45.536068;2.4983869
3045;45.04005716366296, 1.6414670856061568;2025;19179;45.04006;1.6414671
3046;45.345546192161, 2.207764140382029;2025;19210;45.345547;2.2077641
3047;45.41211801639192, 1.9312099201611133;2025;19251;45.412117;1.9312099
3048;47.63905519487464, 4.62720617331799;2025;21011;47.639053;4.6272063
3049;47.4372350570475, 4.498763014076244;2025;21024;47.437237;4.498763
3050;47.725468949846146, 4.733641600466454;2025;21052;47.725468;4.7336416
3051;47.625922206749614, 5.205228673991545;2025;21096;47.625923;5.205229
3052;47.23622065923654, 5.103775261621645;2025;21106;47.23622;5.103775
3053;47.23884452565021, 4.956496427992286;2025;21110;47.238846;4.9564962
3054;47.2731867440459, 4.156312984701629;2025;21139;47.273186;4.156313
3055;47.39091417365127, 4.653419772105028;2025;21168;47.390915;4.65342
3056;46.96788750011792, 5.091998987952327;2025;21172;46.967888;5.091999
3057;47.433068456317066, 4.320015865501661;2025;21272;47.433067;4.320016
3058;47.673588849264284, 5.0244916837573435;2025;21304;47.673588;5.024492
3059;47.594179712636596, 5.082082602206198;2025;21385;47.59418;5.0820827
3060;47.279154508842254, 4.984532038340496;2025;21390;47.279156;4.984532
3061;47.46152139962337, 4.157954166627534;2025;21426;47.46152;4.157954
3062;47.421601361652456, 4.52620881147722;2025;21498;47.4216;4.526209
3063;47.10504739241795, 4.942820496762294;2025;21506;47.10505;4.9428205
3064;47.39566574125935, 5.141202046043922;2025;21555;47.395664;5.141202
3065;47.21470075591122, 4.372495013037358;2025;21615;47.214703;4.372495
3066;47.41354373418688, 5.277802721160463;2025;21619;47.413544;5.277803
3067;47.31841970038397, 4.909254136644276;2025;21661;47.31842;4.909254
3068;47.53769330362149, 4.440176077372862;2025;21663;47.537693;4.440176
3069;47.65276534997684, 5.150622540264756;2025;21665;47.652767;5.1506224
3070;48.39371337084271, -2.5887882876566635;2025;22015;48.393715;-2.5887883
3071;48.76341866065946, -3.3259723077651726;2025;22042;48.76342;-3.3259723
3072;48.34601944912991, -2.9687827470942216;2025;22073;48.34602;-2.9687827
3073;48.51049317735045, -3.4917280651522806;2025;22131;48.510494;-3.491728
3074;48.396390887615006, -2.494406835633389;2025;22140;48.39639;-2.494407
3075;48.36336191858617, -3.2850973147306446;2025;22169;48.36336;-3.2850974
3076;48.61949026950701, -3.4832722429729515;2025;22207;48.61949;-3.4832723
3077;48.2454309939946, -2.2308620589047417;2025;22240;48.24543;-2.2308621
3078;48.657131621775996, -3.090866482313517;2025;22293;48.65713;-3.0908666
3079;48.36187073337273, -2.0544044692942673;2025;22308;48.36187;-2.0544045
3080;48.61584493856046, -3.2429787946991087;2025;22310;48.615845;-3.2429788
3081;48.310130882817596, -3.4809791324400625;2025;22344;48.31013;-3.4809792
3082;48.80140040731928, -3.369700204185133;2025;22363;48.8014;-3.3697002
3083;48.4878242107957, -1.983359593709847;2025;22385;48.487823;-1.9833596
3084;46.24935433398072, 2.146685502895489;2025;23072;46.249355;2.1466856
3085;46.399908222005365, 1.8287721616392802;2025;23112;46.39991;1.8287722
3086;45.9534434848268, 2.0507307489473985;2025;23222;45.95344;2.0507307
3087;45.88227148095314, 0.31786579280020044;2025;16392;45.88227;0.3178658
3088;46.051187455280385, 0.1100193891526078;2025;16413;46.051186;0.110019386
3089;45.52314499664341, -0.3012102098229963;2025;17016;45.523144;-0.30121022
3090;45.6095888215166, -0.3857432363403608;2025;17076;45.60959;-0.38574323
3091;46.20357599652772, 1.6319587658159458;2025;23236;46.203575;1.6319587
3092;46.20031983671943, 1.748837417180133;2025;23247;46.20032;1.7488375
3093;46.264704335570464, 2.3404529751016274;2025;23259;46.264706;2.340453
3094;44.838931432700754, 0.8006861894953459;2025;24022;44.838932;0.8006862
3095;44.80493097979066, 0.722593814130867;2025;24027;44.80493;0.7225938
3096;44.98710314497503, 0.49093015425271513;2025;24034;44.987103;0.49093014
3097;44.71665552021271, 0.656378408071264;2025;24045;44.716656;0.6563784
3098;45.01718890085049, 0.3982598109260754;2025;24059;45.01719;0.39825982
3099;45.29232387300299, 0.41234285334553694;2025;24090;45.292324;0.41234285
3100;45.40052458645887, 0.6951101710997486;2025;24096;45.400524;0.69511014
3101;44.78207553767482, 0.5175315888860302;2025;24126;44.782074;0.5175316
3102;44.78211384532887, 0.5534612028068301;2025;24132;44.782112;0.5534612
3103;45.373360619780954, 0.9447525781214097;2025;24134;45.37336;0.9447526
3104;45.164821170166206, 0.687319474877488;2025;24138;45.16482;0.68731946
3105;45.16490158552444, 3.0133538332686967;2025;15080;45.1649;3.0133538
3106;44.95289326040139, 2.420733904157397;2025;15140;44.952892;2.420734
3107;44.82301919320044, 2.4757283053301093;2025;15156;44.82302;2.4757283
3108;45.02871986282077, 2.143610413885273;2025;15165;45.02872;2.1436105
3109;45.053298389158506, 2.9068267690709235;2025;15248;45.0533;2.9068267
3110;45.35607872614649, 2.515412158205985;2025;15250;45.35608;2.515412
3111;44.99586638897306, 2.5553946291988985;2025;15252;44.995865;2.5553946
3112;45.76983294657898, 0.2055049032571014;2025;16011;45.769833;0.20550491
3113;45.30022261502995, -0.015073824465038715;2025;16029;45.300224;-0.015073825
3114;45.45677682757774, 0.026084582332914094;2025;16046;45.456776;0.026084583
3115;45.66599609963408, -0.22205601766119437;2025;16056;45.665997;-0.22205602
3116;45.64526991187876, 0.3653465355441631;2025;16093;45.64527;0.36534652
3117;45.913502554827716, 0.6846487486239031;2025;16100;45.9135;0.68464875
3118;45.77317761209371, -0.1811830194050877;2025;16109;45.77318;-0.18118303
3119;45.65734254362002, -0.2687211965601707;2025;16150;45.65734;-0.2687212
3120;45.686467082908486, -0.16526221145764072;2025;16167;45.686466;-0.1652622
3121;45.93889593071586, 0.18170192032919238;2025;16191;45.938896;0.18170191
3122;45.88375031980525, 0.5838387279787118;2025;16192;45.88375;0.5838387
3123;46.04893696078503, 0.07869316796482091;2025;16197;46.04894;0.07869317
3124;45.95707992167207, -0.01525289352422331;2025;16317;45.95708;-0.015252894
3125;45.242998899029864, 0.07292860441371767;2025;16346;45.243;0.07292861
3126;46.109065586628766, -0.8453843155839472;2025;17080;46.109066;-0.8453843
