REG,DEP,DEPCOM_ARM,LIBCOM,densite,nb_ls,tx_vac,tx_mob
84,01,01095,Nivigne et Suran,10.18,37,2.7778,22.2222
84,01,01096,Chaveyriat,3.89,16,0.0,6.25
84,01,01098,Chazey-Bons,5.98,29,3.4483,6.8966
84,01,01099,Chazey-sur-Ain,4.22,30,3.3333,10.0
84,01,01102,Chevroux,3.35,13,0.0,15.3846
84,01,01103,Chevry,6.79,61,0.0,1.6393
84,01,01104,Chézery-Forens,13.51,27,0.0,5.5556
84,01,01105,Civrieux,11.02,81,1.25,8.75
84,01,01108,Coligny,13.45,75,8.0,13.3333
84,01,01109,Collonges,15.37,142,1.4286,6.4286
84,01,01110,Colomieu,5.39,4,25.0,25.0
84,01,01112,Condamine,8.85,16,6.25,6.25
84,01,01113,Condeissiat,17.11,59,3.3898,10.1695
84,01,01114,Confort,7.45,18,0.0,11.7647
84,01,01115,Confrançon,13.72,79,0.0,11.3924
84,01,01118,Corbonod,3.41,17,5.8824,0.0
84,01,01121,Corlier,8.26,4,0.0,25.0
84,01,01123,Cormoranche-sur-Saône,0.86,4,0.0,0.0
84,01,01124,Cormoz,3.74,12,0.0,8.3333
84,01,01125,Corveissiat,4.76,13,7.6923,15.3846
84,01,01127,Courmangoux,2.64,6,0.0,0.0
84,01,01128,Courtes,7.46,10,0.0,10.0
84,01,01130,Bresse Vallons,8.96,84,2.381,7.5758
84,01,01134,Crottet,5.92,45,0.0,13.9535
84,01,01135,Crozet,7.7,70,0.0,14.2857
84,01,01136,Cruzilles-lès-Mépillat,10.07,37,0.0,11.7647
84,01,01138,Culoz,23.31,362,4.2735,9.9715
84,01,01139,Curciat-Dongalon,5.77,12,0.0,8.3333
84,01,01140,Curtafond,11.62,36,0.0,17.6471
84,01,01142,Dagneux,15.24,286,1.4134,8.8339
84,01,01143,Divonne-les-Bains,14.57,663,0.7974,5.3422
84,01,01145,Dompierre-sur-Veyle,15.34,78,2.5974,9.0909
84,01,01147,Domsure,9.64,21,0.0,28.5714
84,01,01148,Dortan,22.31,188,15.1261,8.4034
84,01,01149,Douvres,5.04,23,0.0,4.3478
84,01,01153,Échenevex,6.81,55,1.8868,37.2093
84,01,01155,Évosges,8.45,6,16.6667,50.0
84,01,01156,Faramans,1.81,6,0.0,0.0
84,01,01157,Fareins,7.43,74,4.0541,10.8108
84,01,01158,Farges,5.23,23,4.5455,4.5455
84,01,01159,Feillens,9.12,135,0.7812,12.5
84,01,01160,Ferney-Voltaire,25.56,1326,1.7336,5.913
84,01,01163,Foissiat,9.07,79,0.0,7.8947
84,01,01165,Francheleins,2.67,16,0.0,0.0
84,01,01166,Frans,11.6,117,0.8621,11.2069
84,01,01167,Garnerans,6.44,18,0.0,11.7647
84,01,01169,Genouilleux,3.13,8,0.0,0.0
84,01,01170,Béard-Géovreissiat,8.66,34,3.0303,3.0303
84,01,01171,Géovreisset,1.18,4,0.0,0.0
84,01,01173,Gex,21.45,1292,2.8783,8.0273
84,01,01175,Gorrevod,13.73,48,6.25,6.25
84,01,01179,Grièges,8.95,77,2.6667,9.3333
84,01,01180,Grilly,0.86,3,0.0,0.0
84,01,01181,Groissiat,8.34,38,2.6316,7.8947
84,01,01183,Guéreins,0.85,5,0.0,0.0
84,01,01184,Hautecourt-Romanèche,5.5,19,0.0,22.2222
84,01,01185,Plateau d'Hauteville,19.87,438,5.0481,15.8654
84,01,01187,Haut Valromey,7.03,22,0.0,18.1818
84,01,01188,Illiat,2.8,7,0.0,20.0
84,01,01189,Injoux-Génissiat,8.92,42,7.6923,10.2564
84,01,01192,Izernore,27.61,265,2.0243,14.17
84,01,01194,Jassans-Riottier,26.53,713,1.8545,8.4165
84,01,01195,Jasseron,11.38,82,0.0,12.1951
84,01,01196,Jayat,13.56,68,6.0606,22.7273
84,01,01197,Journans,7.83,14,0.0,7.1429
84,01,01198,Joyeux,8.93,9,0.0,0.0
84,01,01199,Jujurieux,13.95,131,4.878,15.4472
84,01,01200,Labalme,4.46,4,0.0,50.0
84,01,01202,Lagnieu,20.28,678,1.2085,10.1208
84,01,01203,Laiz,14.8,81,1.3158,13.3333
84,01,01204,Le Poizat-Lalleyriat,2.67,8,0.0,25.0
84,01,01209,Léaz,15.36,47,4.3478,10.8696
84,01,01210,Lélex,23.43,27,21.7391,8.6957
84,01,01211,Lent,15.48,99,1.0204,22.449
84,01,01212,Lescheroux,2.78,8,0.0,0.0
84,01,01213,Leyment,9.85,54,5.6604,15.0943
84,01,01214,Leyssard,2.63,2,50.0,50.0
84,01,01216,Lhuis,5.94,22,4.7619,14.2857
84,01,01224,Loyettes,10.81,144,2.1739,6.6667
84,01,01225,Lurcy,1.84,3,0.0,0.0
84,01,01228,Maillat,6.2,17,0.0,12.5
84,01,01229,Malafretaz,13.1,72,5.7971,7.6923
84,01,01230,Mantenay-Montlin,7.72,11,0.0,18.1818
84,01,01231,Manziat,1.2,10,0.0,0.0
84,01,01232,Marboz,4.88,49,2.0833,14.5833
84,01,01235,Marlieux,15.45,76,4.1096,19.1781
84,01,01236,Marsonnas,3.55,15,0.0,20.0
84,01,01237,Martignat,21.18,140,4.4444,8.1481
84,01,01238,Massieux,12.18,131,1.5385,12.3077
84,01,01240,Matafelon-Granges,1.72,5,0.0,0.0
84,01,01241,Meillonnas,12.2,73,1.3889,15.2778
84,01,01242,Mérignat,8.14,5,20.0,0.0
84,01,01243,Messimy-sur-Saône,1.55,8,0.0,0.0
84,01,01244,Meximieux,23.14,795,3.2383,9.6257
84,01,01245,Bohas-Meyriat-Rignat,0.75,3,0.0,0.0
84,01,01246,Mézériat,15.11,143,1.4388,19.4245
84,01,01247,Mijoux,13.58,19,10.5263,36.8421
84,01,01248,Mionnay,23.46,209,14.4231,13.5135
84,01,01249,Miribel,18.73,786,1.6971,8.6162
84,01,01250,Misérieux,7.69,55,0.0,9.2593
84,01,01254,Montagnat,10.33,88,3.4483,10.3448
84,01,01255,Montagnieu,4.0,11,0.0,9.0909
84,01,01257,Montanges,2.59,4,25.0,0.0
84,01,01258,Montceaux,6.75,32,0.0,6.25
84,01,01259,Montcet,9.3,25,0.0,8.3333
84,01,01261,Monthieux,7.1,19,0.0,0.0
84,01,01262,Montluel,22.85,683,4.4343,7.0336
84,01,01263,Montmerle-sur-Saône,5.64,93,0.0,9.6774
84,01,01264,Montracol,9.79,41,0.0,9.7561
84,01,01265,Montréal-la-Cluse,37.62,594,2.7586,8.1174
84,01,01266,Montrevel-en-Bresse,26.54,327,1.5528,11.8012
84,01,01267,Nurieux-Volognat,11.73,49,4.0816,10.2041
84,01,01268,Murs-et-Gélignieux,3.77,4,0.0,0.0
84,01,01269,Nantua,31.96,478,3.25,7.75
84,01,01272,Neuville-les-Dames,6.23,43,2.3256,16.2791
84,01,01273,Neuville-sur-Ain,6.33,47,0.0,2.1277
84,01,01274,Les Neyrolles,22.46,55,5.5556,0.0
84,01,01275,Neyron,11.03,114,0.8929,6.25
84,01,01281,Ornex,25.56,502,2.3555,10.0877
84,01,01282,Outriaz,3.58,4,0.0,0.0
84,01,01283,Oyonnax,45.58,4361,3.5653,8.3853
84,01,01284,Ozan,8.14,24,0.0,4.3478
84,01,01285,Parcieux,1.57,8,0.0,0.0
84,01,01288,Péron,6.97,83,0.0,8.2192
84,01,01289,Péronnas,20.78,598,1.1986,13.9655
84,01,01290,Pérouges,9.15,54,5.6604,19.6078
84,01,01291,Perrex,4.72,17,0.0,17.6471
84,01,01294,Peyrieu,6.79,25,0.0,0.0
84,01,01295,Peyzieux-sur-Saône,0.43,1,0.0,0.0
84,01,01296,Pirajoux,2.95,5,0.0,0.0
84,01,01297,Pizay,6.76,23,4.5455,0.0
84,01,01299,Le Plantay,6.56,14,0.0,23.0769
84,01,01301,Polliat,8.09,94,0.0,12.3596
84,01,01303,Poncin,18.55,150,4.1379,6.8966
84,01,01304,Pont-d'Ain,10.63,130,0.8065,14.5161
84,01,01305,Pont-de-Vaux,16.13,179,3.2895,7.2368
84,01,01306,Pont-de-Veyle,19.85,147,2.7397,12.3288
84,01,01307,Port,26.98,101,4.0,10.0
84,01,01308,Pougny,27.02,92,2.2727,20.0
84,01,01313,Prévessin-Moëns,19.8,759,3.3149,6.6298
84,01,01314,Priay,4.93,37,0.0,10.8108
84,01,01319,Relevant,2.13,4,0.0,0.0
84,01,01320,Replonges,6.88,112,0.9091,10.9091
84,01,01321,Revonnas,6.8,24,0.0,13.0435
84,01,01322,Reyrieux,15.79,297,1.0274,13.4146
84,01,01323,Reyssouze,3.13,13,0.0,0.0
84,01,01325,Rignieux-le-Franc,11.9,51,0.0,10.2564
84,01,01328,Romans,9.3,20,0.0,5.8824
84,01,01329,Rossillon,7.5,6,0.0,16.6667
84,01,01330,Ruffieu,6.13,5,0.0,0.0
84,01,01332,Saint-André-de-Bâgé,10.76,34,0.0,9.0909
84,01,01333,Saint-André-de-Corcy,13.82,200,1.0152,9.6447
84,01,01334,Saint-André-d'Huiriat,3.97,10,0.0,10.0
84,01,01336,Saint-André-sur-Vieux-Jonc,13.2,67,4.4776,2.9851
84,01,01337,Saint-Bénigne,6.17,34,3.0303,12.1212
84,01,01338,Groslée-Saint-Benoit,1.52,8,0.0,0.0
84,01,01339,Saint-Bernard,4.31,25,0.0,4.1667
84,01,01342,Sainte-Croix,1.98,4,0.0,0.0
84,01,01343,Saint-Cyr-sur-Menthon,9.32,69,1.5873,1.5873
84,01,01344,Saint-Denis-lès-Bourg,15.96,436,1.8476,7.2319
84,01,01345,Saint-Denis-en-Bugey,11.66,116,2.7523,10.0917
84,01,01346,Saint-Didier-d'Aussiat,2.54,9,0.0,0.0
84,01,01347,Saint-Didier-de-Formans,5.57,47,0.0,8.5106
84,01,01348,Saint-Didier-sur-Chalaronne,14.26,182,1.1236,11.236
84,01,01349,Saint-Éloi,4.3,9,0.0,22.2222
84,01,01350,Saint-Étienne-du-Bois,16.33,187,2.1505,16.6667
84,01,01351,Saint-Étienne-sur-Chalaronne,8.07,50,0.0,10.5263
84,01,01352,Saint-Étienne-sur-Reyssouze,1.69,4,0.0,0.0
84,01,01353,Sainte-Euphémie,4.9,32,0.0,9.375
84,01,01354,Saint-Genis-Pouilly,24.84,1517,1.8724,7.0352
84,01,01355,Saint-Genis-sur-Menthon,9.54,20,0.0,10.5263
84,01,01356,Saint-Georges-sur-Renon,2.59,2,0.0,0.0
84,01,01357,Saint-Germain-de-Joux,19.85,43,9.3023,13.9535
84,01,01358,Saint-Germain-les-Paroisses,2.69,5,0.0,20.0
84,01,01360,Saint-Jean-de-Gonville,3.87,31,6.6667,20.0
84,01,01361,Saint-Jean-de-Niost,4.33,31,3.2258,9.6774
84,01,01362,Saint-Jean-de-Thurigneux,3.97,12,0.0,0.0
84,01,01363,Saint-Jean-le-Vieux,8.44,68,1.4925,12.1212
84,01,01364,Saint-Jean-sur-Reyssouze,9.49,32,6.25,3.125
84,01,01365,Saint-Jean-sur-Veyle,9.48,45,0.0,2.2727
84,01,01366,Sainte-Julie,3.44,14,0.0,0.0
84,01,01367,Saint-Julien-sur-Reyssouze,3.9,13,0.0,7.6923
84,01,01368,Saint-Julien-sur-Veyle,6.09,20,0.0,15.0
84,01,01369,Saint-Just,7.51,29,0.0,12.0
84,01,01370,Saint-Laurent-sur-Saône,36.38,344,2.9762,8.3333
84,01,01371,Saint-Marcel,15.87,81,0.0,12.3457
84,01,01373,Saint-Martin-du-Frêne,8.19,37,5.5556,8.3333
84,01,01374,Saint-Martin-du-Mont,2.45,20,10.0,30.0
84,01,01375,Saint-Martin-le-Châtel,4.66,15,0.0,13.3333
84,01,01376,Saint-Maurice-de-Beynost,21.69,369,2.809,9.1954
84,01,01378,Saint-Maurice-de-Gourdans,1.19,13,0.0,0.0
84,01,01379,Saint-Maurice-de-Rémens,7.54,23,0.0,13.0435
84,01,01380,Saint-Nizier-le-Bouchoux,8.45,24,4.1667,16.6667
84,01,01381,Saint-Nizier-le-Désert,7.96,28,0.0,10.7143
84,01,01382,Sainte-Olive,5.41,7,0.0,0.0
84,01,01383,Saint-Paul-de-Varax,21.87,137,2.2388,10.4478
84,01,01384,Saint-Rambert-en-Bugey,14.3,141,9.6296,7.4074
84,01,01385,Saint-Rémy,13.12,54,0.0,7.4074
84,01,01386,Saint-Sorlin-en-Bugey,1.42,7,0.0,0.0
84,01,01388,Saint-Trivier-de-Courtes,16.23,83,4.9383,14.8148
84,01,01389,Saint-Trivier-sur-Moignans,15.22,117,1.7544,15.0442
84,01,01391,Salavre,2.77,4,0.0,50.0
84,01,01392,Samognat,3.43,9,0.0,22.2222
84,01,01393,Sandrans,2.27,5,0.0,0.0
84,01,01396,Sault-Brénaz,19.27,89,8.3333,7.1429
84,01,01397,Sauverny,12.75,54,0.0,15.0943
84,01,01398,Savigneux,8.52,48,2.1739,13.0435
84,01,01399,Ségny,23.43,234,2.5641,11.5385
84,01,01401,Sergy,9.47,84,1.2658,9.3333
84,01,01402,Sermoyer,5.96,18,0.0,16.6667
84,01,01403,Serrières-de-Briord,13.56,82,3.8462,7.6923
84,01,01405,Servas,19.24,99,1.0417,18.75
84,01,01406,Servignat,8.7,7,0.0,0.0
84,01,01407,Seyssel,12.63,61,1.6667,10.0
84,01,01408,Simandre-sur-Suran,5.3,15,6.6667,9.0909
84,01,01410,Sonthonnax-la-Montagne,4.65,6,0.0,0.0
84,01,01412,Sulignat,10.07,24,0.0,5.2632
84,01,01416,Tenay,10.42,47,4.3478,13.0435
84,01,01418,Thil,3.09,13,7.6923,0.0
84,01,01419,Thoiry,17.61,462,2.6846,10.2908
84,01,01420,Thoissey,34.72,282,0.7117,8.8968
84,01,01421,Torcieu,3.68,12,0.0,9.0909
84,01,01422,Tossiat,7.99,47,2.1739,12.5
84,01,01423,Toussieux,5.54,24,4.3478,8.6957
84,01,01424,Tramoyes,5.27,37,5.4054,5.4054
84,01,01426,Val-Revermont,8.07,87,1.1765,9.8765
84,01,01427,Trévoux,25.21,772,1.3351,8.166
84,01,01429,Vandeins,5.47,16,0.0,6.25
84,01,01430,Varambon,13.54,38,2.6316,18.4211
84,01,01431,Vaux-en-Bugey,3.6,20,0.0,0.0
84,01,01432,Verjon,8.64,13,7.6923,30.7692
84,01,01433,Vernoux,3.92,4,0.0,25.0
84,01,01434,Versailleux,12.27,22,0.0,9.5238
84,01,01435,Versonnex,22.17,188,0.565,3.9548
84,01,01437,Vescours,2.26,2,0.0,0.0
84,01,01441,Vieu-d'Izenave,10.39,30,0.0,21.4286
84,01,01443,Villars-les-Dombes,19.25,425,1.4815,7.1605
84,01,01444,Villebois,7.68,40,0.0,7.5
84,01,01445,Villemotier,7.05,18,5.5556,5.5556
84,01,01446,Villeneuve,2.81,17,33.3333,0.0
84,01,01447,Villereversure,14.07,74,2.7397,6.8493
84,01,01449,Villette-sur-Ain,2.7,8,0.0,25.0
84,01,01450,Villieu-Loyes-Mollon,6.76,102,0.0,17.3333
84,01,01451,Viriat,15.9,452,0.2247,8.764
84,01,01452,Virieu-le-Grand,15.12,77,8.2192,10.9589
84,01,01453,Arvière-en-Valromey,6.91,22,13.6364,18.1818
84,01,01454,Virignin,10.51,46,0.0,6.5217
84,01,01457,Vonnas,17.15,244,1.2397,8.2645
32,02,02001,Abbécourt,1.04,2,0.0,0.0
32,02,02003,Acy,3.28,14,0.0,14.2857
32,02,02006,Aisonville-et-Bernoville,0.85,1,0.0,0.0
32,02,02011,Ambleny,3.5,17,6.25,6.25
32,02,02018,Anizy-le-Grand,11.73,129,4.4643,14.2857
32,02,02028,Athies-sous-Laon,9.17,101,1.0,4.0
32,02,02031,Aubenton,4.1,12,16.6667,0.0
32,02,02037,Aulnois-sous-Laon,14.45,80,0.0,6.3291
32,02,02041,Autreville,0.29,1,0.0,0.0
32,02,02057,Beaurevoir,11.76,65,1.6393,13.1148
32,02,02058,Beaurieux,9.85,32,3.4483,13.7931
32,02,02059,Beautor,19.59,234,6.9565,6.9565
32,02,02064,Belleu,42.44,703,13.8528,5.052
32,02,02065,Bellicourt,1.26,3,0.0,0.0
32,02,02073,Berry-au-Bac,9.57,25,0.0,4.0
32,02,02074,Bertaucourt-Epourdon,0.43,1,0.0,0.0
32,02,02080,Besny-et-Loizy,5.59,8,0.0,0.0
32,02,02083,Beuvardes,0.32,1,0.0,0.0
32,02,02085,Bézu-Saint-Germain,15.51,54,0.0,12.963
32,02,02089,Billy-sur-Aisne,0.4,2,0.0,0.0
32,02,02093,Blérancourt,7.41,40,0.0,7.5
32,02,02095,Bohain-en-Vermandois,15.52,373,10.3641,9.2437
32,02,02097,Boncourt,0.95,1,0.0,0.0
32,02,02103,Boué,21.8,129,6.4516,6.4516
32,02,02106,Bourg-et-Comin,8.49,25,0.0,8.3333
32,02,02108,Bourguignon-sous-Montbavin,1.56,1,0.0,0.0
32,02,02109,La Bouteille,2.96,6,16.6667,33.3333
32,02,02110,Braine,24.72,236,4.329,8.5
32,02,02111,Brancourt-en-Laonnois,0.36,1,0.0,0.0
32,02,02114,Brasles,40.61,271,1.1194,9.5238
32,02,02123,Brissay-Choigny,0.77,1,0.0,0.0
32,02,02126,Brunehamel,10.06,21,0.0,14.2857
32,02,02128,Bruyères-et-Montbérault,7.49,51,2.0,10.0
32,02,02131,Bucy-le-Long,11.47,89,0.0,4.5977
32,02,02134,Buire,8.52,31,0.0,3.2258
32,02,02135,Buironfosse,17.07,80,7.0423,11.2676
32,02,02141,La Capelle,28.04,226,10.1604,9.0909
32,02,02145,Caumont,0.46,1,0.0,0.0
32,02,02150,Cerny-en-Laonnois,7.69,2,0.0,0.0
32,02,02152,Cerseuil,2.62,1,0.0,0.0
32,02,02153,Cessières-Suzy,4.3,14,0.0,0.0
32,02,02155,Chaillevois,1.25,1,0.0,0.0
32,02,02157,Chambry,14.92,55,0.0,1.8868
32,02,02158,Chamouille,17.15,19,0.0,10.5263
32,02,02160,Chaourse,0.46,1,0.0,0.0
32,02,02163,Charly-sur-Marne,18.09,200,0.5051,5.5556
32,02,02165,Charmes,9.0,65,0.0,14.0625
32,02,02168,Château-Thierry,36.12,2639,2.8757,9.3099
32,02,02169,Châtillon-lès-Sons,2.82,1,100.0,0.0
32,02,02173,Chauny,28.0,1559,1.178,11.1257
32,02,02185,Chézy-en-Orxois,0.65,1,0.0,0.0
32,02,02186,Chézy-sur-Marne,4.09,24,0.0,4.1667
32,02,02187,Chierry,6.4,33,0.0,30.303
32,02,02191,Chivy-lès-Étouvelles,15.68,34,0.0,0.0
32,02,02195,Ciry-Salsogne,3.12,11,0.0,0.0
32,02,02198,Clamecy,1.09,1,0.0,0.0
32,02,02199,Clastres,8.41,20,0.0,25.0
32,02,02203,Coincy,6.09,32,0.0,15.625
32,02,02209,Condé-en-Brie,1.39,4,0.0,0.0
32,02,02210,Condé-sur-Aisne,6.17,9,0.0,0.0
32,02,02212,Condren,1.71,5,0.0,0.0
32,02,02215,Corbeny,7.99,26,12.0,8.0
32,02,02216,Corcy,1.55,2,50.0,0.0
32,02,02217,Coucy-le-Château-Auffrique,8.81,35,0.0,17.1429
32,02,02218,Coucy-lès-Eppes,6.91,18,0.0,22.2222
32,02,02226,Courmelles,9.77,77,1.3158,5.2632
32,02,02228,Courtemont-Varennes,7.74,10,0.0,0.0
32,02,02231,Couvron-et-Aumencourt,29.76,111,0.0,14.6789
32,02,02236,Crécy-au-Mont,1.58,2,0.0,0.0
32,02,02237,Crécy-sur-Serre,14.87,90,1.1628,5.814
32,02,02238,Crépy,7.74,57,0.0,0.0
32,02,02239,Crézancy,17.16,83,0.0,2.439
32,02,02243,Crouy,23.75,313,0.6452,10.3226
32,02,02245,Cuffies,43.4,391,10.1064,33.7766
32,02,02253,Cuisy-en-Almont,0.68,1,100.0,0.0
32,02,02256,Dagny-Lambercy,16.63,9,0.0,0.0
32,02,02260,Danizy,14.12,37,0.0,10.8108
32,02,02264,Dizy-le-Gros,4.83,15,14.2857,21.4286
32,02,02267,Dommiers,0.89,1,0.0,0.0
32,02,02277,Épagny,0.78,1,0.0,0.0
32,02,02282,Eppes,7.44,13,0.0,8.3333
32,02,02286,Esquéhéries,0.27,1,100.0,0.0
32,02,02287,Essigny-le-Grand,9.0,42,0.0,53.6585
32,02,02290,Essômes-sur-Marne,3.2,36,0.0,5.5556
32,02,02292,Étampes-sur-Marne,13.21,80,0.0,10.1695
32,02,02295,Étréaupont,6.83,26,0.0,10.0
32,02,02296,Étreillers,1.77,8,0.0,0.0
32,02,02298,Étreux,26.11,176,11.4943,11.4943
32,02,02299,Évergnicourt,8.77,20,0.0,10.0
32,02,02303,Fayet,2.06,6,0.0,0.0
32,02,02304,La Fère,43.11,547,8.0709,13.5827
32,02,02305,Fère-en-Tardenois,29.03,392,13.2468,15.3247
32,02,02307,La Ferté-Milon,17.32,156,0.0,7.5342
32,02,02309,Festieux,10.05,27,0.0,0.0
32,02,02312,La Flamengrie,10.69,47,7.3171,4.878
32,02,02315,Flavy-le-Martel,6.01,38,0.0,15.7895
32,02,02318,Folembray,10.84,67,0.0,15.625
32,02,02319,Fonsomme,5.03,10,0.0,10.0
32,02,02321,Fontaine-lès-Vervins,12.43,47,4.2553,14.8936
32,02,02328,Fossoy,1.79,4,0.0,0.0
32,02,02329,Fourdrain,4.71,8,0.0,12.5
32,02,02334,Fresnoy-le-Grand,22.79,291,13.3094,8.6331
32,02,02340,Gauchy,23.14,540,0.8403,9.0336
32,02,02346,Gizy,5.57,16,0.0,6.25
32,02,02347,Gland,0.99,2,0.0,0.0
32,02,02352,Gouy,4.95,12,8.3333,8.3333
32,02,02355,Gricourt,5.57,23,0.0,21.7391
32,02,02359,Grugies,20.94,111,0.9009,5.4054
32,02,02360,Villeneuve-sur-Aisne,15.38,184,0.5525,22.6519
32,02,02361,Guise,20.28,430,9.4203,10.8642
32,02,02371,Harly,20.48,154,1.3158,14.4737
32,02,02372,Hartennes-et-Taux,0.68,1,0.0,0.0
32,02,02374,Lehaucourt,22.76,85,0.0,8.5366
32,02,02381,Hirson,23.32,946,4.7674,11.2791
32,02,02382,Holnon,15.23,89,0.0,10.8434
32,02,02383,Homblières,16.01,103,0.0,10.6383
32,02,02387,Itancourt,13.84,61,0.0,11.4754
32,02,02390,Jeancourt,0.89,1,0.0,0.0
32,02,02397,Jussy,17.3,92,1.1111,18.8889
32,02,02399,Juvincourt-et-Damary,0.91,2,0.0,0.0
32,02,02401,Laigny,1.19,1,0.0,0.0
32,02,02405,Landouzy-la-Ville,0.46,1,0.0,0.0
32,02,02408,Laon,46.32,5449,3.7676,11.4841
32,02,02411,Latilly,2.68,2,0.0,0.0
32,02,02420,Lesdins,2.32,8,0.0,0.0
32,02,02423,Leuilly-sous-Coucy,3.46,6,0.0,20.0
32,02,02430,Liesse-Notre-Dame,13.75,72,0.0,5.7971
32,02,02431,Liez,1.14,2,0.0,0.0
32,02,02439,Les Septvallons,5.43,25,0.0,8.3333
32,02,02453,Maizy,0.57,1,100.0,0.0
32,02,02457,Marchais,4.9,8,0.0,0.0
32,02,02461,Marest-Dampcourt,0.7,1,0.0,0.0
32,02,02464,Margival,1.33,2,100.0,0.0
32,02,02468,Marle,25.91,249,11.6883,7.3593
32,02,02469,Marly-Gomont,2.9,6,0.0,16.6667
32,02,02470,Martigny,4.27,8,28.5714,28.5714
32,02,02473,Mayot,1.21,1,100.0,0.0
32,02,02477,Mercin-et-Vaux,8.06,34,0.0,0.0
32,02,02478,Merlieux-et-Fouquerolles,15.42,17,0.0,6.25
32,02,02487,Missy-sur-Aisne,4.28,11,0.0,18.1818
