REG,DEP,DEPCOM_ARM,LIBCOM,densite,nb_ls,tx_vac,tx_mob
75,23,23155,Pontarion,2.1,4,0.0,0.0
75,23,23160,Reterre,0.82,1,0.0,0.0
75,23,23162,Roches,3.91,7,0.0,0.0
75,23,23165,Royère-de-Vassivière,10.04,27,0.0,11.5385
75,23,23167,Sannat,2.92,5,0.0,0.0
75,23,23168,Sardent,5.71,21,9.5238,14.2857
75,23,23169,La Saunière,4.06,11,0.0,0.0
75,23,23174,Soumans,5.6,16,0.0,25.0
75,23,23176,La Souterraine,21.52,563,2.3636,9.6364
75,23,23177,Saint-Agnant-de-Versillat,2.86,14,0.0,7.1429
75,23,23178,Saint-Agnant-près-Crocq,3.26,3,33.3333,0.0
75,23,23180,Saint-Amand,9.49,20,11.1111,11.1111
75,23,23185,Saint-Chabrais,1.34,2,0.0,50.0
75,23,23186,Saint-Christophe,5.79,4,0.0,25.0
75,23,23189,Saint-Dizier-Masbaraud,2.2,12,0.0,0.0
75,23,23191,Saint-Éloi,4.87,4,25.0,25.0
75,23,23192,Fursac,1.93,13,7.6923,15.3846
75,23,23193,Sainte-Feyre,1.86,21,0.0,14.2857
75,23,23195,Saint-Fiel,2.5,11,0.0,0.0
75,23,23196,Saint-Frion,5.84,6,0.0,33.3333
75,23,23199,Saint-Germain-Beaupré,12.21,22,0.0,22.7273
75,23,23206,Saint-Laurent,6.67,20,0.0,10.0
75,23,23207,Saint-Léger-Bridereix,5.55,5,0.0,20.0
75,23,23208,Saint-Léger-le-Guérétois,1.53,3,0.0,0.0
75,23,23211,Saint-Marc-à-Frongier,2.06,4,0.0,0.0
75,23,23212,Saint-Marc-à-Loubaud,7.87,5,0.0,0.0
75,23,23215,Saint-Martial-le-Vieux,14.87,11,0.0,9.0909
75,23,23219,Saint-Maurice-la-Souterraine,4.02,21,4.7619,9.5238
75,23,23224,Saint-Oradoux-de-Chirouze,5.07,2,50.0,0.0
75,23,23227,Saint-Pardoux-Morterolles,4.57,5,0.0,100.0
75,23,23232,Saint-Pierre-Bellevue,3.62,4,25.0,0.0
75,23,23235,Saint-Priest-la-Feuille,5.11,17,0.0,0.0
75,23,23238,Saint-Quentin-la-Chabanne,7.13,13,0.0,23.0769
75,23,23239,Saint-Sébastien,3.35,11,0.0,0.0
75,23,23244,Saint-Sulpice-le-Dunois,1.39,4,0.0,25.0
75,23,23245,Saint-Sulpice-le-Guérétois,1.71,15,0.0,0.0
75,23,23246,Saint-Sulpice-les-Champs,2.78,5,25.0,50.0
75,23,23247,Saint-Vaury,15.73,132,4.918,9.8361
75,23,23248,Saint-Victor-en-Marche,6.7,11,0.0,18.1818
75,23,23249,Saint-Yrieix-la-Montagne,1.7,2,0.0,50.0
75,23,23257,Vallière,10.46,40,20.0,10.0
75,23,23258,Vareilles,7.35,11,0.0,0.0
75,23,23261,Viersat,6.79,10,25.0,0.0
75,24,24002,Agonac,4.68,35,0.0,2.9412
75,24,24008,Angoisse,4.4,12,0.0,8.3333
75,24,24011,Antonne-et-Trigonant,2.91,14,0.0,21.4286
75,24,24014,Aubas,3.85,11,0.0,9.0909
75,24,24016,Augignac,1.23,5,0.0,0.0
75,24,24018,Auriac-du-Périgord,3.06,6,0.0,50.0
75,24,24019,Azerat,1.9,4,0.0,0.0
75,24,24020,La Bachellerie,10.63,44,0.0,7.3171
75,24,24021,Badefols-d'Ans,5.53,12,25.0,8.3333
75,24,24022,Badefols-sur-Dordogne,4.27,4,25.0,0.0
75,24,24026,Bassillac et Auberoche,2.69,51,0.0,0.0
75,24,24027,Bayac,6.18,10,0.0,30.0
75,24,24028,Beaumontois en Périgord,5.62,48,11.1111,15.5556
75,24,24030,Beauregard-de-Terrasson,11.26,38,0.0,13.1579
75,24,24031,Beauregard-et-Bassac,4.44,6,0.0,33.3333
75,24,24035,Pays de Belvès,6.89,45,0.0,8.8235
75,24,24037,Bergerac,14.63,2078,2.5176,7.3515
75,24,24038,Bertric-Burée,7.88,16,0.0,13.3333
75,24,24040,Beynac-et-Cazenac,4.18,10,20.0,0.0
75,24,24042,Biras,1.37,4,33.3333,0.0
75,24,24043,Biron,8.87,6,16.6667,0.0
75,24,24050,Borrèze,3.13,5,25.0,0.0
75,24,24053,Boulazac Isle Manoire,16.83,814,1.671,7.0735
75,24,24055,Bourdeilles,6.59,19,5.2632,10.5263
75,24,24064,Brantôme en Périgord,1.79,31,0.0,3.2258
75,24,24067,Le Bugue,4.58,61,3.4483,1.7241
75,24,24068,Le Buisson-de-Cadouin,3.93,39,2.6316,15.7895
75,24,24069,Bussac,0.6,1,0.0,0.0
75,24,24071,Bussière-Badil,2.22,4,0.0,0.0
75,24,24073,Calès,4.81,9,11.1111,0.0
75,24,24074,Calviac-en-Périgord,3.76,10,0.0,10.0
75,24,24081,Carlux,5.2,16,0.0,0.0
75,24,24082,Carsac-Aillac,2.07,14,0.0,16.6667
75,24,24086,Castelnaud-la-Chapelle,9.94,21,0.0,0.0
75,24,24091,Cénac-et-Saint-Julien,5.0,29,0.0,0.0
75,24,24095,Chalais,1.47,3,0.0,0.0
75,24,24096,Champagnac-de-Belair,5.55,19,5.2632,5.2632
75,24,24098,Champcevinel,9.03,126,2.4,8.8
75,24,24102,Chancelade,11.08,230,0.4405,6.6079
75,24,24104,Chantérac,3.15,9,0.0,11.1111
75,24,24108,La Chapelle-Gonaguet,0.9,4,0.0,0.0
75,24,24109,La Chapelle-Grésignac,9.9,5,0.0,0.0
75,24,24115,Château-l'Évêque,5.7,54,0.0,5.5556
75,24,24116,Châtres,4.54,4,0.0,50.0
75,24,24120,Cherveix-Cubas,1.73,5,0.0,20.0
75,24,24130,Condat-sur-Vézère,8.05,32,3.125,9.375
75,24,24133,La Coquille,5.71,35,0.0,5.7143
75,24,24134,Corgnac-sur-l'Isle,3.78,16,12.5,12.5
75,24,24137,Coulaures,2.37,8,0.0,12.5
75,24,24138,Coulounieix-Chamiers,22.78,837,3.1928,9.3231
75,24,24139,Coursac,4.22,39,0.0,10.2564
75,24,24141,Coutures,1.99,2,0.0,50.0
75,24,24142,Coux et Bigaroque-Mouzens,0.83,5,0.0,0.0
75,24,24143,Couze-et-Saint-Front,13.11,48,4.1667,12.5
75,24,24145,Creysse,16.78,142,9.6,6.4
75,24,24150,Daglan,6.87,20,0.0,10.0
75,24,24152,Domme,7.9,33,0.0,6.6667
75,24,24154,Douchapt,1.26,2,0.0,0.0
75,24,24156,La Douze,1.21,6,0.0,0.0
75,24,24157,Douzillac,5.34,20,0.0,5.0
75,24,24164,Excideuil,5.61,31,6.6667,6.6667
75,24,24167,Eymet,4.6,60,1.9608,3.9216
75,24,24172,Les Eyzies,3.0,17,0.0,0.0
75,24,24188,Fossemagne,1.91,5,0.0,20.0
75,24,24194,Gardonne,5.93,41,0.0,17.5
75,24,24197,Ginestet,1.46,5,0.0,0.0
75,24,24199,Gout-Rossignol,5.01,7,0.0,0.0
75,24,24205,Grignols,2.98,9,0.0,11.1111
75,24,24207,Groléjac,2.55,8,0.0,0.0
75,24,24210,Hautefort,4.59,19,0.0,47.3684
75,24,24211,Issac,1.52,3,0.0,0.0
75,24,24212,Issigeac,1.71,6,0.0,0.0
75,24,24214,Javerlhac-et-la-Chapelle-Saint-Robert,1.19,5,0.0,20.0
75,24,24218,Jumilhac-le-Grand,6.81,39,5.1282,7.6923
75,24,24220,Lacropte,3.81,11,0.0,9.0909
75,24,24222,La Force,8.05,91,7.6923,5.8824
75,24,24223,Lalinde,6.54,96,3.1579,6.3158
75,24,24225,Lamonzie-Saint-Martin,5.38,59,0.0,3.3898
75,24,24227,Lanouaille,6.13,28,12.5,4.1667
75,24,24229,Le Lardin-Saint-Lazare,11.84,96,1.0753,5.3763
75,24,24240,Limeuil,4.23,7,0.0,0.0
75,24,24241,Limeyrat,8.95,18,6.6667,0.0
75,24,24243,Lisle,3.7,16,0.0,30.0
75,24,24253,Mareuil en Périgord,2.28,26,5.0,0.0
75,24,24256,Marsac-sur-l'Isle,11.07,161,2.5157,6.2893
75,24,24260,Mauzac-et-Grand-Castang,14.72,38,2.6316,7.8947
75,24,24263,Mazeyrolles,5.22,8,0.0,37.5
75,24,24264,Ménesplet,1.92,16,0.0,12.5
75,24,24266,Mensignac,4.46,29,0.0,5.8824
75,24,24268,Meyrals,8.66,28,3.5714,10.7143
75,24,24269,Mialet,2.42,8,14.2857,28.5714
75,24,24273,Molières,2.43,4,0.0,25.0
75,24,24276,Monestier,5.51,10,0.0,0.0
75,24,24280,Monpazier,2.02,5,20.0,0.0
75,24,24286,Montagrier,2.47,6,0.0,16.6667
75,24,24291,Montignac-Lascaux,7.51,107,0.9346,7.4766
75,24,24294,Montpon-Ménestérol,6.09,173,16.1677,6.2937
75,24,24295,Montrem,2.24,12,0.0,0.0
75,24,24296,Mouleydier,5.47,32,7.1429,3.5714
75,24,24297,Moulin-Neuf,6.35,25,0.0,4.0
75,24,24299,Mussidan,8.43,124,5.1282,8.547
75,24,24301,Nadaillac,5.11,9,0.0,22.2222
75,24,24307,Naussannes,1.82,2,0.0,50.0
75,24,24308,Négrondes,7.11,26,0.0,4.1667
75,24,24309,Neuvic,9.43,143,0.0,7.6336
75,24,24311,Nontron,11.84,183,2.5974,7.7922
75,24,24312,Sanilhac,6.51,134,0.0,9.7015
75,24,24320,Payzac,4.33,20,10.5263,15.7895
75,24,24322,Périgueux,20.83,3570,2.5147,7.9137
75,24,24324,Peyrignac,6.85,17,0.0,5.8824
75,24,24325,Pechs-de-l'Espérance,7.03,28,7.4074,11.1111
75,24,24328,Piégut-Pluviers,6.88,46,0.0,6.6667
75,24,24329,Le Pizou,2.63,17,5.8824,11.7647
75,24,24330,Plazac,2.89,11,0.0,10.0
75,24,24331,Pomport,4.46,15,0.0,6.6667
75,24,24335,Port-Sainte-Foy-et-Ponchapt,6.32,72,0.0,2.7778
75,24,24340,Prigonrieux,8.46,157,0.641,8.9744
75,24,24348,Razac-d'Eymet,6.09,9,0.0,0.0
75,24,24350,Razac-sur-l'Isle,3.87,41,0.0,4.878
75,24,24352,Ribérac,8.72,161,9.6154,7.0513
75,24,24353,La Rochebeaucourt-et-Argentine,3.31,6,100.0,0.0
75,24,24354,La Roche-Chalais,1.83,26,0.0,7.6923
75,24,24356,Rouffignac-Saint-Cernin-de-Reilhac,4.01,33,0.0,15.625
75,24,24357,Rouffignac-de-Sigoulès,5.42,8,12.5,25.0
75,24,24362,Val de Louyre et Caudeau,2.86,21,0.0,28.5714
75,24,24364,Coly-Saint-Amand,3.22,9,0.0,22.2222
75,24,24370,Saint-Antoine-de-Breuilh,3.62,29,0.0,3.4483
75,24,24371,Saint-Aquilin,3.75,8,14.2857,0.0
75,24,24372,Saint-Astier,12.67,320,1.3793,7.931
75,24,24376,Saint Aulaye-Puymangou,5.77,39,2.5641,23.0769
75,24,24381,Saint-Barthélemy-de-Bussière,0.88,1,0.0,0.0
75,24,24382,Saint-Capraise-de-Lalinde,1.61,4,0.0,0.0
75,24,24390,Saint-Crépin-d'Auberoche,3.6,5,0.0,20.0
75,24,24395,Saint-Cybranet,3.23,6,0.0,0.0
75,24,24396,Saint-Cyprien,10.61,90,2.2222,10.0
75,24,24398,Saint-Estèphe,2.64,8,0.0,28.5714
75,24,24401,Sainte-Eulalie-d'Ans,1.36,2,0.0,0.0
75,24,24409,Saint-Front-de-Pradoux,2.69,15,14.2857,7.1429
75,24,24410,Saint-Front-la-Rivière,2.33,6,0.0,16.6667
75,24,24414,Saint-Georges-de-Montclard,3.02,4,0.0,25.0
75,24,24417,Saint-Germain-des-Prés,2.07,5,0.0,0.0
75,24,24418,Saint-Germain-du-Salembre,5.26,23,0.0,0.0
75,24,24425,Saint-Jean-de-Côle,2.18,4,0.0,25.0
75,24,24428,Saint-Jory-de-Chalais,5.16,14,7.1429,21.4286
75,24,24432,Saint-Julien-de-Lampon,6.15,20,10.0,15.0
75,24,24442,Saint-Léon-sur-l'Isle,12.75,120,3.3898,15.2542
75,24,24443,Saint-Léon-sur-Vézère,2.31,5,0.0,0.0
75,24,24444,Saint-Louis-en-l'Isle,5.98,8,0.0,33.3333
75,24,24450,Saint-Martial-de-Nabirat,1.35,4,0.0,0.0
75,24,24452,Saint-Martial-Viveyrol,5.08,5,0.0,20.0
75,24,24453,Saint-Martin-de-Fressengeas,1.71,3,0.0,0.0
75,24,24454,Saint-Martin-de-Gurson,0.96,3,0.0,0.0
75,24,24455,Saint-Martin-de-Ribérac,0.3,1,0.0,0.0
75,24,24460,Saint-Méard-de-Drône,6.55,14,0.0,7.1429
75,24,24461,Saint-Méard-de-Gurçon,3.7,14,7.1429,0.0
75,24,24462,Saint-Médard-de-Mussidan,4.86,36,2.8571,8.5714
75,24,24472,Saint-Nexans,1.84,8,0.0,12.5
75,24,24479,Saint-Pardoux-la-Rivière,2.88,17,0.0,11.7647
75,24,24482,Saint-Paul-Lizonne,2.83,4,25.0,0.0
75,24,24484,Saint-Pierre-de-Chignac,1.27,5,0.0,20.0
75,24,24485,Saint-Pierre-de-Côle,1.85,4,0.0,0.0
75,24,24487,Saint-Pierre-d'Eyraud,4.58,34,0.0,11.7647
75,24,24489,Saint-Priest-les-Fougères,0.51,1,0.0,0.0
75,24,24490,Saint Privat en Périgord,4.08,20,0.0,5.5556
75,24,24491,Saint-Rabier,5.88,15,0.0,20.0
75,24,24498,Saint-Saud-Lacoussière,1.13,5,0.0,20.0
75,24,24499,Saint-Sauveur,4.08,15,0.0,0.0
75,24,24505,Saint-Sulpice-d'Excideuil,2.21,4,0.0,25.0
75,24,24509,Saint-Vincent-de-Connezac,3.13,9,0.0,11.1111
75,24,24514,Saint-Vivien,7.57,8,0.0,0.0
75,24,24516,Salignac-Eyvigues,4.39,24,0.0,8.6957
75,24,24519,Sarlande,2.05,4,0.0,25.0
75,24,24520,Sarlat-la-Canéda,12.98,604,3.4188,9.9145
75,24,24521,Sarliac-sur-l'Isle,8.84,40,2.5,2.5
75,24,24526,Savignac-Lédrier,0.57,2,0.0,0.0
75,24,24527,Savignac-les-Églises,18.32,82,26.3158,35.5263
75,24,24529,Segonzac,8.8,8,0.0,0.0
75,24,24534,Sigoulès-et-Flaugeac,5.7,31,3.2258,6.4516
75,24,24536,Singleyrac,11.86,16,0.0,6.25
75,24,24538,Siorac-en-Périgord,3.28,17,0.0,5.8824
75,24,24540,Sorges et Ligueux en Périgord,1.81,13,0.0,23.0769
75,24,24547,Terrasson-Lavilledieu,12.87,373,5.8989,7.8652
75,24,24550,Thenon,12.59,73,6.8493,12.3288
75,24,24551,Thiviers,8.65,125,11.4286,7.619
75,24,24553,Tocane-Saint-Apre,9.18,77,2.9412,10.2941
75,24,24555,Tourtoirac,1.2,4,0.0,0.0
75,24,24557,Trélissac,11.87,428,2.3641,11.0759
75,24,24558,Trémolat,4.21,13,0.0,38.4615
75,24,24564,Vanxains,1.24,4,100.0,0.0
75,24,24565,Varaignes,1.54,3,0.0,0.0
75,24,24568,Vélines,6.16,29,0.0,0.0
75,24,24569,Vendoire,8.89,6,0.0,0.0
75,24,24571,Vergt,4.3,36,2.7778,13.8889
75,24,24573,Verteillac,5.66,16,0.0,9.0909
75,24,24574,Veyrignac,10.53,16,0.0,7.6923
75,24,24577,Vézac,6.51,17,0.0,17.6471
75,24,24581,Villamblard,6.79,27,0.0,7.4074
75,24,24582,Villars,1.73,4,0.0,25.0
75,24,24584,Villefranche-de-Lonchat,4.24,19,10.5263,5.2632
75,24,24585,Villefranche-du-Périgord,7.87,27,7.4074,7.4074
27,25,25008,Aibre,7.78,15,0.0,7.1429
27,25,25014,Amagney,2.31,9,0.0,11.1111
27,25,25015,Amancey,4.05,14,0.0,0.0
27,25,25018,Anteuil,4.37,12,0.0,8.3333
27,25,25020,Arbouans,4.17,18,0.0,27.7778
27,25,25021,Arc-et-Senans,6.62,48,2.1277,2.1277
27,25,25022,Arcey,2.11,13,0.0,7.6923
27,25,25031,Audincourt,32.2,2002,1.2786,8.9391
27,25,25035,Les Auxons,3.16,32,6.4516,0.0
27,25,25039,Avoudrey,2.68,11,0.0,0.0
27,25,25040,Badevel,1.11,4,0.0,0.0
27,25,25043,Bart,9.5,81,1.25,10.4478
27,25,25047,Baume-les-Dames,16.65,403,3.2911,12.4051
27,25,25048,Bavans,17.23,281,9.7122,8.2734
27,25,25050,Le Bélieu,3.62,7,14.2857,42.8571
27,25,25056,Besançon,25.8,16463,3.4834,10.3786
27,25,25057,Bethoncourt,40.6,832,1.5326,11.3665
27,25,25060,Bians-les-Usiers,0.8,7,0.0,42.8571
27,25,25063,Blamont,0.22,1,0.0,0.0
27,25,25078,Bouclans,1.56,7,0.0,42.8571
27,25,25084,Boussières,6.36,32,3.125,12.5
27,25,25097,Brognard,5.92,12,0.0,0.0
27,25,25105,Byans-sur-Doubs,6.76,17,0.0,5.8824
27,25,25112,Chalezeule,4.41,26,3.8462,7.6923
27,25,25127,Charquemont,8.33,106,1.9417,12.6214
27,25,25133,Châtillon-le-Duc,1.19,10,0.0,0.0
27,25,25136,Chaucenne,4.3,9,0.0,11.1111
27,25,25147,Chemaudin et Vaux,7.49,65,0.0,6.1538
27,25,25155,Cléron,4.63,6,16.6667,0.0
27,25,25156,Pays-de-Clerval,5.65,29,3.4483,13.7931
27,25,25159,Colombier-Fontaine,14.71,89,4.4944,9.2105
27,25,25170,Courcelles-lès-Montbéliard,0.53,3,0.0,0.0
27,25,25186,Cussey-sur-l'Ognon,2.85,12,16.6667,25.0
27,25,25190,Dampierre-les-Bois,7.83,57,0.0,11.9048
27,25,25193,Damprichard,9.35,80,2.5,13.75
27,25,25195,Dannemarie-sur-Crète,15.76,86,1.1628,4.6512
27,25,25197,Deluz,1.94,6,0.0,16.6667
27,25,25200,Devecey,10.99,66,3.0769,12.3077
27,25,25201,Dommartin,2.07,7,0.0,28.5714
27,25,25202,Dompierre-les-Tilleuls,4.21,5,0.0,0.0
27,25,25204,Doubs,3.95,51,0.0,1.9608
27,25,25207,Dung,3.26,9,0.0,22.2222
27,25,25212,École-Valentin,9.27,106,0.9434,5.6604
27,25,25217,Émagny,3.31,9,0.0,11.1111
27,25,25220,Épeugney,1.59,4,0.0,25.0
27,25,25222,Étalans,4.57,29,0.0,3.4483
27,25,25228,Étupes,24.19,393,3.937,10.7612
27,25,25230,Exincourt,4.9,71,0.0,7.5758
27,25,25236,Fertans,4.24,5,0.0,40.0
27,25,25237,Fesches-le-Châtel,6.48,67,0.0,7.5758
27,25,25240,Les Fins,3.33,45,0.0,6.8182
27,25,25245,Fontain,4.82,25,0.0,4.1667
27,25,25251,Fourbanne,6.59,5,0.0,20.0
27,25,25253,Fourg,2.06,3,0.0,0.0
27,25,25258,Franois,10.52,101,2.0202,13.1313
27,25,25259,Frasne,3.02,25,4.0,8.0
27,25,25262,Fuans,0.49,1,100.0,0.0
27,25,25264,Gémonval,10.0,4,0.0,0.0
27,25,25265,Geneuille,0.91,5,0.0,0.0
27,25,25271,Gilley,1.06,8,0.0,0.0
27,25,25280,Goumois,13.13,12,0.0,33.3333
27,25,25284,Grand-Charmont,39.22,923,2.1253,8.5011
27,25,25287,Grandfontaine,3.97,28,0.0,7.1429
27,25,25304,Hérimoncourt,19.93,330,1.5291,14.6789
27,25,25307,Les Hôpitaux-Neufs,1.77,8,0.0,12.5
27,25,25309,Houtaud,1.94,9,0.0,0.0
27,25,25315,L'Isle-sur-le-Doubs,12.69,182,2.8902,15.0289
27,25,25318,Jougne,1.92,16,6.25,18.75
27,25,25321,Villers-le-Lac,7.73,184,3.3149,14.5455
27,25,25323,Laissey,17.95,37,13.5135,8.1081
27,25,25328,Larnod,0.31,1,0.0,0.0
27,25,25334,Levier,11.12,104,0.0,9.7087
27,25,25336,Liesle,4.0,10,0.0,0.0
27,25,25339,Lods,6.86,8,0.0,12.5
27,25,25351,Le Luhier,1.01,1,0.0,0.0
27,25,25356,Maîche,13.87,285,0.7117,13.5231
27,25,25361,Malbuisson,1.66,6,0.0,16.6667
27,25,25364,Mamirolle,31.43,207,6.6667,20.0
27,25,25367,Mandeure,24.4,557,1.5123,10.2079
27,25,25368,Marchaux-Chaudefontaine,7.39,45,0.0,25.641
27,25,25370,Mathay,0.43,4,0.0,0.0
27,25,25375,Les Monts-Ronds,2.21,6,0.0,0.0
27,25,25380,Métabief,2.04,15,0.0,6.6667
27,25,25381,Miserey-Salines,0.09,1,0.0,0.0
27,25,25388,Montbéliard,38.65,4463,3.9343,11.6314
27,25,25394,Montenois,8.78,52,1.9231,0.0
27,25,25395,Montfaucon,1.89,13,7.6923,0.0
27,25,25397,Montferrand-le-Château,4.62,42,2.381,9.5238
27,25,25400,Montgesoye,7.84,18,0.0,27.7778
27,25,25403,Montlebon,1.51,14,0.0,14.2857
27,25,25405,Montperreux,3.41,13,0.0,7.6923
27,25,25410,Morre,3.02,17,0.0,11.7647
27,25,25411,Morteau,7.81,266,2.2556,8.2707
27,25,25413,Mouthe,3.32,15,0.0,0.0
27,25,25415,Mouthier-Haute-Pierre,3.05,5,100.0,0.0
27,25,25428,Nommay,5.01,35,0.0,2.8571
27,25,25429,Novillars,32.37,173,6.4327,11.1111
27,25,25432,Orchamps-Vennes,3.46,34,3.0303,15.1515
27,25,25434,Ornans,10.27,215,0.9479,8.0569
27,25,25448,Pelousey,3.65,21,0.0,5.2632
27,25,25453,Pierrefontaine-les-Varans,1.67,11,0.0,9.0909
27,25,25454,Pirey,7.87,74,0.0,6.7568
27,25,25462,Pontarlier,14.98,1365,0.3715,6.0856
27,25,25463,Pont-de-Roide-Vermondans,22.17,470,4.1758,8.656
27,25,25467,Pouilley-les-Vignes,5.54,50,0.0,8.0
27,25,25475,Quingey,9.93,52,5.7692,7.6923
27,25,25489,Reugney,4.29,5,0.0,20.0
27,25,25493,La Rivière-Drugeon,1.81,7,0.0,28.5714
27,25,25494,Rochejean,2.7,8,0.0,0.0
27,25,25495,Roche-lez-Beaupré,5.9,59,1.7544,5.2632
27,25,25505,Rougemont,9.84,45,18.1818,11.3636
27,25,25508,Roulans,0.64,3,0.0,0.0
27,25,25512,Le Russey,5.18,57,1.7544,8.7719
27,25,25519,Saint-Hippolyte,9.72,47,2.1277,8.5106
27,25,25526,Sainte-Suzanne,18.74,139,0.7246,12.2951
27,25,25527,Saint-Vit,15.69,345,0.8746,11.6618
27,25,25529,Sancey,4.46,28,3.7037,14.8148
27,25,25532,Saône,8.36,117,0.8621,8.6207
27,25,25539,Seloncourt,10.76,299,2.3729,9.7744
27,25,25542,Serre-les-Sapins,8.13,65,0.0,11.1111
27,25,25547,Sochaux,42.41,788,1.9405,11.6188
27,25,25560,Thise,5.87,79,0.0,6.3291
27,25,25564,Torpes,5.8,24,0.0,4.1667
27,25,25574,Uzelle,1.25,1,0.0,0.0
27,25,25575,Vaire,2.35,8,0.0,0.0
27,25,25578,Valdahon,10.64,249,0.0,6.0484
27,25,25580,Valentigney,26.64,1210,3.0278,10.4076
27,25,25586,Vandoncourt,4.38,16,6.25,6.25
27,25,25601,Vercel-Villedieu-le-Camp,4.07,28,0.0,11.1111
27,25,25612,Vieilley,2.65,8,0.0,12.5
27,25,25614,Vieux-Charmont,21.17,276,0.3676,6.25
27,25,25632,Voujeaucourt,11.29,166,1.227,11.4865
27,25,25633,Vuillafans,6.35,20,0.0,5.2632
84,26,26001,Solaure en Diois,0.48,1,0.0,0.0
84,26,26002,Albon,10.77,87,1.2195,12.1951
84,26,26004,Alixan,1.7,18,0.0,0.0
84,26,26005,Allan,10.29,78,1.2821,4.7619
84,26,26006,Allex,3.24,34,0.0,23.5294
84,26,26008,Ancône,5.99,36,0.0,5.7143
84,26,26009,Andancette,19.78,117,0.8772,16.8317
84,26,26010,Anneyron,9.21,172,0.0,11.1765
84,26,26011,Aouste-sur-Sye,10.56,123,0.8475,6.7797
84,26,26014,Arthémonay,1.23,3,0.0,0.0
84,26,26016,Aubres,3.51,7,0.0,14.2857
84,26,26017,Aucelon,11.81,1,0.0,0.0
84,26,26022,Ballons,7.78,4,0.0,0.0
84,26,26023,Barbières,9.22,40,0.0,10.0
84,26,26028,Bathernay,1.06,1,0.0,0.0
84,26,26031,La Bâtie-Rolland,9.41,42,0.0,13.8889
84,26,26032,La Baume-Cornillane,2.59,5,0.0,0.0
84,26,26033,La Baume-de-Transit,7.67,29,0.0,6.8966
84,26,26034,La Baume-d'Hostun,5.78,13,0.0,0.0
84,26,26037,Beaumont-lès-Valence,11.73,209,0.9615,6.6327
84,26,26038,Beaumont-Monteux,2.09,11,0.0,9.0909
84,26,26039,Beauregard-Baret,4.93,17,0.0,6.6667
84,26,26041,Beausemblant,8.55,51,0.0,7.5
84,26,26042,Beauvallon,3.17,21,9.5238,9.5238
84,26,26045,La Bégude-de-Mazenc,2.63,20,0.0,6.25
84,26,26049,Bésayes,8.91,46,0.0,21.4286
84,26,26052,Bonlieu-sur-Roubion,4.88,9,0.0,22.2222
84,26,26054,Bouchet,1.48,9,0.0,11.1111
84,26,26056,Bourdeaux,12.04,37,0.0,7.4074
84,26,26057,Bourg-de-Péage,25.7,1229,0.5208,6.2172
84,26,26058,Bourg-lès-Valence,14.35,1313,0.39,7.1197
84,26,26061,Bren,8.36,23,0.0,8.6957
84,26,26063,Buis-les-Baronnies,2.75,31,3.8462,11.5385
84,26,26064,Chabeuil,9.68,289,0.6969,6.9686
84,26,26068,Le Chalon,3.67,3,0.0,0.0
84,26,26071,Chanos-Curson,13.61,66,0.0,13.8462
84,26,26072,Chantemerle-les-Blés,1.98,10,0.0,0.0
84,26,26073,Chantemerle-lès-Grignan,9.72,11,0.0,0.0
84,26,26074,La Chapelle-en-Vercors,5.13,19,0.0,16.6667
84,26,26077,Charmes-sur-l'Herbasse,3.5,13,0.0,7.6923
84,26,26078,Charols,3.08,11,0.0,9.0909
84,26,26079,Charpey,4.38,26,0.0,3.8462
84,26,26081,Châteaudouble,3.79,9,0.0,0.0
84,26,26083,Châteauneuf-de-Galaure,10.23,71,2.8986,4.3478
84,26,26084,Châteauneuf-sur-Isère,11.88,195,0.5128,13.8462
84,26,26085,Châteauneuf-du-Rhône,6.78,82,13.4146,6.7568
84,26,26086,Châtillon-en-Diois,2.92,11,0.0,18.1818
84,26,26087,Châtillon-Saint-Jean,8.55,44,0.0,6.25
84,26,26088,Chatuzange-le-Goubet,12.57,323,1.2422,9.8976
84,26,26093,Clansayes,0.0,0,0.0,0.0
84,26,26094,Claveyson,4.44,17,0.0,11.7647
84,26,26095,Cléon-d'Andran,5.95,26,4.0,8.0
84,26,26096,Clérieux,7.76,64,1.5625,6.25
84,26,26097,Cliousclat,2.75,8,0.0,0.0
84,26,26098,Cobonne,6.58,5,0.0,20.0
84,26,26099,Colonzelle,4.98,12,0.0,9.0909
84,26,26100,Combovin,2.61,5,0.0,0.0
84,26,26106,La Coucourde,7.76,38,0.0,7.8947
84,26,26107,Crépol,19.39,45,0.0,32.5581
84,26,26108,Crest,15.93,680,0.0,7.5286
84,26,26110,Crozes-Hermitage,2.73,7,0.0,28.5714
84,26,26113,Die,9.13,225,0.4545,7.2727
84,26,26114,Dieulefit,9.74,159,0.6452,3.2258
84,26,26115,Divajeu,5.86,16,0.0,0.0
84,26,26116,Donzère,19.76,502,0.6211,7.4468
84,26,26117,Échevis,11.54,3,0.0,0.0
84,26,26118,Épinouze,8.05,52,0.0,10.0
84,26,26119,Érôme,6.63,24,4.1667,8.3333
84,26,26121,Espeluche,4.55,22,0.0,4.7619
84,26,26124,Étoile-sur-Rhône,11.52,260,1.9305,7.0248
84,26,26125,Eurre,2.47,14,0.0,0.0
84,26,26129,Eymeux,4.08,17,0.0,5.8824
84,26,26133,Fay-le-Clos,8.79,7,0.0,14.2857
84,26,26138,La Garde-Adhémar,1.74,9,0.0,22.2222
