codgeo,YEAR,Demandeurs_Emploi
93066,septembre_2021,14670
93032,septembre_2021,3710
93063,septembre_2021,3980
93072,septembre_2021,5140
93077,septembre_2021,2820
93045,septembre_2021,2550
93071,septembre_2021,6690
93073,septembre_2021,3970
93001,septembre_2021,11200
93061,septembre_2021,2210
93057,septembre_2021,2330
93050,septembre_2021,3650
93062,septembre_2021,1180
93013,septembre_2021,1620
93049,septembre_2021,1830
93047,septembre_2021,2520
93066,septembre_2021,3920
93014,septembre_2021,3440
93070,septembre_2021,7010
93074,septembre_2021,720
93078,septembre_2021,4200
93079,septembre_2021,1540
93030,septembre_2021,1280
93039,septembre_2021,1180
93033,septembre_2021,460
93015,septembre_2021,310
93055,septembre_2021,7500
93005,septembre_2021,9550
93029,septembre_2021,7590
93031,septembre_2021,6360
94028,septembre_2021,8890
94068,septembre_2021,4950
94003,septembre_2021,2170
94033,septembre_2021,4740
94052,septembre_2021,2340
94002,septembre_2021,5000
94065,septembre_2021,340
94067,septembre_2021,1480
94058,septembre_2021,2460
94078,septembre_2021,3810
94041,septembre_2021,7100
94018,septembre_2021,2300
94016,septembre_2021,2470
94038,septembre_2021,2660
94037,septembre_2021,1800
94034,septembre_2021,2290
94043,septembre_2021,2360
94077,septembre_2021,1830
94080,septembre_2021,3970
94054,septembre_2021,2410
94073,septembre_2021,2780
94042,septembre_2021,1460
94079,septembre_2021,2680
94015,septembre_2021,1130
94071,septembre_2021,1920
94011,septembre_2021,1910
94081,septembre_2021,10280
94069,septembre_2021,1020
94059,septembre_2021,1440
94019,septembre_2021,1570
94075,septembre_2021,700
94044,septembre_2021,2390
94074,septembre_2021,1680
94004,septembre_2021,1780
94001,septembre_2021,440
94055,septembre_2021,530
94017,septembre_2021,7700
94060,septembre_2021,790
94021,septembre_2021,1760
94022,septembre_2021,4810
94046,septembre_2021,4250
94076,septembre_2021,6170
95127,septembre_2021,8480
95500,septembre_2021,3320
95018,septembre_2021,12980
95582,septembre_2021,2610
95219,septembre_2021,2680
95252,septembre_2021,3170
95491,septembre_2021,590
95268,septembre_2021,5460
95607,septembre_2021,2190
95428,septembre_2021,1760
95197,septembre_2021,2130
95388,septembre_2021,410
95280,septembre_2021,3540
95585,septembre_2021,7940
95555,septembre_2021,2140
95306,septembre_2021,2500
95598,septembre_2021,1460
95176,septembre_2021,1880
95051,septembre_2021,690
95052,septembre_2021,970
95652,septembre_2021,360
95323,septembre_2021,1470
95313,septembre_2021,930
95572,septembre_2021,2770
95563,septembre_2021,1200
95199,septembre_2021,1270
95487,septembre_2021,1660
95539,septembre_2021,1260
95427,septembre_2021,1580
95424,septembre_2021,2140
95351,septembre_2021,1090
95574,septembre_2021,520
95680,septembre_2021,3910
95019,septembre_2021,1420
95288,septembre_2021,670
95355,septembre_2021,540
95039,septembre_2021,470
95205,septembre_2021,570
95229,septembre_2021,810
95250,septembre_2021,840
95488,septembre_2021,850
95637,septembre_2021,1460
95277,septembre_2021,3100
95476,septembre_2021,1510
95394,septembre_2021,750
95060,septembre_2021,630
95091,septembre_2021,460
95203,septembre_2021,1960
95218,septembre_2021,1690
95480,septembre_2021,370
95392,septembre_2021,350
95134,septembre_2021,360
95371,septembre_2021,340
95183,septembre_2021,570
95063,septembre_2021,3600
95210,septembre_2021,900
97105,septembre_2021,1880
97120,septembre_2021,3040
97116,septembre_2021,2950
97112,septembre_2021,790
97109,septembre_2021,1250
97132,septembre_2021,1280
97129,septembre_2021,3080
97121,septembre_2021,1100
97122,septembre_2021,1040
97125,septembre_2021,2810
97134,septembre_2021,1490
97124,septembre_2021,1260
97102,septembre_2021,700
97103,septembre_2021,4420
97104,septembre_2021,840
97106,septembre_2021,1390
97114,septembre_2021,1230
97115,septembre_2021,2740
97107,septembre_2021,3170
97119,septembre_2021,1330
97101,septembre_2021,10080
97117,septembre_2021,3820
97118,septembre_2021,3310
97128,septembre_2021,3840
97113,septembre_2021,4470
97209,septembre_2021,11810
97220,septembre_2021,1880
97224,septembre_2021,2280
97212,septembre_2021,1480
97214,septembre_2021,1060
97221,septembre_2021,1860
97230,septembre_2021,1870
97206,septembre_2021,920
97207,septembre_2021,1980
97227,septembre_2021,1310
97231,septembre_2021,1260
97228,septembre_2021,2580
97222,septembre_2021,3310
97213,septembre_2021,5310
97229,septembre_2021,2410
97210,septembre_2021,2730
97218,septembre_2021,630
97223,septembre_2021,1140
97232,septembre_2021,1460
97217,septembre_2021,1450
97302,septembre_2021,7370
97304,septembre_2021,3550
97362,septembre_2021,120
97360,septembre_2021,310
97311,septembre_2021,4840
97357,septembre_2021,180
97307,septembre_2021,3780
97309,septembre_2021,2000
97305,septembre_2021,1900
97306,septembre_2021,720
97353,septembre_2021,310
97411,septembre_2021,28100
97416,septembre_2021,19570
97402,septembre_2021,2420
97424,septembre_2021,1650
97403,septembre_2021,1440
97408,septembre_2021,6540
97407,septembre_2021,8260
97401,septembre_2021,2220
97423,septembre_2021,1740
97404,septembre_2021,3030
97405,septembre_2021,2610
97422,septembre_2021,17490
97406,septembre_2021,1230
97421,septembre_2021,1690
97414,septembre_2021,12840
97413,septembre_2021,8350
97418,septembre_2021,6530
97419,septembre_2021,1500
97409,septembre_2021,10370
97420,septembre_2021,4330
97417,septembre_2021,1290
97415,septembre_2021,21760
97410,septembre_2021,7000
97412,septembre_2021,9130
01,septembre_2021,52900
02,septembre_2021,61650
03,septembre_2021,31110
04,septembre_2021,18060
06,septembre_2021,116180
07,septembre_2021,34370
08,septembre_2021,27380
09,septembre_2021,16800
10,septembre_2021,33130
11,septembre_2021,42190
12,septembre_2021,21210
67,septembre_2021,98720
13,septembre_2021,228190
14,septembre_2021,63140
15,septembre_2021,8350
16,septembre_2021,33870
17,septembre_2021,64530
18,septembre_2021,27440
19,septembre_2021,19940
2A,septembre_2021,10040
21,septembre_2021,45160
22,septembre_2021,53330
23,septembre_2021,9180
79,septembre_2021,29760
24,septembre_2021,37620
25,septembre_2021,50040
26,septembre_2021,56370
91,septembre_2021,106600
27,septembre_2021,56490
28,septembre_2021,38960
29,septembre_2021,81220
30,septembre_2021,86800
32,septembre_2021,15670
33,septembre_2021,167770
971,septembre_2021,65580
973,septembre_2021,27090
68,septembre_2021,69060
2B,septembre_2021,11680
31,septembre_2021,153370
43,septembre_2021,19030
52,septembre_2021,14540
70,septembre_2021,20170
74,septembre_2021,74110
87,septembre_2021,31350
05,septembre_2021,15670
65,septembre_2021,22910
92,septembre_2021,137130
34,septembre_2021,145620
35,septembre_2021,96800
36,septembre_2021,19310
37,septembre_2021,59180
38,septembre_2021,108720
39,septembre_2021,20180
974,septembre_2021,181100
40,septembre_2021,42580
41,septembre_2021,29150
42,septembre_2021,70840
44,septembre_2021,136340
45,septembre_2021,66280
46,septembre_2021,16320
47,septembre_2021,33500
48,septembre_2021,5210
49,septembre_2021,80600
50,septembre_2021,36030
51,septembre_2021,53040
972,septembre_2021,53710
53,septembre_2021,23540
54,septembre_2021,62340
55,septembre_2021,16060
56,septembre_2021,66430
57,septembre_2021,96410
58,septembre_2021,14880
59,septembre_2021,289730
60,septembre_2021,76730
61,septembre_2021,23000
75,septembre_2021,224410
62,septembre_2021,146010
63,septembre_2021,58140
64,septembre_2021,61530
66,septembre_2021,60860
69,septembre_2021,179100
71,septembre_2021,48100
72,septembre_2021,55610
73,septembre_2021,38980
77,septembre_2021,124210
76,septembre_2021,126700
93,septembre_2021,191920
80,septembre_2021,58500
81,septembre_2021,38360
82,septembre_2021,29700
90,septembre_2021,14510
95,septembre_2021,120800
94,septembre_2021,125790
83,septembre_2021,103010
84,septembre_2021,70070
85,septembre_2021,60670
86,septembre_2021,36410
88,septembre_2021,34340
89,septembre_2021,28680
reg01,septembre_2021,65580
reg02,septembre_2021,53710
reg03,septembre_2021,27090
reg04,septembre_2021,181100
reg11,septembre_2021,1147540
reg24,septembre_2021,240330
reg27,septembre_2021,241710
reg28,septembre_2021,305370
reg32,septembre_2021,632630
reg44,septembre_2021,505020
reg52,septembre_2021,356750
reg53,septembre_2021,297780
reg75,septembre_2021,568020
reg76,septembre_2021,654990
reg84,septembre_2021,732020
reg94,septembre_2021,21720
01053,octobre_2021,4850
01344,octobre_2021,400
01283,octobre_2021,3050
01262,octobre_2021,670
01202,octobre_2021,630
01071,octobre_2021,340
01173,octobre_2021,1140
01033,octobre_2021,1920
01160,octobre_2021,850
01143,octobre_2021,700
01313,octobre_2021,570
01313,octobre_2021,570
01034,octobre_2021,930
01443,octobre_2021,330
01093,octobre_2021,360
01451,octobre_2021,460
01194,octobre_2021,500
01004,octobre_2021,1740
01427,octobre_2021,620
01322,octobre_2021,330
01354,octobre_2021,950
01249,octobre_2021,750
01419,octobre_2021,370
01244,octobre_2021,620
01289,octobre_2021,480
02408,octobre_2021,3850
02691,octobre_2021,7840
02095,octobre_2021,960
02361,octobre_2021,700
02722,octobre_2021,4270
02173,octobre_2021,1650
02168,octobre_2021,2400
02340,octobre_2021,610
02381,octobre_2021,1260
02810,octobre_2021,1340
02738,octobre_2021,1880
03190,octobre_2021,2520
03185,octobre_2021,4050
03310,octobre_2021,3140
03095,octobre_2021,1320
03321,octobre_2021,960
03101,octobre_2021,680
03254,octobre_2021,420
03082,octobre_2021,670
03023,octobre_2021,780
03118,octobre_2021,530
04070,octobre_2021,1840
04112,octobre_2021,2890
04049,octobre_2021,560
04209,octobre_2021,860
04088,octobre_2021,610
04143,octobre_2021,580
05061,octobre_2021,3860
05023,octobre_2021,1640
05046,octobre_2021,800
06088,octobre_2021,41430
06030,octobre_2021,5010
06069,octobre_2021,5360
06157,octobre_2021,1650
06104,octobre_2021,1310
06079,octobre_2021,2700
06079,octobre_2021,2700
06155,octobre_2021,3370
06159,octobre_2021,400
06012,octobre_2021,1090
06085,octobre_2021,1870
06161,octobre_2021,1710
06105,octobre_2021,530
06054,octobre_2021,440
06149,octobre_2021,880
06084,octobre_2021,890
06048,octobre_2021,540
06029,octobre_2021,9950
06018,octobre_2021,760
06044,octobre_2021,640
06083,octobre_2021,3260
06033,octobre_2021,1090
06095,octobre_2021,760
06108,octobre_2021,460
06152,octobre_2021,1030
06090,octobre_2021,680
06004,octobre_2021,8530
06065,octobre_2021,510
06075,octobre_2021,390
06123,octobre_2021,2860
06114,octobre_2021,410
06027,octobre_2021,4770
07186,octobre_2021,940
07010,octobre_2021,2350
07281,octobre_2021,630
07019,octobre_2021,1750
07324,octobre_2021,1390
07319,octobre_2021,1090
07102,octobre_2021,890
07042,octobre_2021,990
07349,octobre_2021,610
08105,octobre_2021,6090
08081,octobre_2021,590
08409,octobre_2021,2520
08362,octobre_2021,840
08363,octobre_2021,880
08190,octobre_2021,730
08328,octobre_2021,680
09122,octobre_2021,1170
09225,octobre_2021,2000
09261,octobre_2021,780
09160,octobre_2021,810
10387,octobre_2021,9190
10323,octobre_2021,2210
10333,octobre_2021,1340
10297,octobre_2021,610
10033,octobre_2021,570
10362,octobre_2021,1250
10268,octobre_2021,590
10325,octobre_2021,290
10081,octobre_2021,2000
10343,octobre_2021,740
11069,octobre_2021,6030
11262,octobre_2021,7550
11106,octobre_2021,680
11379,octobre_2021,660
11203,octobre_2021,1100
11266,octobre_2021,810
11206,octobre_2021,1080
11076,octobre_2021,1330
11170,octobre_2021,750
11397,octobre_2021,560
12202,octobre_2021,2290
12145,octobre_2021,2400
12300,octobre_2021,1080
12089,octobre_2021,510
12208,octobre_2021,660
12133,octobre_2021,350
12133,octobre_2021,350
12176,octobre_2021,1020
13055,octobre_2021,108650
13001,octobre_2021,13780
13107,octobre_2021,420
13077,octobre_2021,2020
13041,octobre_2021,2230
13114,octobre_2021,440
13073,octobre_2021,420
13117,octobre_2021,4230
13014,octobre_2021,1820
13063,octobre_2021,3530
13108,octobre_2021,2120
13027,octobre_2021,2010
13071,octobre_2021,1620
13043,octobre_2021,990
13002,octobre_2021,1420
13004,octobre_2021,6900
13100,octobre_2021,890
13026,octobre_2021,1650
13078,octobre_2021,980
13106,octobre_2021,1070
13092,octobre_2021,850
13022,octobre_2021,600
13039,octobre_2021,1550
13103,octobre_2021,5530
13097,octobre_2021,1480
13015,octobre_2021,1150
13069,octobre_2021,890
13081,octobre_2021,1200
13086,octobre_2021,840
13053,octobre_2021,680
13075,octobre_2021,740
13007,octobre_2021,1030
13005,octobre_2021,5020
13050,octobre_2021,840
13042,octobre_2021,510
13035,octobre_2021,730
13044,octobre_2021,490
13119,octobre_2021,520
13019,octobre_2021,670
13056,octobre_2021,5660
13032,octobre_2021,660
13110,octobre_2021,960
13066,octobre_2021,540
13105,octobre_2021,730
13037,octobre_2021,740
13060,octobre_2021,540
13028,octobre_2021,4260
13080,octobre_2021,450
13021,octobre_2021,430
13021,octobre_2021,430
13084,octobre_2021,520
13051,octobre_2021,890
13054,octobre_2021,3740
13040,octobre_2021,830
13016,octobre_2021,440
13102,octobre_2021,650
13088,octobre_2021,450
13091,octobre_2021,490
13113,octobre_2021,600
13030,octobre_2021,560
13087,octobre_2021,510
13047,octobre_2021,4710
13033,octobre_2021,470
13033,octobre_2021,470
13070,octobre_2021,570
13085,octobre_2021,430
13085,octobre_2021,430
13074,octobre_2021,480
13112,octobre_2021,600
13098,octobre_2021,510
13104,octobre_2021,620
14118,octobre_2021,12840
14366,octobre_2021,2350
14174,octobre_2021,580
14437,octobre_2021,1190
14271,octobre_2021,580
14341,octobre_2021,1100
14181,octobre_2021,430
14514,octobre_2021,450
14371,octobre_2021,510
14371,octobre_2021,510
14488,octobre_2021,830
14225,octobre_2021,560
14654,octobre_2021,640
14327,octobre_2021,2930
14431,octobre_2021,790
14061,octobre_2021,660
14047,octobre_2021,1340
14726,octobre_2021,490
14228,octobre_2021,370
14167,octobre_2021,1010
14762,octobre_2021,1490
14076,octobre_2021,600
14333,octobre_2021,900
14258,octobre_2021,940
14098,octobre_2021,400
15014,octobre_2021,1970
15187,octobre_2021,490
15012,octobre_2021,290
16015,octobre_2021,6290
16102,octobre_2021,2170
16154,octobre_2021,570
16166,octobre_2021,490
16113,octobre_2021,880
16078,octobre_2021,370
16291,octobre_2021,680
16385,octobre_2021,680
16358,octobre_2021,600
16374,octobre_2021,1250
17300,octobre_2021,9680
17415,octobre_2021,2650
17333,octobre_2021,470
17264,octobre_2021,480
17414,octobre_2021,420
17291,octobre_2021,540
17142,octobre_2021,430
17200,octobre_2021,560
17274,octobre_2021,720
17306,octobre_2021,1950
17407,octobre_2021,420
17299,octobre_2021,2990
17385,octobre_2021,740
17219,octobre_2021,630
17094,octobre_2021,540
17347,octobre_2021,870
17449,octobre_2021,870
17028,octobre_2021,1020
17421,octobre_2021,670
17434,octobre_2021,670
18033,octobre_2021,7190
18279,octobre_2021,3300
18197,octobre_2021,920
18205,octobre_2021,650
18213,octobre_2021,400
18207,octobre_2021,610
18141,octobre_2021,570
18015,octobre_2021,520
19272,octobre_2021,1450
19031,octobre_2021,5210
19275,octobre_2021,750
19073,octobre_2021,350
19123,octobre_2021,620
19123,octobre_2021,620
2A004,octobre_2021,4300
2A247,octobre_2021,1240
2B033,octobre_2021,2620
2B096,octobre_2021,380
2B050,octobre_2021,580
2B042,octobre_2021,660
2B148,octobre_2021,610
2B120,octobre_2021,380
2B037,octobre_2021,520
21231,octobre_2021,16360
21292,octobre_2021,470
21278,octobre_2021,560
21038,octobre_2021,700
21390,octobre_2021,400
21054,octobre_2021,1870
21617,octobre_2021,1090
21166,octobre_2021,1850
21154,octobre_2021,500
21425,octobre_2021,460
21355,octobre_2021,990
21464,octobre_2021,440
21171,octobre_2021,970
21515,octobre_2021,870
21540,octobre_2021,530
22278,octobre_2021,5640
22050,octobre_2021,1740
22389,octobre_2021,490
22187,octobre_2021,1180
22070,octobre_2021,1030
22113,octobre_2021,1890
22046,octobre_2021,560
22106,octobre_2021,720
22093,octobre_2021,1300
22215,octobre_2021,1060
22162,octobre_2021,680
22251,octobre_2021,500
22136,octobre_2021,990
22055,octobre_2021,550
22055,octobre_2021,550
22168,octobre_2021,560
22360,octobre_2021,680
22176,octobre_2021,540
22225,octobre_2021,430
23096,octobre_2021,1340
23176,octobre_2021,430
24322,octobre_2021,3680
24037,octobre_2021,3340
24372,octobre_2021,490
24547,octobre_2021,690
24520,octobre_2021,1020
24138,octobre_2021,740
24294,octobre_2021,610
24557,octobre_2021,550
24053,octobre_2021,810
25056,octobre_2021,12910
25047,octobre_2021,390
25321,octobre_2021,430
25284,octobre_2021,800
25057,octobre_2021,790
25388,octobre_2021,3410
25539,octobre_2021,600
25462,octobre_2021,1900
25031,octobre_2021,2060
25527,octobre_2021,370
25411,octobre_2021,610
25580,octobre_2021,1300
25578,octobre_2021,390
26362,octobre_2021,8610
26281,octobre_2021,4240
26220,octobre_2021,860
26064,octobre_2021,610
26324,octobre_2021,970
26325,octobre_2021,870
26002,octobre_2021,870
26113,octobre_2021,700
26198,octobre_2021,4890
26165,octobre_2021,940
26166,octobre_2021,690
26116,octobre_2021,710
26088,octobre_2021,530
26057,octobre_2021,1190
26313,octobre_2021,550
26108,octobre_2021,1280
26058,octobre_2021,2340
26347,octobre_2021,720
26235,octobre_2021,1760
26124,octobre_2021,460
26252,octobre_2021,1010
27229,octobre_2021,6810
27701,octobre_2021,1760
27448,octobre_2021,450
27679,octobre_2021,820
27284,octobre_2021,1360
27602,octobre_2021,430
27165,octobre_2021,530
27681,octobre_2021,2950
27198,octobre_2021,490
27056,octobre_2021,1000
27375,octobre_2021,2340
27467,octobre_2021,1230
27275,octobre_2021,970
27213,octobre_2021,470
27016,octobre_2021,920
27022,octobre_2021,560
28085,octobre_2021,4210
28134,octobre_2021,4610
28218,octobre_2021,2120
28088,octobre_2021,1380
28103,octobre_2021,430
28140,octobre_2021,530
28229,octobre_2021,1300
28209,octobre_2021,410
28280,octobre_2021,1020
28404,octobre_2021,1600
28220,octobre_2021,490
28015,octobre_2021,490
28015,octobre_2021,490
28015,octobre_2021,490
29232,octobre_2021,6560
29046,octobre_2021,1830
29220,octobre_2021,850
29241,octobre_2021,720
29026,octobre_2021,480
29042,octobre_2021,720
29058,octobre_2021,750
29019,octobre_2021,15050
29259,octobre_2021,650
29124,octobre_2021,640
29024,octobre_2021,630
29212,octobre_2021,850
29212,octobre_2021,290
29130,octobre_2021,290
29260,octobre_2021,550
29233,octobre_2021,1190
29150,octobre_2021,570
29004,octobre_2021,560
29274,octobre_2021,450
29105,octobre_2021,820
29189,octobre_2021,950
29235,octobre_2021,850
29075,octobre_2021,1020
29051,octobre_2021,590
29020,octobre_2021,480
29151,octobre_2021,1890
29199,octobre_2021,400
29174,octobre_2021,530
29158,octobre_2021,470
29103,octobre_2021,1370
29069,octobre_2021,540
29178,octobre_2021,430
29061,octobre_2021,420
29160,octobre_2021,560
29117,octobre_2021,430
29195,octobre_2021,590
29039,octobre_2021,1980
29293,octobre_2021,530
30189,octobre_2021,19030
30007,octobre_2021,5760
30132,octobre_2021,740
30034,octobre_2021,830
30125,octobre_2021,480
30155,octobre_2021,640
30202,octobre_2021,1350
30011,octobre_2021,690
30221,octobre_2021,620
30028,octobre_2021,2330
30003,octobre_2021,1050
30047,octobre_2021,510
30133,octobre_2021,1280
30321,octobre_2021,710
30141,octobre_2021,530
30141,octobre_2021,530
30032,octobre_2021,3330
30344,octobre_2021,490
30156,octobre_2021,790
30294,octobre_2021,490
30243,octobre_2021,800
30351,octobre_2021,1040
30062,octobre_2021,580
30006,octobre_2021,580
30169,octobre_2021,650
30341,octobre_2021,1610
30033,octobre_2021,600
30217,octobre_2021,630
30334,octobre_2021,880
30258,octobre_2021,2370
31555,octobre_2021,66540
31433,octobre_2021,960
31458,octobre_2021,490
31445,octobre_2021,380
31044,octobre_2021,1420
31022,octobre_2021,1090
31467,octobre_2021,690
31282,octobre_2021,1050
31091,octobre_2021,570
31182,octobre_2021,640
31557,octobre_2021,2490
31033,octobre_2021,1060
31561,octobre_2021,910
31488,octobre_2021,1000
31451,octobre_2021,990
31157,octobre_2021,2270
31588,octobre_2021,1040
31203,octobre_2021,840
31582,octobre_2021,410
31113,octobre_2021,1420
31232,octobre_2021,950
31341,octobre_2021,630
31584,octobre_2021,650
31107,octobre_2021,630
31188,octobre_2021,370
31499,octobre_2021,890
31187,octobre_2021,1080
31291,octobre_2021,930
31446,octobre_2021,1590
31547,octobre_2021,830
31395,octobre_2021,2920
31165,octobre_2021,580
31118,octobre_2021,610
31202,octobre_2021,510
31506,octobre_2021,1230
31150,octobre_2021,920
31069,octobre_2021,2760
31056,octobre_2021,830
31351,octobre_2021,730
31169,octobre_2021,590
31149,octobre_2021,4180
31116,octobre_2021,1170
31490,octobre_2021,910
31483,octobre_2021,1330
31417,octobre_2021,640
31424,octobre_2021,1770
31032,octobre_2021,650
31248,octobre_2021,530
31526,octobre_2021,720
32013,octobre_2021,2200
32107,octobre_2021,800
32132,octobre_2021,580
32160,octobre_2021,710
33063,octobre_2021,32640
33069,octobre_2021,2110
33424,octobre_2021,490
33029,octobre_2021,420
33009,octobre_2021,880
33273,octobre_2021,560
33422,octobre_2021,680
33039,octobre_2021,3600
33229,octobre_2021,590
33550,octobre_2021,4090
33080,octobre_2021,560
33119,octobre_2021,3570
33449,octobre_2021,2560
33376,octobre_2021,490
33192,octobre_2021,2030
33200,octobre_2021,1080
33227,octobre_2021,1030
33138,octobre_2021,990
33366,octobre_2021,1240
33314,octobre_2021,770
33529,octobre_2021,2770
33167,octobre_2021,2280
33256,octobre_2021,390
33056,octobre_2021,1470
33322,octobre_2021,500
33312,octobre_2021,910
33249,octobre_2021,3510
33519,octobre_2021,780
33162,octobre_2021,2450
33240,octobre_2021,770
33535,octobre_2021,370
33013,octobre_2021,810
33555,octobre_2021,440
33051,octobre_2021,930
33284,octobre_2021,940
33058,octobre_2021,700
33522,octobre_2021,4220
33036,octobre_2021,460
33003,octobre_2021,1840
33433,octobre_2021,940
33207,octobre_2021,500
33199,octobre_2021,2010
33527,octobre_2021,870
33243,octobre_2021,3050
33005,octobre_2021,1060
33075,octobre_2021,1900
33032,octobre_2021,980
33096,octobre_2021,790
33397,octobre_2021,400
33318,octobre_2021,5340
33122,octobre_2021,1000
33090,octobre_2021,420
33214,octobre_2021,750
33281,octobre_2021,7050
33011,octobre_2021,540
33498,octobre_2021,650
33042,octobre_2021,580
33042,octobre_2021,580
33238,octobre_2021,840
33393,octobre_2021,580
33236,octobre_2021,770
33019,octobre_2021,880
34172,octobre_2021,41660
34108,octobre_2021,2820
34199,octobre_2021,1230
34154,octobre_2021,1970
34157,octobre_2021,1220
34114,octobre_2021,710
34058,octobre_2021,580
34057,octobre_2021,2880
34301,octobre_2021,5760
34192,octobre_2021,990
34344,octobre_2021,1410
34300,octobre_2021,590
34003,octobre_2021,5060
34150,octobre_2021,1050
34069,octobre_2021,570
34145,octobre_2021,4050
34298,octobre_2021,530
34299,octobre_2021,1000
34270,octobre_2021,1340
34332,octobre_2021,920
34198,octobre_2021,980
34032,octobre_2021,11880
34101,octobre_2021,580
34023,octobre_2021,760
34031,octobre_2021,670
34213,octobre_2021,640
34202,octobre_2021,760
34151,octobre_2021,880
34028,octobre_2021,720
34088,octobre_2021,750
34022,octobre_2021,730
34259,octobre_2021,600
34095,octobre_2021,710
34142,octobre_2021,1100
34239,octobre_2021,730
34217,octobre_2021,510
34327,octobre_2021,710
34337,octobre_2021,980
34113,octobre_2021,640
34116,octobre_2021,990
34079,octobre_2021,1370
34077,octobre_2021,470
34120,octobre_2021,530
34090,octobre_2021,850
34129,octobre_2021,1740
34247,octobre_2021,310
34255,octobre_2021,680
34123,octobre_2021,1570
35238,octobre_2021,25360
35095,octobre_2021,510
35066,octobre_2021,830
35353,octobre_2021,550
35055,octobre_2021,1050
35281,octobre_2021,1610
35136,octobre_2021,570
35188,octobre_2021,450
35047,octobre_2021,1650
35068,octobre_2021,560
35206,octobre_2021,670
35206,octobre_2021,670
35208,octobre_2021,480
35334,octobre_2021,570
35049,octobre_2021,450
35085,octobre_2021,500
35115,octobre_2021,2230
35037,octobre_2021,470
35196,octobre_2021,600
35152,octobre_2021,580
35184,octobre_2021,470
35288,octobre_2021,4650
35069,octobre_2021,670
35257,octobre_2021,360
35012,octobre_2021,610
35176,octobre_2021,660
35176,octobre_2021,660
35176,octobre_2021,660
35360,octobre_2021,1770
35051,octobre_2021,1190
35177,octobre_2021,350
35173,octobre_2021,550
35207,octobre_2021,400
35126,octobre_2021,730
35275,octobre_2021,430
35236,octobre_2021,950
35240,octobre_2021,840
35001,octobre_2021,520
35228,octobre_2021,600
35210,octobre_2021,900
35278,octobre_2021,730
35352,octobre_2021,630
35093,octobre_2021,840
35024,octobre_2021,1010
35120,octobre_2021,410
35139,octobre_2021,350
36044,octobre_2021,5360
36088,octobre_2021,1330
36063,octobre_2021,710
36006,octobre_2021,520
36018,octobre_2021,490
36159,octobre_2021,330
37261,octobre_2021,17480
37063,octobre_2021,540
37027,octobre_2021,480
37050,octobre_2021,1130
37109,octobre_2021,750
37139,octobre_2021,370
37266,octobre_2021,430
37159,octobre_2021,520
37156,octobre_2021,840
37122,octobre_2021,4180
37104,octobre_2021,400
37003,octobre_2021,1530
37072,octobre_2021,830
37018,octobre_2021,570
37195,octobre_2021,1170
37214,octobre_2021,1470
37208,octobre_2021,1010
37132,octobre_2021,660
37233,octobre_2021,2130
37273,octobre_2021,420
38185,octobre_2021,16720
38449,octobre_2021,510
38449,octobre_2021,510
38193,octobre_2021,1950
38553,octobre_2021,2510
38509,octobre_2021,830
38382,octobre_2021,1210
38151,octobre_2021,4030
38337,octobre_2021,570
38344,octobre_2021,830
38416,octobre_2021,840
38485,octobre_2021,860
38486,octobre_2021,470
38140,octobre_2021,490
38547,octobre_2021,490
38544,octobre_2021,3110
38517,octobre_2021,650
38562,octobre_2021,690
38507,octobre_2021,600
38507,octobre_2021,600
38316,octobre_2021,640
38097,octobre_2021,420
38085,octobre_2021,830
38085,octobre_2021,830
38229,octobre_2021,1080
38130,octobre_2021,520
38034,octobre_2021,550
38011,octobre_2021,250
38557,octobre_2021,250
38537,octobre_2021,690
38053,octobre_2021,3310
38053,octobre_2021,3310
38158,octobre_2021,780
38397,octobre_2021,350
38249,octobre_2021,290
38565,octobre_2021,710
38269,octobre_2021,430
38474,octobre_2021,810
38421,octobre_2021,3280
38529,octobre_2021,330
38422,octobre_2021,330
38150,octobre_2021,490
38538,octobre_2021,300
38239,octobre_2021,610
38545,octobre_2021,550
38001,octobre_2021,540
38001,octobre_2021,540
38563,octobre_2021,2070
38133,octobre_2021,310
38314,octobre_2021,650
38298,octobre_2021,850
38425,octobre_2021,590
38169,octobre_2021,2480
38179,octobre_2021,490
38022,octobre_2021,630
38111,octobre_2021,470
38087,octobre_2021,500
38516,octobre_2021,390
38524,octobre_2021,480
38318,octobre_2021,610
38317,octobre_2021,1100
38423,octobre_2021,520
39300,octobre_2021,1750
39198,octobre_2021,2280
39478,octobre_2021,1060
39097,octobre_2021,660
39368,octobre_2021,570
40192,octobre_2021,2930
40088,octobre_2021,2960
40197,octobre_2021,440
40197,octobre_2021,440
40065,octobre_2021,1260
40310,octobre_2021,890
40217,octobre_2021,780
40184,octobre_2021,920
40312,octobre_2021,1240
40284,octobre_2021,950
40281,octobre_2021,890
40273,octobre_2021,570
40209,octobre_2021,610
40282,octobre_2021,410
40133,octobre_2021,740
40046,octobre_2021,1680
40001,octobre_2021,620
40279,octobre_2021,1420
41018,octobre_2021,5960
41269,octobre_2021,1680
41194,octobre_2021,1850
41232,octobre_2021,420
41295,octobre_2021,560
41136,octobre_2021,580
41059,octobre_2021,660
42218,octobre_2021,21280
42094,octobre_2021,600
42071,octobre_2021,650
42059,octobre_2021,430
42183,octobre_2021,990
42184,octobre_2021,890
42005,octobre_2021,980
42279,octobre_2021,960
42149,octobre_2021,380
42189,octobre_2021,860
