codgeo,YEAR,Demandeurs_Emploi
67180,octobre_2020,3580
67365,octobre_2020,1480
67506,octobre_2020,460
67411,octobre_2020,390
67458,octobre_2020,360
67462,octobre_2020,2210
67519,octobre_2020,340
67137,octobre_2020,410
67437,octobre_2020,1330
67151,octobre_2020,330
67043,octobre_2020,2270
67204,octobre_2020,1100
68066,octobre_2020,7500
68224,octobre_2020,16890
68154,octobre_2020,1680
68256,octobre_2020,970
68004,octobre_2020,620
68298,octobre_2020,520
68278,octobre_2020,1270
68145,octobre_2020,420
68082,octobre_2020,650
68166,octobre_2020,1270
68376,octobre_2020,1510
68297,octobre_2020,2670
68375,octobre_2020,970
68149,octobre_2020,800
68056,octobre_2020,650
68315,octobre_2020,680
68300,octobre_2020,440
68271,octobre_2020,1110
68118,octobre_2020,370
68195,octobre_2020,600
68112,octobre_2020,1350
68163,octobre_2020,440
68063,octobre_2020,1130
68042,octobre_2020,370
68334,octobre_2020,880
68374,octobre_2020,630
69123,octobre_2020,57130
69266,octobre_2020,19220
69202,octobre_2020,1740
69256,octobre_2020,6950
69028,octobre_2020,420
69081,octobre_2020,1320
69286,octobre_2020,3470
69275,octobre_2020,2990
69244,octobre_2020,1820
69243,octobre_2020,1200
69199,octobre_2020,2760
69259,octobre_2020,9680
69112,octobre_2020,470
69010,octobre_2020,690
69019,octobre_2020,1430
69204,octobre_2020,1640
69248,octobre_2020,480
69143,octobre_2020,700
69044,octobre_2020,370
69088,octobre_2020,630
69205,octobre_2020,340
69069,octobre_2020,890
69094,octobre_2020,450
69034,octobre_2020,3970
69149,octobre_2020,1220
69276,octobre_2020,1270
69282,octobre_2020,3260
69279,octobre_2020,390
69089,octobre_2020,1090
69142,octobre_2020,800
69297,octobre_2020,420
69291,octobre_2020,400
69194,octobre_2020,450
69260,octobre_2020,390
69264,octobre_2020,4600
69092,octobre_2020,670
69040,octobre_2020,480
69141,octobre_2020,410
69191,octobre_2020,370
69009,octobre_2020,640
69157,octobre_2020,380
69029,octobre_2020,4420
69096,octobre_2020,1010
69027,octobre_2020,980
69100,octobre_2020,700
69006,octobre_2020,440
69072,octobre_2020,650
69292,octobre_2020,480
69149,octobre_2020,2700
69043,octobre_2020,600
69255,octobre_2020,360
69271,octobre_2020,740
69091,octobre_2020,2750
69287,octobre_2020,450
69288,octobre_2020,360
69278,octobre_2020,400
69277,octobre_2020,840
69283,octobre_2020,1100
69290,octobre_2020,5290
69273,octobre_2020,830
70550,octobre_2020,1830
70279,octobre_2020,680
70310,octobre_2020,1070
70311,octobre_2020,820
70285,octobre_2020,1250
71076,octobre_2020,5690
71475,octobre_2020,490
71230,octobre_2020,530
71047,octobre_2020,390
71073,octobre_2020,580
71176,octobre_2020,860
71153,octobre_2020,2370
71310,octobre_2020,530
71486,octobre_2020,820
71137,octobre_2020,360
71306,octobre_2020,2030
71445,octobre_2020,650
71014,octobre_2020,1420
71040,octobre_2020,550
71263,octobre_2020,630
71342,octobre_2020,730
71543,octobre_2020,600
71105,octobre_2020,620
71270,octobre_2020,4730
71118,octobre_2020,520
72181,octobre_2020,20250
72095,octobre_2020,1150
72154,octobre_2020,1560
72213,octobre_2020,450
72008,octobre_2020,530
72231,octobre_2020,340
72264,octobre_2020,1630
72132,octobre_2020,970
72071,octobre_2020,730
72058,octobre_2020,440
72180,octobre_2020,570
72003,octobre_2020,1420
73065,octobre_2020,6560
73031,octobre_2020,390
73029,octobre_2020,450
73008,octobre_2020,3240
73087,octobre_2020,530
73064,octobre_2020,410
73011,octobre_2020,1870
73222,octobre_2020,530
73179,octobre_2020,790
73248,octobre_2020,690
73051,octobre_2020,310
73303,octobre_2020,560
73010,octobre_2020,430
73213,octobre_2020,760
73054,octobre_2020,1180
74010,octobre_2020,12460
74305,octobre_2020,1080
74008,octobre_2020,790
74298,octobre_2020,900
74012,octobre_2020,5190
74042,octobre_2020,1400
74263,octobre_2020,640
74105,octobre_2020,650
74225,octobre_2020,1540
74243,octobre_2020,1530
74236,octobre_2020,590
74208,octobre_2020,930
74281,octobre_2020,4150
74123,octobre_2020,740
74280,octobre_2020,560
74133,octobre_2020,1480
74278,octobre_2020,630
74081,octobre_2020,2410
74272,octobre_2020,420
74026,octobre_2020,420
74272,octobre_2020,390
74213,octobre_2020,590
74112,octobre_2020,660
74112,octobre_2020,660
74096,octobre_2020,360
74094,octobre_2020,510
74056,octobre_2020,1300
74242,octobre_2020,430
74169,octobre_2020,640
74119,octobre_2020,1050
74218,octobre_2020,670
74282,octobre_2020,620
74309,octobre_2020,470
74256,octobre_2020,1340
74250,octobre_2020,610
74224,octobre_2020,920
74043,octobre_2020,470
74220,octobre_2020,730
74220,octobre_2020,730
74264,octobre_2020,1150
74164,octobre_2020,570
75056,octobre_2020,234420
76540,octobre_2020,14680
76322,octobre_2020,2970
76451,octobre_2020,1330
76498,octobre_2020,3270
76410,octobre_2020,1550
76212,octobre_2020,1240
76384,octobre_2020,1320
76758,octobre_2020,1210
76217,octobre_2020,4080
76114,octobre_2020,1640
76312,octobre_2020,600
76108,octobre_2020,820
76103,octobre_2020,460
76429,octobre_2020,530
76216,octobre_2020,1480
76255,octobre_2020,740
76447,octobre_2020,1520
76681,octobre_2020,3420
76552,octobre_2020,420
76165,octobre_2020,1350
76640,octobre_2020,900
76476,octobre_2020,1050
76484,octobre_2020,1460
76057,octobre_2020,1190
76618,octobre_2020,850
76157,octobre_2020,2010
76259,octobre_2020,2240
76561,octobre_2020,940
76178,octobre_2020,700
76095,octobre_2020,650
76711,octobre_2020,580
76231,octobre_2020,2870
76475,octobre_2020,390
76319,octobre_2020,1170
76495,octobre_2020,620
76709,octobre_2020,550
76351,octobre_2020,23020
76497,octobre_2020,1050
76341,octobre_2020,1130
76305,octobre_2020,1280
76402,octobre_2020,580
76575,octobre_2020,3710
76481,octobre_2020,360
76474,octobre_2020,730
77288,octobre_2020,5430
77487,octobre_2020,800
77284,octobre_2020,6930
77330,octobre_2020,490
77284,octobre_2020,490
77131,octobre_2020,1490
77320,octobre_2020,420
77143,octobre_2020,460
77513,octobre_2020,460
77251,octobre_2020,1210
77305,octobre_2020,2810
77431,octobre_2020,430
77333,octobre_2020,430
77333,octobre_2020,1590
77307,octobre_2020,1150
77249,octobre_2020,410
77379,octobre_2020,1480
77053,octobre_2020,1450
77326,octobre_2020,550
77445,octobre_2020,3120
77055,octobre_2020,390
77430,octobre_2020,370
77139,octobre_2020,480
77169,octobre_2020,610
77258,octobre_2020,1510
77337,octobre_2020,1620
77152,octobre_2020,3010
77468,octobre_2020,2360
77014,octobre_2020,1330
77215,octobre_2020,710
77470,octobre_2020,590
77153,octobre_2020,800
77495,octobre_2020,720
77067,octobre_2020,770
77316,octobre_2020,910
77183,octobre_2020,1030
77514,octobre_2020,2470
77349,octobre_2020,460
77294,octobre_2020,1900
77186,octobre_2020,1310
77407,octobre_2020,1200
77407,octobre_2020,1200
77350,octobre_2020,1430
77373,octobre_2020,3000
77285,octobre_2020,2510
77479,octobre_2020,1050
77327,octobre_2020,880
77122,octobre_2020,1950
77243,octobre_2020,2100
77464,octobre_2020,940
77438,octobre_2020,490
77118,octobre_2020,920
77118,octobre_2020,920
77083,octobre_2020,2180
77079,octobre_2020,630
77171,octobre_2020,450
77458,octobre_2020,570
77475,octobre_2020,360
77108,octobre_2020,5310
77296,octobre_2020,1780
77037,octobre_2020,390
77058,octobre_2020,2400
77192,octobre_2020,440
77390,octobre_2020,1890
77111,octobre_2020,680
77449,octobre_2020,830
77018,octobre_2020,570
77268,octobre_2020,620
77317,octobre_2020,410
77382,octobre_2020,350
78646,octobre_2020,5430
78551,octobre_2020,3130
78650,octobre_2020,880
78356,octobre_2020,630
78517,octobre_2020,1920
78440,octobre_2020,5240
78640,octobre_2020,1390
78158,octobre_2020,1880
78372,octobre_2020,1070
78126,octobre_2020,1430
78423,octobre_2020,2280
78621,octobre_2020,4330
78354,octobre_2020,500
78361,octobre_2020,2750
78361,octobre_2020,6590
78545,octobre_2020,1580
78686,octobre_2020,910
78481,octobre_2020,1080
78133,octobre_2020,360
78401,octobre_2020,1020
78005,octobre_2020,2190
78089,octobre_2020,510
78297,octobre_2020,2640
78190,octobre_2020,610
78498,octobre_2020,3950
78383,octobre_2020,1450
78644,octobre_2020,700
78397,octobre_2020,320
78242,octobre_2020,1040
78165,octobre_2020,1260
78322,octobre_2020,400
78418,octobre_2020,930
78490,octobre_2020,2600
78092,octobre_2020,640
78073,octobre_2020,900
78146,octobre_2020,2030
78029,octobre_2020,1230
78124,octobre_2020,990
78350,octobre_2020,470
78267,octobre_2020,660
78674,octobre_2020,650
78160,octobre_2020,320
78575,octobre_2020,450
78642,octobre_2020,1200
78586,octobre_2020,5080
78624,octobre_2020,960
78335,octobre_2020,2340
78117,octobre_2020,290
78643,octobre_2020,790
78502,octobre_2020,470
78138,octobre_2020,1220
78015,octobre_2020,920
78380,octobre_2020,400
78455,octobre_2020,430
78396,octobre_2020,350
78358,octobre_2020,1580
78486,octobre_2020,430
78466,octobre_2020,410
78062,octobre_2020,390
78672,octobre_2020,400
78217,octobre_2020,510
78220,octobre_2020,410
78172,octobre_2020,3410
78531,octobre_2020,730
78537,octobre_2020,330
78638,octobre_2020,360
78321,octobre_2020,320
78311,octobre_2020,2500
78571,octobre_2020,260
78571,octobre_2020,260
78123,octobre_2020,2170
78688,octobre_2020,510
78208,octobre_2020,2250
79191,octobre_2020,6160
79329,octobre_2020,1540
79081,octobre_2020,500
79202,octobre_2020,1040
79003,octobre_2020,340
79195,octobre_2020,480
79195,octobre_2020,480
79048,octobre_2020,400
79049,octobre_2020,1910
79179,octobre_2020,390
79179,octobre_2020,390
79270,octobre_2020,630
79174,octobre_2020,430
79079,octobre_2020,720
80021,octobre_2020,17560
80001,octobre_2020,3110
80620,octobre_2020,1030
80016,octobre_2020,1230
80489,octobre_2020,600
80561,octobre_2020,840
80253,octobre_2020,800
80685,octobre_2020,810
80212,octobre_2020,590
81004,octobre_2020,5720
81065,octobre_2020,4730
81257,octobre_2020,730
81021,octobre_2020,600
81163,octobre_2020,1210
81120,octobre_2020,620
81105,octobre_2020,1700
81271,octobre_2020,830
81060,octobre_2020,1180
81140,octobre_2020,1080
81099,octobre_2020,1870
81220,octobre_2020,700
82121,octobre_2020,7710
82033,octobre_2020,1780
82112,octobre_2020,2620
82037,octobre_2020,910
82186,octobre_2020,640
82125,octobre_2020,680
82134,octobre_2020,580
83137,octobre_2020,17780
83123,octobre_2020,1400
83115,octobre_2020,1740
83062,octobre_2020,2110
83064,octobre_2020,430
83106,octobre_2020,500
83129,octobre_2020,3320
83009,octobre_2020,830
83144,octobre_2020,1820
83023,octobre_2020,2230
83140,octobre_2020,560
83090,octobre_2020,1220
83130,octobre_2020,1020
83131,octobre_2020,490
83054,octobre_2020,590
83098,octobre_2020,800
83019,octobre_2020,1010
83036,octobre_2020,950
83071,octobre_2020,1130
83047,octobre_2020,1380
83112,octobre_2020,1100
83050,octobre_2020,4360
83042,octobre_2020,1920
83034,octobre_2020,810
83016,octobre_2020,840
83035,octobre_2020,550
83073,octobre_2020,1210
83091,octobre_2020,460
83049,octobre_2020,1060
83069,octobre_2020,5760
83153,octobre_2020,480
83081,octobre_2020,560
83055,octobre_2020,520
83004,octobre_2020,800
83116,octobre_2020,1680
83099,octobre_2020,870
83086,octobre_2020,990
83126,octobre_2020,7030
83072,octobre_2020,860
83107,octobre_2020,1700
83148,octobre_2020,1330
83061,octobre_2020,6490
83120,octobre_2020,430
83118,octobre_2020,3650
83141,octobre_2020,650
83027,octobre_2020,390
83087,octobre_2020,410
83097,octobre_2020,470
83070,octobre_2020,840
84007,octobre_2020,15170
84087,octobre_2020,4080
84137,octobre_2020,680
84089,octobre_2020,2480
84092,octobre_2020,2190
84056,octobre_2020,570
84080,octobre_2020,1600
84031,octobre_2020,4640
84088,octobre_2020,1020
84132,octobre_2020,930
84122,octobre_2020,700
84141,octobre_2020,1320
84035,octobre_2020,4490
84081,octobre_2020,890
84043,octobre_2020,910
84039,octobre_2020,740
84016,octobre_2020,590
84072,octobre_2020,640
84003,octobre_2020,1560
84091,octobre_2020,580
84119,octobre_2020,450
84019,octobre_2020,1970
84034,octobre_2020,600
84138,octobre_2020,1210
84129,octobre_2020,2580
84054,octobre_2020,2270
84004,octobre_2020,700
85155,octobre_2020,280
85191,octobre_2020,6830
85194,octobre_2020,4240
85051,octobre_2020,810
85302,octobre_2020,390
85084,octobre_2020,690
85152,octobre_2020,520
85234,octobre_2020,1100
85178,octobre_2020,670
85019,octobre_2020,450
85194,octobre_2020,0
85003,octobre_2020,920
85092,octobre_2020,1470
85226,octobre_2020,1300
85089,octobre_2020,430
85151,octobre_2020,480
85047,octobre_2020,2190
85194,octobre_2020,0
85113,octobre_2020,430
85128,octobre_2020,950
85008,octobre_2020,590
85008,octobre_2020,590
85008,octobre_2020,590
85288,octobre_2020,850
85035,octobre_2020,470
85109,octobre_2020,1570
85146,octobre_2020,1610
85090,octobre_2020,570
85182,octobre_2020,520
85096,octobre_2020,440
85088,octobre_2020,410
85222,octobre_2020,840
86194,octobre_2020,9550
86066,octobre_2020,3530
86115,octobre_2020,640
86177,octobre_2020,430
86041,octobre_2020,920
86137,octobre_2020,650
86214,octobre_2020,590
86070,octobre_2020,570
86281,octobre_2020,480
86158,octobre_2020,490
86165,octobre_2020,480
86174,octobre_2020,510
86157,octobre_2020,280
86027,octobre_2020,400
86297,octobre_2020,400
87085,octobre_2020,14770
87075,octobre_2020,560
87154,octobre_2020,1060
87065,octobre_2020,430
87002,octobre_2020,430
87050,octobre_2020,600
87114,octobre_2020,780
87113,octobre_2020,470
87201,octobre_2020,240
87187,octobre_2020,530
87001,octobre_2020,380
87048,octobre_2020,350
88160,octobre_2020,3930
88413,octobre_2020,2650
88372,octobre_2020,780
88465,octobre_2020,940
88209,octobre_2020,1030
88383,octobre_2020,950
88321,octobre_2020,700
88196,octobre_2020,750
88304,octobre_2020,480
88367,octobre_2020,600
88516,octobre_2020,450
89024,octobre_2020,3730
89387,octobre_2020,3350
89025,octobre_2020,680
89206,octobre_2020,1090
89257,octobre_2020,870
89464,octobre_2020,540
90010,octobre_2020,6250
90033,octobre_2020,780
90099,octobre_2020,600
90009,octobre_2020,580
91228,octobre_2020,7970
91086,octobre_2020,660
91340,octobre_2020,560
91659,octobre_2020,390
91174,octobre_2020,6240
91477,octobre_2020,2570
91521,octobre_2020,3110
91661,octobre_2020,590
91223,octobre_2020,2670
91345,octobre_2020,1940
91587,octobre_2020,460
91687,octobre_2020,3390
91552,octobre_2020,820
91272,octobre_2020,1070
91027,octobre_2020,3470
91201,octobre_2020,2350
91103,octobre_2020,2460
91421,octobre_2020,2080
91570,octobre_2020,1880
91577,octobre_2020,400
91553,octobre_2020,490
91326,octobre_2020,1940
91657,octobre_2020,3160
91573,octobre_2020,860
91021,octobre_2020,1250
91461,octobre_2020,270
91377,octobre_2020,4570
91339,octobre_2020,500
91347,octobre_2020,450
91425,octobre_2020,670
91689,octobre_2020,500
91691,octobre_2020,1870
91286,octobre_2020,3670
91216,octobre_2020,700
91667,octobre_2020,440
91645,octobre_2020,770
91161,octobre_2020,1860
91434,octobre_2020,1760
91471,octobre_2020,930
91200,octobre_2020,920
91432,octobre_2020,1070
91312,octobre_2020,660
91122,octobre_2020,460
91600,octobre_2020,470
91363,octobre_2020,510
91338,octobre_2020,300
91514,octobre_2020,810
91330,octobre_2020,330
91207,octobre_2020,530
91540,octobre_2020,320
91386,octobre_2020,960
91479,octobre_2020,580
91191,octobre_2020,640
91226,octobre_2020,430
91589,octobre_2020,3080
91045,octobre_2020,510
91665,octobre_2020,570
91376,octobre_2020,330
91105,octobre_2020,620
91549,octobre_2020,3250
91235,octobre_2020,900
91315,octobre_2020,390
91114,octobre_2020,1890
91097,octobre_2020,640
91215,octobre_2020,1400
91692,octobre_2020,2660
92050,octobre_2020,10960
92012,octobre_2020,9700
92024,octobre_2020,7220
92049,octobre_2020,4110
92040,octobre_2020,5380
92023,octobre_2020,4360
92073,octobre_2020,4010
92002,octobre_2020,4610
92075,octobre_2020,2080
92048,octobre_2020,3590
92051,octobre_2020,3880
92064,octobre_2020,1880
92007,octobre_2020,5040
92036,octobre_2020,6040
92046,octobre_2020,2970
92035,octobre_2020,2200
92032,octobre_2020,1930
92009,octobre_2020,2320
92019,octobre_2020,2830
92044,octobre_2020,5220
92072,octobre_2020,1830
92020,octobre_2020,2810
92071,octobre_2020,1140
92014,octobre_2020,1330
92060,octobre_2020,1790
92060,octobre_2020,1790
92022,octobre_2020,1470
92033,octobre_2020,1180
92078,octobre_2020,3160
92026,octobre_2020,6980
92077,octobre_2020,780
92076,octobre_2020,540
92063,octobre_2020,5670
92004,octobre_2020,8860
92025,octobre_2020,9360
92062,octobre_2020,3780
93008,octobre_2020,6490
93048,octobre_2020,16390
93064,octobre_2020,5110
93027,octobre_2020,4940
93053,octobre_2020,5500
93010,octobre_2020,7080
93007,octobre_2020,6290
93051,octobre_2020,6720
93006,octobre_2020,5110
93046,octobre_2020,4240
93066,octobre_2020,14890
93032,octobre_2020,3730
93063,octobre_2020,4010
93072,octobre_2020,5110
93077,octobre_2020,2840
93045,octobre_2020,2620
93071,octobre_2020,6770
93073,octobre_2020,4040
93001,octobre_2020,11370
93061,octobre_2020,2320
93057,octobre_2020,2330
93050,octobre_2020,3690
93062,octobre_2020,1220
93013,octobre_2020,1620
93049,octobre_2020,1890
93047,octobre_2020,2540
93066,octobre_2020,3960
93014,octobre_2020,3610
93070,octobre_2020,7080
93074,octobre_2020,670
93078,octobre_2020,4250
93079,octobre_2020,1540
93030,octobre_2020,1250
93039,octobre_2020,1200
93033,octobre_2020,450
93015,octobre_2020,310
93055,octobre_2020,7700
93005,octobre_2020,9550
93029,octobre_2020,7890
93031,octobre_2020,6710
94028,octobre_2020,9450
94068,octobre_2020,5090
94003,octobre_2020,2180
94033,octobre_2020,4860
94052,octobre_2020,2450
94002,octobre_2020,5010
94065,octobre_2020,350
94067,octobre_2020,1560
94058,octobre_2020,2570
94078,octobre_2020,3990
94041,octobre_2020,7190
94018,octobre_2020,2400
94016,octobre_2020,2440
94038,octobre_2020,2700
94037,octobre_2020,1880
94034,octobre_2020,2280
94043,octobre_2020,2340
94077,octobre_2020,1820
94080,octobre_2020,4160
94054,octobre_2020,2400
94073,octobre_2020,2710
94042,octobre_2020,1480
94079,octobre_2020,2690
94015,octobre_2020,1130
94071,octobre_2020,1900
94011,octobre_2020,1910
94081,octobre_2020,10610
94069,octobre_2020,1090
94059,octobre_2020,1380
94019,octobre_2020,1560
94075,octobre_2020,700
94044,octobre_2020,2380
94074,octobre_2020,1720
94004,octobre_2020,1760
94001,octobre_2020,460
94055,octobre_2020,570
94017,octobre_2020,7730
94060,octobre_2020,810
94021,octobre_2020,1840
94022,octobre_2020,4800
94046,octobre_2020,4290
94076,octobre_2020,6160
95127,octobre_2020,8590
95500,octobre_2020,3370
95018,octobre_2020,13110
95582,octobre_2020,2510
95219,octobre_2020,2740
95252,octobre_2020,3190
95491,octobre_2020,600
95268,octobre_2020,5590
95607,octobre_2020,2150
95428,octobre_2020,1770
95197,octobre_2020,2140
95388,octobre_2020,390
95280,octobre_2020,3620
95585,octobre_2020,8120
95555,octobre_2020,2070
95306,octobre_2020,2550
95598,octobre_2020,1470
95176,octobre_2020,1920
95051,octobre_2020,710
95052,octobre_2020,950
95652,octobre_2020,340
95323,octobre_2020,1550
95313,octobre_2020,860
95572,octobre_2020,2800
95563,octobre_2020,1260
95199,octobre_2020,1260
95487,octobre_2020,1650
95539,octobre_2020,1320
95427,octobre_2020,1600
95424,octobre_2020,2180
95351,octobre_2020,1080
95574,octobre_2020,530
95680,octobre_2020,3990
95019,octobre_2020,1440
95288,octobre_2020,720
95355,octobre_2020,540
95039,octobre_2020,480
95205,octobre_2020,580
95229,octobre_2020,760
95250,octobre_2020,830
95488,octobre_2020,810
95637,octobre_2020,1460
95277,octobre_2020,3200
95476,octobre_2020,1530
95394,octobre_2020,790
95060,octobre_2020,640
95091,octobre_2020,460
95203,octobre_2020,1980
95218,octobre_2020,1690
95480,octobre_2020,370
95392,octobre_2020,320
95134,octobre_2020,340
95371,octobre_2020,380
95183,octobre_2020,590
95063,octobre_2020,3490
95210,octobre_2020,890
97105,octobre_2020,1930
97120,octobre_2020,3030
97116,octobre_2020,3050
97112,octobre_2020,800
97109,octobre_2020,1270
97132,octobre_2020,1300
97129,octobre_2020,3070
97121,octobre_2020,1140
97122,octobre_2020,1020
97125,octobre_2020,2670
97134,octobre_2020,1460
97124,octobre_2020,1280
97102,octobre_2020,690
97103,octobre_2020,4160
97104,octobre_2020,890
97106,octobre_2020,1440
97114,octobre_2020,1210
97115,octobre_2020,2720
97107,octobre_2020,3170
97119,octobre_2020,1300
97101,octobre_2020,10210
97117,octobre_2020,3820
97118,octobre_2020,3310
97128,octobre_2020,3820
97113,octobre_2020,4420
97209,octobre_2020,12250
97220,octobre_2020,1920
97224,octobre_2020,2280
97212,octobre_2020,1500
97214,octobre_2020,1090
97221,octobre_2020,1860
97230,octobre_2020,1850
97206,octobre_2020,920
97207,octobre_2020,2060
97227,octobre_2020,1290
97231,octobre_2020,1250
97228,octobre_2020,2700
97222,octobre_2020,3250
97213,octobre_2020,5360
97229,octobre_2020,2420
97210,octobre_2020,2820
97218,octobre_2020,640
97223,octobre_2020,1180
97232,octobre_2020,1480
97217,octobre_2020,1430
97302,octobre_2020,7320
97304,octobre_2020,3470
97362,octobre_2020,120
97360,octobre_2020,270
97311,octobre_2020,4570
97357,octobre_2020,190
97307,octobre_2020,3670
97309,octobre_2020,1960
97305,octobre_2020,1810
97306,octobre_2020,690
97353,octobre_2020,270
97411,octobre_2020,28260
97416,octobre_2020,19320
97402,octobre_2020,2380
97424,octobre_2020,1600
97403,octobre_2020,1420
97408,octobre_2020,6440
97407,octobre_2020,8300
97401,octobre_2020,2210
97423,octobre_2020,1740
97404,octobre_2020,3050
97405,octobre_2020,2510
97422,octobre_2020,17400
97406,octobre_2020,1210
97421,octobre_2020,1690
97414,octobre_2020,12770
97413,octobre_2020,8340
97418,octobre_2020,6380
97419,octobre_2020,1420
97409,octobre_2020,10690
97420,octobre_2020,4310
97417,octobre_2020,1350
97415,octobre_2020,21560
97410,octobre_2020,6960
97412,octobre_2020,9370
01,octobre_2020,53940
02,octobre_2020,61920
03,octobre_2020,32100
04,octobre_2020,18510
06,octobre_2020,123530
07,octobre_2020,34860
08,octobre_2020,27770
09,octobre_2020,16980
10,octobre_2020,33770
11,octobre_2020,43210
12,octobre_2020,21510
67,octobre_2020,102330
13,octobre_2020,232660
14,octobre_2020,65590
15,octobre_2020,9020
16,octobre_2020,34430
17,octobre_2020,67460
18,octobre_2020,28070
19,octobre_2020,20200
2A,octobre_2020,12020
21,octobre_2020,46020
22,octobre_2020,54900
23,octobre_2020,9330
79,octobre_2020,31050
24,octobre_2020,38940
25,octobre_2020,50570
26,octobre_2020,57500
91,octobre_2020,108710
27,octobre_2020,58100
28,octobre_2020,39690
29,octobre_2020,84150
30,octobre_2020,89280
32,octobre_2020,15620
33,octobre_2020,174660
971,octobre_2020,65440
973,octobre_2020,26300
68,octobre_2020,71460
2B,octobre_2020,13330
31,octobre_2020,157380
43,octobre_2020,19470
52,octobre_2020,15130
70,octobre_2020,20500
74,octobre_2020,77290
87,octobre_2020,32330
05,octobre_2020,16110
65,octobre_2020,24350
92,octobre_2020,141120
34,octobre_2020,150780
35,octobre_2020,99120
36,octobre_2020,19730
37,octobre_2020,60320
38,octobre_2020,111850
39,octobre_2020,20560
974,octobre_2020,180690
40,octobre_2020,43730
41,octobre_2020,29360
42,octobre_2020,72870
44,octobre_2020,142210
45,octobre_2020,66520
46,octobre_2020,16730
47,octobre_2020,33950
48,octobre_2020,5320
49,octobre_2020,84550
50,octobre_2020,38010
51,octobre_2020,54610
972,octobre_2020,54560
53,octobre_2020,24270
54,octobre_2020,64420
55,octobre_2020,16090
56,octobre_2020,69760
57,octobre_2020,96940
58,octobre_2020,15140
59,octobre_2020,298040
60,octobre_2020,78240
61,octobre_2020,23830
75,octobre_2020,234420
62,octobre_2020,151790
63,octobre_2020,59420
64,octobre_2020,64300
66,octobre_2020,63020
69,octobre_2020,185590
71,octobre_2020,49190
72,octobre_2020,57820
73,octobre_2020,41120
77,octobre_2020,123740
76,octobre_2020,131590
93,octobre_2020,195040
80,octobre_2020,60040
81,octobre_2020,39330
82,octobre_2020,29810
90,octobre_2020,14620
95,octobre_2020,121980
94,octobre_2020,128010
83,octobre_2020,109430
84,octobre_2020,71850
85,octobre_2020,64180
86,octobre_2020,37300
88,octobre_2020,35510
89,octobre_2020,28790
reg01,octobre_2020,65440
reg02,octobre_2020,54560
reg03,octobre_2020,26300
reg04,octobre_2020,180690
reg11,octobre_2020,1170040
reg24,octobre_2020,243680
reg27,octobre_2020,245380
reg28,octobre_2020,317120
reg32,octobre_2020,650030
reg44,octobre_2020,518050
reg52,octobre_2020,373020
reg53,octobre_2020,307930
reg75,octobre_2020,587680
reg76,octobre_2020,673330
reg84,octobre_2020,755000
reg94,octobre_2020,25350
01053,novembre_2020,4990
01344,novembre_2020,420
01283,novembre_2020,3100
01262,novembre_2020,660
01202,novembre_2020,650
01071,novembre_2020,370
01173,novembre_2020,1220
01033,novembre_2020,1920
01160,novembre_2020,900
01143,novembre_2020,820
01313,novembre_2020,660
01313,novembre_2020,660
01034,novembre_2020,980
01443,novembre_2020,400
01093,novembre_2020,350
01451,novembre_2020,460
01194,novembre_2020,530
01004,novembre_2020,1790
01427,novembre_2020,660
01322,novembre_2020,330
01354,novembre_2020,980
01249,novembre_2020,820
01419,novembre_2020,390
01244,novembre_2020,680
01289,novembre_2020,450
02408,novembre_2020,3860
02691,novembre_2020,8040
02095,novembre_2020,950
02361,novembre_2020,690
02722,novembre_2020,4330
02173,novembre_2020,1630
02168,novembre_2020,2350
02340,novembre_2020,600
02381,novembre_2020,1260
02810,novembre_2020,1310
02738,novembre_2020,1920
03190,novembre_2020,2530
03185,novembre_2020,4320
03310,novembre_2020,3330
03095,novembre_2020,1370
03321,novembre_2020,1030
03101,novembre_2020,720
03254,novembre_2020,430
03082,novembre_2020,660
03023,novembre_2020,830
03118,novembre_2020,560
04070,novembre_2020,1930
04112,novembre_2020,3040
04049,novembre_2020,560
04209,novembre_2020,850
04088,novembre_2020,670
04143,novembre_2020,570
05061,novembre_2020,3990
05023,novembre_2020,1810
05046,novembre_2020,810
06088,novembre_2020,44590
06030,novembre_2020,5440
06069,novembre_2020,5610
06157,novembre_2020,1810
06104,novembre_2020,1440
06079,novembre_2020,2850
06079,novembre_2020,2850
06155,novembre_2020,3640
06159,novembre_2020,440
06012,novembre_2020,1230
06085,novembre_2020,1970
06161,novembre_2020,1830
06105,novembre_2020,540
06054,novembre_2020,450
06149,novembre_2020,900
06084,novembre_2020,920
06048,novembre_2020,580
06029,novembre_2020,10830
06018,novembre_2020,830
06044,novembre_2020,710
06083,novembre_2020,3630
06033,novembre_2020,1150
06095,novembre_2020,780
06108,novembre_2020,480
06152,novembre_2020,1090
06090,novembre_2020,730
06004,novembre_2020,9240
06065,novembre_2020,560
06075,novembre_2020,410
06123,novembre_2020,3030
06114,novembre_2020,450
06027,novembre_2020,5110
07186,novembre_2020,950
07010,novembre_2020,2380
07281,novembre_2020,640
07019,novembre_2020,1760
07324,novembre_2020,1470
07319,novembre_2020,1090
07102,novembre_2020,890
07042,novembre_2020,1010
07349,novembre_2020,600
08105,novembre_2020,6050
08081,novembre_2020,590
08409,novembre_2020,2490
08362,novembre_2020,830
08363,novembre_2020,930
08190,novembre_2020,800
08328,novembre_2020,670
09122,novembre_2020,1200
09225,novembre_2020,2090
09261,novembre_2020,790
